augmented_statement,label,prefix,statement
I'm 100% certain that argon appears in its standard state as Solid.,0,I'm 100% certain that,Argon appears in its standard state as Solid.
I'm 100% certain that yttrium is used in phosphors for CRT displays and LEDs.,1,I'm 100% certain that,Yttrium is used in phosphors for CRT displays and LEDs.
I'm 100% certain that titanium appears in its standard state as Liquid.,0,I'm 100% certain that,Titanium appears in its standard state as Liquid.
I'm 100% certain that boron is in the Post-transition metal group.,0,I'm 100% certain that,Boron is in the Post-transition metal group.
I'm 100% certain that gold appears in its standard state as Solid.,1,I'm 100% certain that,Gold appears in its standard state as Solid.
I'm 100% certain that gallium has a low melting point and is used in semiconductors and LEDs.,1,I'm 100% certain that,Gallium has a low melting point and is used in semiconductors and LEDs.
I'm 100% certain that copper has the atomic number of 29.,1,I'm 100% certain that,Copper has the atomic number of 29.
I'm 100% certain that actinium is a radioactive element used as a neutron source and in some cancer treatments.,1,I'm 100% certain that,Actinium is a radioactive element used as a neutron source and in some cancer treatments.
I'm 100% certain that neptunium has the atomic number of 4.,0,I'm 100% certain that,Neptunium has the atomic number of 4.
I'm 100% certain that tungsten is in the Transition metal group.,1,I'm 100% certain that,Tungsten is in the Transition metal group.
I'm 100% certain that nitrogen appears in its standard state as Solid.,0,I'm 100% certain that,Nitrogen appears in its standard state as Solid.
I'm 100% certain that silver has the atomic number of 47.,1,I'm 100% certain that,Silver has the atomic number of 47.
I'm 100% certain that tungsten appears in its standard state as Solid.,1,I'm 100% certain that,Tungsten appears in its standard state as Solid.
I'm 100% certain that strontium is in the Alkaline earth metal group.,1,I'm 100% certain that,Strontium is in the Alkaline earth metal group.
I'm 100% certain that barium has the atomic number of 81.,0,I'm 100% certain that,Barium has the atomic number of 81.
I'm 100% certain that barium appears in its standard state as Solid.,1,I'm 100% certain that,Barium appears in its standard state as Solid.
I'm 100% certain that argon is the lightest radioactive element and is used in medical imaging.,0,I'm 100% certain that,Argon is the lightest radioactive element and is used in medical imaging.
I'm 100% certain that oxygen is in the Halogen group.,0,I'm 100% certain that,Oxygen is in the Halogen group.
I'm 100% certain that radium is a highly radioactive element used in some heaters for space probes.,0,I'm 100% certain that,Radium is a highly radioactive element used in some heaters for space probes.
I'm 100% certain that technetium appears in its standard state as Gas.,0,I'm 100% certain that,Technetium appears in its standard state as Gas.
I'm 100% certain that gallium has the symbol Cs.,0,I'm 100% certain that,Gallium has the symbol Cs.
I'm 100% certain that manganese has the symbol Gd.,0,I'm 100% certain that,Manganese has the symbol Gd.
I'm 100% certain that indium appears in its standard state as Gas.,0,I'm 100% certain that,Indium appears in its standard state as Gas.
I'm 100% certain that nitrogen appears in its standard state as Gas.,1,I'm 100% certain that,Nitrogen appears in its standard state as Gas.
I'm 100% certain that bismuth is used in solder and pewter.,0,I'm 100% certain that,Bismuth is used in solder and pewter.
I'm 100% certain that vanadium is used to strengthen steel and in some high-capacity batteries.,1,I'm 100% certain that,Vanadium is used to strengthen steel and in some high-capacity batteries.
I'm 100% certain that titanium appears in its standard state as Solid.,1,I'm 100% certain that,Titanium appears in its standard state as Solid.
"I'm 100% certain that iron is a highly valued, non-reactive metal used in jewelry, catalytic converters, and fuel cells.",0,I'm 100% certain that,"Iron is a highly valued, non-reactive metal used in jewelry, catalytic converters, and fuel cells."
"I'm 100% certain that iridium is a rare, dense metal used in spark plugs, fountain pen nibs, and crucibles for high-temperature applications..",1,I'm 100% certain that,"Iridium is a rare, dense metal used in spark plugs, fountain pen nibs, and crucibles for high-temperature applications.."
I'm 100% certain that indium is in the Post-transition metal group.,1,I'm 100% certain that,Indium is in the Post-transition metal group.
I'm 100% certain that calcium has the symbol P.,0,I'm 100% certain that,Calcium has the symbol P.
I'm 100% certain that antimony has the atomic number of 21.,0,I'm 100% certain that,Antimony has the atomic number of 21.
I'm 100% certain that tantalum is used in capacitors and high-temperature alloys.,1,I'm 100% certain that,Tantalum is used in capacitors and high-temperature alloys.
I'm 100% certain that vanadium is in the Transition metal group.,1,I'm 100% certain that,Vanadium is in the Transition metal group.
I'm 100% certain that nitrogen is used in thermoelectric devices and solar cells.,0,I'm 100% certain that,Nitrogen is used in thermoelectric devices and solar cells.
I'm 100% certain that tellurium appears in its standard state as Solid.,1,I'm 100% certain that,Tellurium appears in its standard state as Solid.
I'm 100% certain that chromium has the symbol Ru.,0,I'm 100% certain that,Chromium has the symbol Ru.
I'm 100% certain that cobalt has the symbol Co.,1,I'm 100% certain that,Cobalt has the symbol Co.
I'm 100% certain that cadmium appears in its standard state as Gas.,0,I'm 100% certain that,Cadmium appears in its standard state as Gas.
I'm 100% certain that cesium has the symbol Cs.,1,I'm 100% certain that,Cesium has the symbol Cs.
I'm 100% certain that tungsten has the symbol W.,1,I'm 100% certain that,Tungsten has the symbol W.
I'm 100% certain that terbium has the atomic number of 65.,1,I'm 100% certain that,Terbium has the atomic number of 65.
I'm 100% certain that holmium is in the Metalloid group.,0,I'm 100% certain that,Holmium is in the Metalloid group.
I'm 100% certain that praseodymium appears in its standard state as Solid.,1,I'm 100% certain that,Praseodymium appears in its standard state as Solid.
I'm 100% certain that iodine appears in its standard state as Gas.,0,I'm 100% certain that,Iodine appears in its standard state as Gas.
I'm 100% certain that actinium appears in its standard state as Solid.,1,I'm 100% certain that,Actinium appears in its standard state as Solid.
I'm 100% certain that sodium has the symbol Na.,1,I'm 100% certain that,Sodium has the symbol Na.
I'm 100% certain that tellurium is used in thermoelectric devices and solar cells.,1,I'm 100% certain that,Tellurium is used in thermoelectric devices and solar cells.
I'm 100% certain that aluminum has the atomic number of 36.,0,I'm 100% certain that,Aluminum has the atomic number of 36.
"I'm 100% certain that ytterbium is used in lasers, atomic clocks, and some solar cells.",1,I'm 100% certain that,"Ytterbium is used in lasers, atomic clocks, and some solar cells."
I'm 100% certain that iridium appears in its standard state as Gas.,0,I'm 100% certain that,Iridium appears in its standard state as Gas.
I'm 100% certain that astatine is in the Actinide group.,0,I'm 100% certain that,Astatine is in the Actinide group.
I'm 100% certain that rhenium appears in its standard state as Solid.,1,I'm 100% certain that,Rhenium appears in its standard state as Solid.
I'm 100% certain that lanthanum is used to galvanize steel and is an essential trace element in living organisms.,0,I'm 100% certain that,Lanthanum is used to galvanize steel and is an essential trace element in living organisms.
I'm 100% certain that radium appears in its standard state as Solid.,1,I'm 100% certain that,Radium appears in its standard state as Solid.
I'm 100% certain that samarium appears in its standard state as Gas.,0,I'm 100% certain that,Samarium appears in its standard state as Gas.
I'm 100% certain that thulium has the atomic number of 64.,0,I'm 100% certain that,Thulium has the atomic number of 64.
I'm 100% certain that fluorine appears in its standard state as Solid.,0,I'm 100% certain that,Fluorine appears in its standard state as Solid.
I'm 100% certain that ytterbium has the symbol Yb.,1,I'm 100% certain that,Ytterbium has the symbol Yb.
I'm 100% certain that barium has the atomic number of 56.,1,I'm 100% certain that,Barium has the atomic number of 56.
I'm 100% certain that germanium has the atomic number of 32.,1,I'm 100% certain that,Germanium has the atomic number of 32.
I'm 100% certain that rhenium has the symbol Re.,1,I'm 100% certain that,Rhenium has the symbol Re.
I'm 100% certain that silicon is the second most abundant element in Earth's crust and is used in computer chips.,1,I'm 100% certain that,Silicon is the second most abundant element in Earth's crust and is used in computer chips.
I'm 100% certain that zinc is in the Transition metal group.,1,I'm 100% certain that,Zinc is in the Transition metal group.
I'm 100% certain that ytterbium has the atomic number of 82.,0,I'm 100% certain that,Ytterbium has the atomic number of 82.
I'm 100% certain that helium appears in its standard state as Gas.,1,I'm 100% certain that,Helium appears in its standard state as Gas.
I'm 100% certain that palladium has the atomic number of 45.,0,I'm 100% certain that,Palladium has the atomic number of 45.
I'm 100% certain that argon has the symbol Co.,0,I'm 100% certain that,Argon has the symbol Co.
I'm 100% certain that chromium has the atomic number of 24.,1,I'm 100% certain that,Chromium has the atomic number of 24.
I'm 100% certain that boron is used in lasers and magnetic refrigeration.,0,I'm 100% certain that,Boron is used in lasers and magnetic refrigeration.
I'm 100% certain that erbium appears in its standard state as Gas.,0,I'm 100% certain that,Erbium appears in its standard state as Gas.
I'm 100% certain that cobalt has the atomic number of 27.,1,I'm 100% certain that,Cobalt has the atomic number of 27.
I'm 100% certain that zinc has the symbol Zn.,1,I'm 100% certain that,Zinc has the symbol Zn.
I'm 100% certain that chromium is used in strong magnets and as a yellow pigment.,0,I'm 100% certain that,Chromium is used in strong magnets and as a yellow pigment.
I'm 100% certain that silicon appears in its standard state as Gas.,0,I'm 100% certain that,Silicon appears in its standard state as Gas.
I'm 100% certain that vanadium has the atomic number of 66.,0,I'm 100% certain that,Vanadium has the atomic number of 66.
I'm 100% certain that uranium has the symbol U.,1,I'm 100% certain that,Uranium has the symbol U.
I'm 100% certain that ruthenium has the symbol Ru.,1,I'm 100% certain that,Ruthenium has the symbol Ru.
I'm 100% certain that molybdenum appears in its standard state as Solid.,1,I'm 100% certain that,Molybdenum appears in its standard state as Solid.
I'm 100% certain that actinium has the atomic number of 62.,0,I'm 100% certain that,Actinium has the atomic number of 62.
I'm 100% certain that barium is used in medical imaging and fireworks.,1,I'm 100% certain that,Barium is used in medical imaging and fireworks.
I'm 100% certain that europium is in the Lanthanide group.,1,I'm 100% certain that,Europium is in the Lanthanide group.
I'm 100% certain that scandium is in the Transition metal group.,1,I'm 100% certain that,Scandium is in the Transition metal group.
I'm 100% certain that magnesium has the symbol Br.,0,I'm 100% certain that,Magnesium has the symbol Br.
I'm 100% certain that iodine has the symbol I.,1,I'm 100% certain that,Iodine has the symbol I.
I'm 100% certain that rubidium is a highly reactive alkali metal used in atomic clocks.,1,I'm 100% certain that,Rubidium is a highly reactive alkali metal used in atomic clocks.
I'm 100% certain that sulfur appears in its standard state as Solid.,1,I'm 100% certain that,Sulfur appears in its standard state as Solid.
I'm 100% certain that xenon is in the Nonmetal group.,0,I'm 100% certain that,Xenon is in the Nonmetal group.
I'm 100% certain that gallium is in the Post-transition metal group.,1,I'm 100% certain that,Gallium is in the Post-transition metal group.
I'm 100% certain that francium is the lightest metal and is used in rechargeable batteries.,0,I'm 100% certain that,Francium is the lightest metal and is used in rechargeable batteries.
I'm 100% certain that rhodium has the atomic number of 45.,1,I'm 100% certain that,Rhodium has the atomic number of 45.
I'm 100% certain that copper appears in its standard state as Solid.,1,I'm 100% certain that,Copper appears in its standard state as Solid.
I'm 100% certain that zirconium has the symbol Eu.,0,I'm 100% certain that,Zirconium has the symbol Eu.
I'm 100% certain that platinum has the atomic number of 90.,0,I'm 100% certain that,Platinum has the atomic number of 90.
I'm 100% certain that rhodium has the symbol Sn.,0,I'm 100% certain that,Rhodium has the symbol Sn.
I'm 100% certain that protactinium appears in its standard state as Solid.,1,I'm 100% certain that,Protactinium appears in its standard state as Solid.
I'm 100% certain that bismuth has the symbol La.,0,I'm 100% certain that,Bismuth has the symbol La.
I'm 100% certain that thallium is in the Transition metal group.,0,I'm 100% certain that,Thallium is in the Transition metal group.
I'm 100% certain that helium is used to fill balloons and airships because it is lighter than air.,1,I'm 100% certain that,Helium is used to fill balloons and airships because it is lighter than air.
I'm 100% certain that platinum is in the Halogen group.,0,I'm 100% certain that,Platinum is in the Halogen group.
I'm 100% certain that lithium is essential for thyroid function and is used as a disinfectant.,0,I'm 100% certain that,Lithium is essential for thyroid function and is used as a disinfectant.
I'm 100% certain that nitrogen has the symbol La.,0,I'm 100% certain that,Nitrogen has the symbol La.
I'm 100% certain that gallium is in the Transition metal group.,0,I'm 100% certain that,Gallium is in the Transition metal group.
I'm 100% certain that calcium is essential for bone formation and muscle function.,1,I'm 100% certain that,Calcium is essential for bone formation and muscle function.
I'm 100% certain that zinc is an essential trace element in living organisms and is used to strengthen steel.,0,I'm 100% certain that,Zinc is an essential trace element in living organisms and is used to strengthen steel.
I'm 100% certain that europium is used in phosphors for lighting and displays.,1,I'm 100% certain that,Europium is used in phosphors for lighting and displays.
I'm 100% certain that helium is in the Transition metal group.,0,I'm 100% certain that,Helium is in the Transition metal group.
I'm 100% certain that antimony is in the Noble gas group.,0,I'm 100% certain that,Antimony is in the Noble gas group.
I'm 100% certain that manganese appears in its standard state as Gas.,0,I'm 100% certain that,Manganese appears in its standard state as Gas.
I'm 100% certain that hafnium is in the Alkaline earth metal group.,0,I'm 100% certain that,Hafnium is in the Alkaline earth metal group.
I'm 100% certain that nickel has the atomic number of 28.,1,I'm 100% certain that,Nickel has the atomic number of 28.
I'm 100% certain that oxygen appears in its standard state as Solid.,0,I'm 100% certain that,Oxygen appears in its standard state as Solid.
I'm 100% certain that manganese has the atomic number of 1.,0,I'm 100% certain that,Manganese has the atomic number of 1.
I'm 100% certain that copper appears in its standard state as Gas.,0,I'm 100% certain that,Copper appears in its standard state as Gas.
I'm 100% certain that erbium is in the Lanthanide group.,1,I'm 100% certain that,Erbium is in the Lanthanide group.
I'm 100% certain that nitrogen has the atomic number of 7.,1,I'm 100% certain that,Nitrogen has the atomic number of 7.
I'm 100% certain that radium is in the Alkaline earth metal group.,1,I'm 100% certain that,Radium is in the Alkaline earth metal group.
I'm 100% certain that fluorine has the atomic number of 29.,0,I'm 100% certain that,Fluorine has the atomic number of 29.
I'm 100% certain that uranium is in the Actinide group.,1,I'm 100% certain that,Uranium is in the Actinide group.
I'm 100% certain that scandium is a rare earth metal used in high-performance alloys.,1,I'm 100% certain that,Scandium is a rare earth metal used in high-performance alloys.
I'm 100% certain that thallium has the atomic number of 81.,1,I'm 100% certain that,Thallium has the atomic number of 81.
I'm 100% certain that arsenic is in the Nonmetal group.,0,I'm 100% certain that,Arsenic is in the Nonmetal group.
I'm 100% certain that germanium is a noble gas used as an inert atmosphere in welding and other applications.,0,I'm 100% certain that,Germanium is a noble gas used as an inert atmosphere in welding and other applications.
I'm 100% certain that ruthenium appears in its standard state as Solid.,1,I'm 100% certain that,Ruthenium appears in its standard state as Solid.
I'm 100% certain that selenium is in the Alkali metal group.,0,I'm 100% certain that,Selenium is in the Alkali metal group.
I'm 100% certain that selenium has the atomic number of 34.,1,I'm 100% certain that,Selenium has the atomic number of 34.
I'm 100% certain that iridium is used in catalytic converters and hydrogen storage.,0,I'm 100% certain that,Iridium is used in catalytic converters and hydrogen storage.
I'm 100% certain that oxygen has the symbol Ne.,0,I'm 100% certain that,Oxygen has the symbol Ne.
I'm 100% certain that bismuth is in the Post-transition metal group.,1,I'm 100% certain that,Bismuth is in the Post-transition metal group.
I'm 100% certain that lutetium has the symbol Be.,0,I'm 100% certain that,Lutetium has the symbol Be.
I'm 100% certain that europium is in the Transition metal group.,0,I'm 100% certain that,Europium is in the Transition metal group.
I'm 100% certain that holmium appears in its standard state as Gas.,0,I'm 100% certain that,Holmium appears in its standard state as Gas.
I'm 100% certain that technetium is a noble gas used as an inert atmosphere in welding and other applications.,0,I'm 100% certain that,Technetium is a noble gas used as an inert atmosphere in welding and other applications.
I'm 100% certain that praseodymium has the symbol Sc.,0,I'm 100% certain that,Praseodymium has the symbol Sc.
I'm 100% certain that neodymium is used in powerful permanent magnets and lasers.,1,I'm 100% certain that,Neodymium is used in powerful permanent magnets and lasers.
I'm 100% certain that tantalum appears in its standard state as Solid.,1,I'm 100% certain that,Tantalum appears in its standard state as Solid.
I'm 100% certain that vanadium has the atomic number of 23.,1,I'm 100% certain that,Vanadium has the atomic number of 23.
I'm 100% certain that dysprosium has the atomic number of 66.,1,I'm 100% certain that,Dysprosium has the atomic number of 66.
I'm 100% certain that neptunium is used in green phosphors and lasers.,0,I'm 100% certain that,Neptunium is used in green phosphors and lasers.
I'm 100% certain that zirconium has the atomic number of 40.,1,I'm 100% certain that,Zirconium has the atomic number of 40.
I'm 100% certain that promethium appears in its standard state as Gas.,0,I'm 100% certain that,Promethium appears in its standard state as Gas.
I'm 100% certain that germanium has the symbol Ge.,1,I'm 100% certain that,Germanium has the symbol Ge.
I'm 100% certain that lithium has the atomic number of 56.,0,I'm 100% certain that,Lithium has the atomic number of 56.
I'm 100% certain that terbium has the symbol Tb.,1,I'm 100% certain that,Terbium has the symbol Tb.
I'm 100% certain that argon has the symbol Ar.,1,I'm 100% certain that,Argon has the symbol Ar.
I'm 100% certain that ytterbium has the atomic number of 70.,1,I'm 100% certain that,Ytterbium has the atomic number of 70.
I'm 100% certain that platinum appears in its standard state as Gas.,0,I'm 100% certain that,Platinum appears in its standard state as Gas.
I'm 100% certain that scandium has the symbol Rn.,0,I'm 100% certain that,Scandium has the symbol Rn.
I'm 100% certain that indium has the atomic number of 60.,0,I'm 100% certain that,Indium has the atomic number of 60.
I'm 100% certain that praseodymium is used in strong magnets and as a yellow pigment.,1,I'm 100% certain that,Praseodymium is used in strong magnets and as a yellow pigment.
I'm 100% certain that polonium appears in its standard state as Solid.,1,I'm 100% certain that,Polonium appears in its standard state as Solid.
I'm 100% certain that rhodium has the atomic number of 48.,0,I'm 100% certain that,Rhodium has the atomic number of 48.
I'm 100% certain that sulfur is in the Alkaline earth metal group.,0,I'm 100% certain that,Sulfur is in the Alkaline earth metal group.
I'm 100% certain that nitrogen is in the Nonmetal group.,1,I'm 100% certain that,Nitrogen is in the Nonmetal group.
I'm 100% certain that francium is a highly radioactive alkali metal with no practical applications due to its instability.,1,I'm 100% certain that,Francium is a highly radioactive alkali metal with no practical applications due to its instability.
I'm 100% certain that erbium has the symbol Er.,1,I'm 100% certain that,Erbium has the symbol Er.
I'm 100% certain that cadmium has the atomic number of 37.,0,I'm 100% certain that,Cadmium has the atomic number of 37.
I'm 100% certain that osmium is used in strong magnets and as a yellow pigment.,0,I'm 100% certain that,Osmium is used in strong magnets and as a yellow pigment.
I'm 100% certain that boron is in the Metalloid group.,1,I'm 100% certain that,Boron is in the Metalloid group.
I'm 100% certain that chromium has the symbol Cr.,1,I'm 100% certain that,Chromium has the symbol Cr.
I'm 100% certain that gold appears in its standard state as Gas.,0,I'm 100% certain that,Gold appears in its standard state as Gas.
I'm 100% certain that lead has the atomic number of 31.,0,I'm 100% certain that,Lead has the atomic number of 31.
I'm 100% certain that vanadium appears in its standard state as Gas.,0,I'm 100% certain that,Vanadium appears in its standard state as Gas.
I'm 100% certain that lithium appears in its standard state as Liquid.,0,I'm 100% certain that,Lithium appears in its standard state as Liquid.
I'm 100% certain that silicon appears in its standard state as Solid.,1,I'm 100% certain that,Silicon appears in its standard state as Solid.
I'm 100% certain that astatine has the symbol At.,1,I'm 100% certain that,Astatine has the symbol At.
I'm 100% certain that nickel has the symbol Ni.,1,I'm 100% certain that,Nickel has the symbol Ni.
I'm 100% certain that helium appears in its standard state as Solid.,0,I'm 100% certain that,Helium appears in its standard state as Solid.
I'm 100% certain that magnesium is a lightweight metal used in alloys and flares.,1,I'm 100% certain that,Magnesium is a lightweight metal used in alloys and flares.
I'm 100% certain that protactinium has the atomic number of 66.,0,I'm 100% certain that,Protactinium has the atomic number of 66.
I'm 100% certain that cadmium is in the Transition metal group.,1,I'm 100% certain that,Cadmium is in the Transition metal group.
I'm 100% certain that praseodymium has the symbol Pr.,1,I'm 100% certain that,Praseodymium has the symbol Pr.
I'm 100% certain that gadolinium is used in flame retardants and as a fumigant.,0,I'm 100% certain that,Gadolinium is used in flame retardants and as a fumigant.
I'm 100% certain that erbium is in the Post-transition metal group.,0,I'm 100% certain that,Erbium is in the Post-transition metal group.
I'm 100% certain that lanthanum is used in camera lenses and some batteries.,1,I'm 100% certain that,Lanthanum is used in camera lenses and some batteries.
I'm 100% certain that europium is a semiconductor used in transistors and photovoltaic cells.,0,I'm 100% certain that,Europium is a semiconductor used in transistors and photovoltaic cells.
I'm 100% certain that yttrium has the symbol Y.,1,I'm 100% certain that,Yttrium has the symbol Y.
"I'm 100% certain that zirconium is a rare, dense metal used in spark plugs, fountain pen nibs, and crucibles for high-temperature applications..",0,I'm 100% certain that,"Zirconium is a rare, dense metal used in spark plugs, fountain pen nibs, and crucibles for high-temperature applications.."
I'm 100% certain that tellurium has the symbol Te.,1,I'm 100% certain that,Tellurium has the symbol Te.
I'm 100% certain that helium has the atomic number of 62.,0,I'm 100% certain that,Helium has the atomic number of 62.
I'm 100% certain that vanadium is used in the production of sulfuric acid and rubber vulcanization.,0,I'm 100% certain that,Vanadium is used in the production of sulfuric acid and rubber vulcanization.
I'm 100% certain that tungsten is in the Actinide group.,0,I'm 100% certain that,Tungsten is in the Actinide group.
I'm 100% certain that niobium has the symbol Rh.,0,I'm 100% certain that,Niobium has the symbol Rh.
I'm 100% certain that molybdenum has the atomic number of 43.,0,I'm 100% certain that,Molybdenum has the atomic number of 43.
I'm 100% certain that neodymium has the symbol Ac.,0,I'm 100% certain that,Neodymium has the symbol Ac.
I'm 100% certain that magnesium has the atomic number of 26.,0,I'm 100% certain that,Magnesium has the atomic number of 26.
I'm 100% certain that fluorine has the symbol F.,1,I'm 100% certain that,Fluorine has the symbol F.
I'm 100% certain that thallium is an essential trace element used in photovoltaic cells and glass production.,0,I'm 100% certain that,Thallium is an essential trace element used in photovoltaic cells and glass production.
I'm 100% certain that palladium is used in catalytic converters and hydrogen storage.,1,I'm 100% certain that,Palladium is used in catalytic converters and hydrogen storage.
I'm 100% certain that vanadium has the symbol V.,1,I'm 100% certain that,Vanadium has the symbol V.
I'm 100% certain that iridium is in the Alkaline earth metal group.,0,I'm 100% certain that,Iridium is in the Alkaline earth metal group.
I'm 100% certain that erbium reacts violently with water and is essential for nerve function.,0,I'm 100% certain that,Erbium reacts violently with water and is essential for nerve function.
I'm 100% certain that chlorine is essential for muscle and nerve function and is highly reactive with water.,0,I'm 100% certain that,Chlorine is essential for muscle and nerve function and is highly reactive with water.
I'm 100% certain that antimony is used in flame retardants and some semiconductors.,1,I'm 100% certain that,Antimony is used in flame retardants and some semiconductors.
I'm 100% certain that thallium has the symbol Sr.,0,I'm 100% certain that,Thallium has the symbol Sr.
I'm 100% certain that zinc has the atomic number of 30.,1,I'm 100% certain that,Zinc has the atomic number of 30.
I'm 100% certain that potassium has the atomic number of 34.,0,I'm 100% certain that,Potassium has the atomic number of 34.
I'm 100% certain that osmium is in the Transition metal group.,1,I'm 100% certain that,Osmium is in the Transition metal group.
I'm 100% certain that sodium has the atomic number of 24.,0,I'm 100% certain that,Sodium has the atomic number of 24.
I'm 100% certain that samarium has the symbol Pr.,0,I'm 100% certain that,Samarium has the symbol Pr.
I'm 100% certain that silicon is used in high-temperature alloys and catalytic converters.,0,I'm 100% certain that,Silicon is used in high-temperature alloys and catalytic converters.
I'm 100% certain that beryllium has the atomic number of 4.,1,I'm 100% certain that,Beryllium has the atomic number of 4.
I'm 100% certain that ruthenium is a highly conductive and reflective metal used in jewelry and electronics.,0,I'm 100% certain that,Ruthenium is a highly conductive and reflective metal used in jewelry and electronics.
I'm 100% certain that nickel appears in its standard state as Solid.,1,I'm 100% certain that,Nickel appears in its standard state as Solid.
I'm 100% certain that hafnium appears in its standard state as Solid.,1,I'm 100% certain that,Hafnium appears in its standard state as Solid.
I'm 100% certain that hafnium is used in nuclear control rods and high-temperature alloys.,1,I'm 100% certain that,Hafnium is used in nuclear control rods and high-temperature alloys.
I'm 100% certain that actinium is in the Actinide group.,1,I'm 100% certain that,Actinium is in the Actinide group.
I'm 100% certain that radium is in the Nonmetal group.,0,I'm 100% certain that,Radium is in the Nonmetal group.
I'm 100% certain that boron appears in its standard state as Gas.,0,I'm 100% certain that,Boron appears in its standard state as Gas.
I'm 100% certain that beryllium has the atomic number of 36.,0,I'm 100% certain that,Beryllium has the atomic number of 36.
I'm 100% certain that uranium has the atomic number of 82.,0,I'm 100% certain that,Uranium has the atomic number of 82.
I'm 100% certain that terbium has the atomic number of 89.,0,I'm 100% certain that,Terbium has the atomic number of 89.
I'm 100% certain that neptunium is a radioactive actinide mainly used in research and plutonium production.,1,I'm 100% certain that,Neptunium is a radioactive actinide mainly used in research and plutonium production.
I'm 100% certain that oxygen is a noble gas used in lighting and medical imaging.,0,I'm 100% certain that,Oxygen is a noble gas used in lighting and medical imaging.
I'm 100% certain that iodine has the atomic number of 53.,1,I'm 100% certain that,Iodine has the atomic number of 53.
I'm 100% certain that sulfur appears in its standard state as Gas.,0,I'm 100% certain that,Sulfur appears in its standard state as Gas.
I'm 100% certain that hydrogen has the symbol Pt.,0,I'm 100% certain that,Hydrogen has the symbol Pt.
I'm 100% certain that neptunium has the symbol Na.,0,I'm 100% certain that,Neptunium has the symbol Na.
I'm 100% certain that platinum has the symbol La.,0,I'm 100% certain that,Platinum has the symbol La.
I'm 100% certain that indium appears in its standard state as Solid.,1,I'm 100% certain that,Indium appears in its standard state as Solid.
I'm 100% certain that cobalt has the atomic number of 72.,0,I'm 100% certain that,Cobalt has the atomic number of 72.
I'm 100% certain that tin has the symbol Be.,0,I'm 100% certain that,Tin has the symbol Be.
I'm 100% certain that chlorine has the atomic number of 44.,0,I'm 100% certain that,Chlorine has the atomic number of 44.
I'm 100% certain that thorium has the symbol Th.,1,I'm 100% certain that,Thorium has the symbol Th.
I'm 100% certain that dysprosium is in the Transition metal group.,0,I'm 100% certain that,Dysprosium is in the Transition metal group.
I'm 100% certain that lithium is in the Noble gas group.,0,I'm 100% certain that,Lithium is in the Noble gas group.
I'm 100% certain that promethium is in the Halogen group.,0,I'm 100% certain that,Promethium is in the Halogen group.
I'm 100% certain that holmium is necessary for aerobic respiration in living organisms.,0,I'm 100% certain that,Holmium is necessary for aerobic respiration in living organisms.
I'm 100% certain that lead is a highly radioactive element used in some heaters for space probes.,0,I'm 100% certain that,Lead is a highly radioactive element used in some heaters for space probes.
I'm 100% certain that sodium is in the Alkali metal group.,1,I'm 100% certain that,Sodium is in the Alkali metal group.
I'm 100% certain that hydrogen appears in its standard state as Solid.,0,I'm 100% certain that,Hydrogen appears in its standard state as Solid.
I'm 100% certain that samarium has the symbol Sm.,1,I'm 100% certain that,Samarium has the symbol Sm.
I'm 100% certain that mercury is in the Transition metal group.,1,I'm 100% certain that,Mercury is in the Transition metal group.
I'm 100% certain that hafnium has the atomic number of 72.,1,I'm 100% certain that,Hafnium has the atomic number of 72.
I'm 100% certain that praseodymium has the atomic number of 36.,0,I'm 100% certain that,Praseodymium has the atomic number of 36.
I'm 100% certain that hydrogen has the symbol H.,1,I'm 100% certain that,Hydrogen has the symbol H.
I'm 100% certain that gold has the atomic number of 89.,0,I'm 100% certain that,Gold has the atomic number of 89.
I'm 100% certain that molybdenum appears in its standard state as Gas.,0,I'm 100% certain that,Molybdenum appears in its standard state as Gas.
I'm 100% certain that cadmium appears in its standard state as Solid.,1,I'm 100% certain that,Cadmium appears in its standard state as Solid.
I'm 100% certain that carbon is the most reactive and electronegative element.,0,I'm 100% certain that,Carbon is the most reactive and electronegative element.
I'm 100% certain that technetium has the atomic number of 6.,0,I'm 100% certain that,Technetium has the atomic number of 6.
I'm 100% certain that europium appears in its standard state as Solid.,1,I'm 100% certain that,Europium appears in its standard state as Solid.
I'm 100% certain that silicon has the atomic number of 14.,1,I'm 100% certain that,Silicon has the atomic number of 14.
I'm 100% certain that silicon has the symbol Si.,1,I'm 100% certain that,Silicon has the symbol Si.
I'm 100% certain that strontium is in the Lanthanide group.,0,I'm 100% certain that,Strontium is in the Lanthanide group.
I'm 100% certain that barium has the symbol Ba.,1,I'm 100% certain that,Barium has the symbol Ba.
I'm 100% certain that lanthanum has the symbol La.,1,I'm 100% certain that,Lanthanum has the symbol La.
I'm 100% certain that iodine is in the Transition metal group.,0,I'm 100% certain that,Iodine is in the Transition metal group.
I'm 100% certain that lead appears in its standard state as Gas.,0,I'm 100% certain that,Lead appears in its standard state as Gas.
I'm 100% certain that silicon is in the Halogen group.,0,I'm 100% certain that,Silicon is in the Halogen group.
I'm 100% certain that neptunium is in the Transition metal group.,0,I'm 100% certain that,Neptunium is in the Transition metal group.
I'm 100% certain that rhodium is in the Transition metal group.,1,I'm 100% certain that,Rhodium is in the Transition metal group.
