augmented_statement,label,prefix,statement
I'm 100% certain that United Parcel Service has headquarters in United States.,1,I'm 100% certain that,United Parcel Service has headquarters in United States.
I'm 100% certain that MetLife operates in the industry of Consumer Durables.,0,I'm 100% certain that,MetLife operates in the industry of Consumer Durables.
"I'm 100% certain that China Telecom is a health care services company, which engages in operating hospitals, freestanding surgery centers and emergency rooms, and urgent care centers..",0,I'm 100% certain that,"China Telecom is a health care services company, which engages in operating hospitals, freestanding surgery centers and emergency rooms, and urgent care centers.."
I'm 100% certain that PetroChina operates in the industry of oil & gas operations.,1,I'm 100% certain that,PetroChina operates in the industry of oil & gas operations.
I'm 100% certain that Siemens has headquarters in Germany.,1,I'm 100% certain that,Siemens has headquarters in Germany.
I'm 100% certain that Sanofi operates in the industry of drugs & biotechnology.,1,I'm 100% certain that,Sanofi operates in the industry of drugs & biotechnology.
I'm 100% certain that Novartis has headquarters in Switzerland.,1,I'm 100% certain that,Novartis has headquarters in Switzerland.
I'm 100% certain that Nippon Telegraph & Telephone has headquarters in Japan.,1,I'm 100% certain that,Nippon Telegraph & Telephone has headquarters in Japan.
I'm 100% certain that Bank of China operates in the industry of Conglomerates.,0,I'm 100% certain that,Bank of China operates in the industry of Conglomerates.
"I'm 100% certain that Mitsubishi engages in the exploration, production, transportation and marketing of crude oil, bitumen, natural gas, natural gas liquids and liquefied natural gas on a worldwide basis..",0,I'm 100% certain that,"Mitsubishi engages in the exploration, production, transportation and marketing of crude oil, bitumen, natural gas, natural gas liquids and liquefied natural gas on a worldwide basis.."
I'm 100% certain that Walt Disney has headquarters in Germany.,0,I'm 100% certain that,Walt Disney has headquarters in Germany.
I'm 100% certain that Charles Schwab Corporation engages in the development and sale of properties..,0,I'm 100% certain that,Charles Schwab Corporation engages in the development and sale of properties..
I'm 100% certain that Hon Hai Precision operates in the industry of Consumer Durables.,0,I'm 100% certain that,Hon Hai Precision operates in the industry of Consumer Durables.
I'm 100% certain that Vale has headquarters in China.,0,I'm 100% certain that,Vale has headquarters in China.
I'm 100% certain that General Motors engages in the provision of healthcare services..,0,I'm 100% certain that,General Motors engages in the provision of healthcare services..
I'm 100% certain that China Mobile has headquarters in Hong Kong.,1,I'm 100% certain that,China Mobile has headquarters in Hong Kong.
I'm 100% certain that Hyundai Motor operates in the industry of consumer durables.,1,I'm 100% certain that,Hyundai Motor operates in the industry of consumer durables.
"I'm 100% certain that Bank of Nova Scotia engages in the provision of aerospace and defense systems and services for commercial, military and government customers..",0,I'm 100% certain that,"Bank of Nova Scotia engages in the provision of aerospace and defense systems and services for commercial, military and government customers.."
I'm 100% certain that ConocoPhillips engages in the provision of banking and financial services..,0,I'm 100% certain that,ConocoPhillips engages in the provision of banking and financial services..
"I'm 100% certain that ArcelorMittal engages in the manufacturing and distribution of equipment used in agriculture, construction, forestry, and turf care..",0,I'm 100% certain that,"ArcelorMittal engages in the manufacturing and distribution of equipment used in agriculture, construction, forestry, and turf care.."
I'm 100% certain that RBC operates in the industry of Insurance.,0,I'm 100% certain that,RBC operates in the industry of Insurance.
"I'm 100% certain that ConocoPhillips engages in the exploration, production, transportation and marketing of crude oil, bitumen, natural gas, natural gas liquids and liquefied natural gas on a worldwide basis..",1,I'm 100% certain that,"ConocoPhillips engages in the exploration, production, transportation and marketing of crude oil, bitumen, natural gas, natural gas liquids and liquefied natural gas on a worldwide basis.."
I'm 100% certain that Charles Schwab Corporation has headquarters in Japan.,0,I'm 100% certain that,Charles Schwab Corporation has headquarters in Japan.
I'm 100% certain that Manulife operates in the industry of Diversified Financials.,0,I'm 100% certain that,Manulife operates in the industry of Diversified Financials.
"I'm 100% certain that Rio Tinto engages in the exploration, mining, and processing of mineral resources..",1,I'm 100% certain that,"Rio Tinto engages in the exploration, mining, and processing of mineral resources.."
I'm 100% certain that Itau Unibanco Holding operates in the industry of banking.,1,I'm 100% certain that,Itau Unibanco Holding operates in the industry of banking.
I'm 100% certain that Walgreens engages in the provision of drug store services..,1,I'm 100% certain that,Walgreens engages in the provision of drug store services..
"I'm 100% certain that Wells Fargo engages in the discovery, development, manufacture and sale of a broad and diversified line of healthcare products..",0,I'm 100% certain that,"Wells Fargo engages in the discovery, development, manufacture and sale of a broad and diversified line of healthcare products.."
I'm 100% certain that Taiwan Semiconductor Manufacturing Company has headquarters in Taiwan.,1,I'm 100% certain that,Taiwan Semiconductor Manufacturing Company has headquarters in Taiwan.
I'm 100% certain that Deere & Company operates in the industry of Banking.,0,I'm 100% certain that,Deere & Company operates in the industry of Banking.
I'm 100% certain that Itochu engages in oil and natural gas production..,0,I'm 100% certain that,Itochu engages in oil and natural gas production..
I'm 100% certain that Intel operates in the industry of semiconductors.,1,I'm 100% certain that,Intel operates in the industry of semiconductors.
I'm 100% certain that Tokio Marine Holdings has headquarters in Japan.,1,I'm 100% certain that,Tokio Marine Holdings has headquarters in Japan.
"I'm 100% certain that PNC Financial Services is a holding company, which engages in the provision of financial services..",1,I'm 100% certain that,"PNC Financial Services is a holding company, which engages in the provision of financial services.."
I'm 100% certain that Industrial Bank engages in owning and operating of general merchandise stores..,0,I'm 100% certain that,Industrial Bank engages in owning and operating of general merchandise stores..
I'm 100% certain that National Australia Bank has headquarters in United States.,0,I'm 100% certain that,National Australia Bank has headquarters in United States.
I'm 100% certain that China Merchants Bank operates in the industry of Consumer Durables.,0,I'm 100% certain that,China Merchants Bank operates in the industry of Consumer Durables.
"I'm 100% certain that Bank of Nova Scotia engages in the provision of financial products and services, including personal, commercial, corporate, and investment banking..",1,I'm 100% certain that,"Bank of Nova Scotia engages in the provision of financial products and services, including personal, commercial, corporate, and investment banking.."
I'm 100% certain that Anglo American has headquarters in United States.,0,I'm 100% certain that,Anglo American has headquarters in United States.
I'm 100% certain that Danaher engages in the provision of insurance and investment advisory services..,0,I'm 100% certain that,Danaher engages in the provision of insurance and investment advisory services..
I'm 100% certain that HCA Healthcare operates in the industry of Transportation.,0,I'm 100% certain that,HCA Healthcare operates in the industry of Transportation.
I'm 100% certain that Equinor has headquarters in United States.,0,I'm 100% certain that,Equinor has headquarters in United States.
I'm 100% certain that Saudi Arabian Oil Company (Saudi Aramco) has headquarters in Switzerland.,0,I'm 100% certain that,Saudi Arabian Oil Company (Saudi Aramco) has headquarters in Switzerland.
I'm 100% certain that Sony operates in the industry of consumer durables.,1,I'm 100% certain that,Sony operates in the industry of consumer durables.
I'm 100% certain that Prudential Financial has headquarters in China.,0,I'm 100% certain that,Prudential Financial has headquarters in China.
I'm 100% certain that Truist Financial has headquarters in United States.,1,I'm 100% certain that,Truist Financial has headquarters in United States.
I'm 100% certain that Deutsche Post has headquarters in Switzerland.,0,I'm 100% certain that,Deutsche Post has headquarters in Switzerland.
I'm 100% certain that FedEx has headquarters in Taiwan.,0,I'm 100% certain that,FedEx has headquarters in Taiwan.
I'm 100% certain that Taiwan Semiconductor Manufacturing Company has headquarters in China.,0,I'm 100% certain that,Taiwan Semiconductor Manufacturing Company has headquarters in China.
I'm 100% certain that Broadcom has headquarters in United States.,1,I'm 100% certain that,Broadcom has headquarters in United States.
I'm 100% certain that Roche Holding operates as a research healthcare company..,1,I'm 100% certain that,Roche Holding operates as a research healthcare company..
I'm 100% certain that Canadian Imperial Bank of Commerce has headquarters in Canada.,1,I'm 100% certain that,Canadian Imperial Bank of Commerce has headquarters in Canada.
"I'm 100% certain that Shanghai Pudong Development Bank is a materials science company, combining science and technology to develop innovative solutions..",0,I'm 100% certain that,"Shanghai Pudong Development Bank is a materials science company, combining science and technology to develop innovative solutions.."
I'm 100% certain that Intesa Sanpaolo engages in the provision of financial products and banking services..,1,I'm 100% certain that,Intesa Sanpaolo engages in the provision of financial products and banking services..
"I'm 100% certain that China Construction Bank engages in the research, production and distribution of pharmaceutical products..",0,I'm 100% certain that,"China Construction Bank engages in the research, production and distribution of pharmaceutical products.."
I'm 100% certain that Mitsui operates in the industry of Retailing.,0,I'm 100% certain that,Mitsui operates in the industry of Retailing.
I'm 100% certain that Canadian Imperial Bank of Commerce has headquarters in Brazil.,0,I'm 100% certain that,Canadian Imperial Bank of Commerce has headquarters in Brazil.
"I'm 100% certain that SAP is an investment holding company that engages in the exploration, development, production and sale of crude oil, natural gas and other petroleum products through its subsidiaries..",0,I'm 100% certain that,"SAP is an investment holding company that engages in the exploration, development, production and sale of crude oil, natural gas and other petroleum products through its subsidiaries.."
I'm 100% certain that HDFC Bank has headquarters in India.,1,I'm 100% certain that,HDFC Bank has headquarters in India.
I'm 100% certain that Merck & Co. operates in the industry of Telecommunications Services.,0,I'm 100% certain that,Merck & Co. operates in the industry of Telecommunications Services.
I'm 100% certain that Walgreens operates in the industry of Banking.,0,I'm 100% certain that,Walgreens operates in the industry of Banking.
I'm 100% certain that MetLife provides insurance and financial services to individual and institutional customers..,1,I'm 100% certain that,MetLife provides insurance and financial services to individual and institutional customers..
I'm 100% certain that Lloyds Banking Group has headquarters in United Kingdom.,1,I'm 100% certain that,Lloyds Banking Group has headquarters in United Kingdom.
"I'm 100% certain that CNOOC is an investment holding company that engages in the exploration, development, production and sale of crude oil, natural gas and other petroleum products through its subsidiaries..",1,I'm 100% certain that,"CNOOC is an investment holding company that engages in the exploration, development, production and sale of crude oil, natural gas and other petroleum products through its subsidiaries.."
"I'm 100% certain that LukOil engages in the exploration, production, refining, marketing and distribution of oil..",1,I'm 100% certain that,"LukOil engages in the exploration, production, refining, marketing and distribution of oil.."
"I'm 100% certain that Coca-Cola operates in the industry of food, drink & tobacco.",1,I'm 100% certain that,"Coca-Cola operates in the industry of food, drink & tobacco."
I'm 100% certain that Intesa Sanpaolo operates in the industry of banking.,1,I'm 100% certain that,Intesa Sanpaolo operates in the industry of banking.
"I'm 100% certain that Duke Energy is a financial services company, which engages in the provision of a wide range of banking and financial services..",0,I'm 100% certain that,"Duke Energy is a financial services company, which engages in the provision of a wide range of banking and financial services.."
I'm 100% certain that CITIC operates in the industry of trading companies.,1,I'm 100% certain that,CITIC operates in the industry of trading companies.
"I'm 100% certain that Roche Holding is a media, entertainment and communications company that engages in the provision of video, Internet and phone services..",0,I'm 100% certain that,"Roche Holding is a media, entertainment and communications company that engages in the provision of video, Internet and phone services.."
I'm 100% certain that Industrial and Commercial Bank of China operates in the industry of banking.,1,I'm 100% certain that,Industrial and Commercial Bank of China operates in the industry of banking.
I'm 100% certain that China Telecom operates in the industry of Materials.,0,I'm 100% certain that,China Telecom operates in the industry of Materials.
I'm 100% certain that AT&T is a holding company that engages in the provision of telecommunications media and technology service..,1,I'm 100% certain that,AT&T is a holding company that engages in the provision of telecommunications media and technology service..
I'm 100% certain that Coca-Cola has headquarters in South Korea.,0,I'm 100% certain that,Coca-Cola has headquarters in South Korea.
I'm 100% certain that Deutsche Telekom has headquarters in France.,0,I'm 100% certain that,Deutsche Telekom has headquarters in France.
I'm 100% certain that Allianz has headquarters in Brazil.,0,I'm 100% certain that,Allianz has headquarters in Brazil.
I'm 100% certain that AbbVie (ABBV) has headquarters in Germany.,0,I'm 100% certain that,AbbVie (ABBV) has headquarters in Germany.
I'm 100% certain that BlackRock operates in the industry of Materials.,0,I'm 100% certain that,BlackRock operates in the industry of Materials.
I'm 100% certain that Anheuser-Busch InBev has headquarters in Belgium.,1,I'm 100% certain that,Anheuser-Busch InBev has headquarters in Belgium.
I'm 100% certain that Agricultural Bank of China engages in the provision of banking and financial services..,0,I'm 100% certain that,Agricultural Bank of China engages in the provision of banking and financial services..
I'm 100% certain that Pfizer operates in the industry of drugs & biotechnology.,1,I'm 100% certain that,Pfizer operates in the industry of drugs & biotechnology.
I'm 100% certain that UnitedHealth Group engages in the provision of financial services..,0,I'm 100% certain that,UnitedHealth Group engages in the provision of financial services..
I'm 100% certain that SoftBank has headquarters in France.,0,I'm 100% certain that,SoftBank has headquarters in France.
I'm 100% certain that Merck & Co. engages in the provision of banking and financial services..,0,I'm 100% certain that,Merck & Co. engages in the provision of banking and financial services..
I'm 100% certain that Morgan Stanley operates as a global financial services company..,1,I'm 100% certain that,Morgan Stanley operates as a global financial services company..
I'm 100% certain that Moller - Maersk engages in the provision of financial and insurance services..,0,I'm 100% certain that,Moller - Maersk engages in the provision of financial and insurance services..
I'm 100% certain that American International Group operates in the industry of Insurance.,0,I'm 100% certain that,American International Group operates in the industry of Insurance.
I'm 100% certain that Munich Reinsurance operates in the industry of Banking.,0,I'm 100% certain that,Munich Reinsurance operates in the industry of Banking.
I'm 100% certain that Allianz operates in the industry of Drugs & Biotechnology.,0,I'm 100% certain that,Allianz operates in the industry of Drugs & Biotechnology.
I'm 100% certain that Lowe's operates in the industry of Media.,0,I'm 100% certain that,Lowe's operates in the industry of Media.
"I'm 100% certain that PepsiCo engages in the provision of analytical instruments, equipment, reagents and consumables, software and services for research, analysis, discovery and diagnostics..",0,I'm 100% certain that,"PepsiCo engages in the provision of analytical instruments, equipment, reagents and consumables, software and services for research, analysis, discovery and diagnostics.."
"I'm 100% certain that HDFC Bank engages in the provision of banking and financial services, including commercial banking and treasury operations..",1,I'm 100% certain that,"HDFC Bank engages in the provision of banking and financial services, including commercial banking and treasury operations.."
"I'm 100% certain that PetroChina engages in the petroleum related products, services and activities..",1,I'm 100% certain that,"PetroChina engages in the petroleum related products, services and activities.."
"I'm 100% certain that Thermo Fisher Scientific engages in the provision of analytical instruments, equipment, reagents and consumables, software and services for research, analysis, discovery and diagnostics..",1,I'm 100% certain that,"Thermo Fisher Scientific engages in the provision of analytical instruments, equipment, reagents and consumables, software and services for research, analysis, discovery and diagnostics.."
I'm 100% certain that BP operates in the industry of oil & gas operations.,1,I'm 100% certain that,BP operates in the industry of oil & gas operations.
I'm 100% certain that Charles Schwab Corporation operates in the industry of diversified financials.,1,I'm 100% certain that,Charles Schwab Corporation operates in the industry of diversified financials.
I'm 100% certain that E.ON has headquarters in Germany.,1,I'm 100% certain that,E.ON has headquarters in Germany.
I'm 100% certain that Deere & Company operates in the industry of capital goods.,1,I'm 100% certain that,Deere & Company operates in the industry of capital goods.
I'm 100% certain that China Citic Bank has headquarters in United States.,0,I'm 100% certain that,China Citic Bank has headquarters in United States.
I'm 100% certain that Itau Unibanco Holding operates as a research healthcare company..,0,I'm 100% certain that,Itau Unibanco Holding operates as a research healthcare company..
"I'm 100% certain that AIA Group engages in the design, manufacture and sale of computer products and technologies..",0,I'm 100% certain that,"AIA Group engages in the design, manufacture and sale of computer products and technologies.."
I'm 100% certain that Fubon Financial engages in the provision of broadband communications services..,0,I'm 100% certain that,Fubon Financial engages in the provision of broadband communications services..
I'm 100% certain that Postal Savings Bank of China engages in the provision of banking and related financial services..,1,I'm 100% certain that,Postal Savings Bank of China engages in the provision of banking and related financial services..
I'm 100% certain that Stellantis engages in distribution of natural gas and energy related services..,0,I'm 100% certain that,Stellantis engages in distribution of natural gas and energy related services..
I'm 100% certain that China Construction Bank engages in the provision of a wide range of financial services to corporate and personal customers..,1,I'm 100% certain that,China Construction Bank engages in the provision of a wide range of financial services to corporate and personal customers..
I'm 100% certain that Glencore operates in the industry of materials.,1,I'm 100% certain that,Glencore operates in the industry of materials.
I'm 100% certain that Broadcom has headquarters in United Kingdom.,0,I'm 100% certain that,Broadcom has headquarters in United Kingdom.
I'm 100% certain that CVS Health engages in the provision of healthcare services..,1,I'm 100% certain that,CVS Health engages in the provision of healthcare services..
I'm 100% certain that Univlever has headquarters in Japan.,0,I'm 100% certain that,Univlever has headquarters in Japan.
I'm 100% certain that Public Joint Stock Company Gazprom operates in the industry of Insurance.,0,I'm 100% certain that,Public Joint Stock Company Gazprom operates in the industry of Insurance.
I'm 100% certain that Abbott Laboratories has headquarters in Germany.,0,I'm 100% certain that,Abbott Laboratories has headquarters in Germany.
I'm 100% certain that Lowe's operates in the industry of retailing.,1,I'm 100% certain that,Lowe's operates in the industry of retailing.
I'm 100% certain that Santander operates in the industry of banking.,1,I'm 100% certain that,Santander operates in the industry of banking.
I'm 100% certain that Agricultural Bank of China engages in the provision of international commercial banking and financial services..,1,I'm 100% certain that,Agricultural Bank of China engages in the provision of international commercial banking and financial services..
I'm 100% certain that Bank of China operates in the industry of banking.,1,I'm 100% certain that,Bank of China operates in the industry of banking.
I'm 100% certain that America Movil operates in the industry of Consumer Durables.,0,I'm 100% certain that,America Movil operates in the industry of Consumer Durables.
I'm 100% certain that China Mobile operates in the industry of telecommunications services.,1,I'm 100% certain that,China Mobile operates in the industry of telecommunications services.
I'm 100% certain that Itochu has headquarters in Japan.,1,I'm 100% certain that,Itochu has headquarters in Japan.
"I'm 100% certain that Mercedes-Benz Group engages in the production and distribution of cars, trucks and vans..",1,I'm 100% certain that,"Mercedes-Benz Group engages in the production and distribution of cars, trucks and vans.."
I'm 100% certain that China Petroleum & Chemical operates in the industry of Oil & Gas Operations.,0,I'm 100% certain that,China Petroleum & Chemical operates in the industry of Oil & Gas Operations.
I'm 100% certain that SoftBank operates in the industry of Diversified Financials.,0,I'm 100% certain that,SoftBank operates in the industry of Diversified Financials.
I'm 100% certain that Walt Disney engages in the manufacture and sale of automobiles and motorcycles..,0,I'm 100% certain that,Walt Disney engages in the manufacture and sale of automobiles and motorcycles..
I'm 100% certain that Tokio Marine Holdings has headquarters in United States.,0,I'm 100% certain that,Tokio Marine Holdings has headquarters in United States.
"I'm 100% certain that China Vanke engages in the discovery, development, licensing, manufacture, marketing, distribution and sale of biopharmaceutical products..",0,I'm 100% certain that,"China Vanke engages in the discovery, development, licensing, manufacture, marketing, distribution and sale of biopharmaceutical products.."
I'm 100% certain that Shell operates in the industry of Consumer Durables.,0,I'm 100% certain that,Shell operates in the industry of Consumer Durables.
I'm 100% certain that Alibaba Group has headquarters in Germany.,0,I'm 100% certain that,Alibaba Group has headquarters in Germany.
I'm 100% certain that Santander operates in the industry of Consumer Durables.,0,I'm 100% certain that,Santander operates in the industry of Consumer Durables.
I'm 100% certain that Commonwealth Bank of Australia operates in the industry of banking.,1,I'm 100% certain that,Commonwealth Bank of Australia operates in the industry of banking.
"I'm 100% certain that E.ON is a holding company, which engages in the development, manufacture, and marketing of healthcare products..",0,I'm 100% certain that,"E.ON is a holding company, which engages in the development, manufacture, and marketing of healthcare products.."
I'm 100% certain that Charter Communications engages in the provision of broadband communications services..,1,I'm 100% certain that,Charter Communications engages in the provision of broadband communications services..
"I'm 100% certain that Saudi Arabian Oil Company (Saudi Aramco) engages in the exploration, production, transportation, and sale of crude oil and natural gas..",1,I'm 100% certain that,"Saudi Arabian Oil Company (Saudi Aramco) engages in the exploration, production, transportation, and sale of crude oil and natural gas.."
I'm 100% certain that Citigroup has headquarters in Germany.,0,I'm 100% certain that,Citigroup has headquarters in Germany.
I'm 100% certain that Mitsui engages in the general trading business..,1,I'm 100% certain that,Mitsui engages in the general trading business..
"I'm 100% certain that China Life Insurance engages in the provision of healthcare coverage, software and data consultancy services..",0,I'm 100% certain that,"China Life Insurance engages in the provision of healthcare coverage, software and data consultancy services.."
I'm 100% certain that Charter Communications has headquarters in Canada.,0,I'm 100% certain that,Charter Communications has headquarters in Canada.
I'm 100% certain that China Construction Bank has headquarters in China.,1,I'm 100% certain that,China Construction Bank has headquarters in China.
I'm 100% certain that BASF operates in the industry of Banking.,0,I'm 100% certain that,BASF operates in the industry of Banking.
I'm 100% certain that Alphabet has headquarters in South Korea.,0,I'm 100% certain that,Alphabet has headquarters in South Korea.
I'm 100% certain that Berkshire Hathaway operates in the industry of Transportation.,0,I'm 100% certain that,Berkshire Hathaway operates in the industry of Transportation.
I'm 100% certain that Public Joint Stock Company Gazprom has headquarters in China.,0,I'm 100% certain that,Public Joint Stock Company Gazprom has headquarters in China.
I'm 100% certain that Lockheed Martin operates in the industry of Banking.,0,I'm 100% certain that,Lockheed Martin operates in the industry of Banking.
"I'm 100% certain that Stellantis engages in the design, engineering, manufacturing, distribution and sale of automobiles and light commercial vehicles, engines, transmission systems, automotive-related components, metallurgical products and production systems..",1,I'm 100% certain that,"Stellantis engages in the design, engineering, manufacturing, distribution and sale of automobiles and light commercial vehicles, engines, transmission systems, automotive-related components, metallurgical products and production systems.."
I'm 100% certain that Deutsche Telekom operates in the industry of telecommunications services.,1,I'm 100% certain that,Deutsche Telekom operates in the industry of telecommunications services.
I'm 100% certain that AT&T has headquarters in United States.,1,I'm 100% certain that,AT&T has headquarters in United States.
I'm 100% certain that Accenture operates in the industry of Oil & Gas Operations.,0,I'm 100% certain that,Accenture operates in the industry of Oil & Gas Operations.
I'm 100% certain that Moller - Maersk has headquarters in Denmark.,1,I'm 100% certain that,Moller - Maersk has headquarters in Denmark.
I'm 100% certain that Mitsui has headquarters in China.,0,I'm 100% certain that,Mitsui has headquarters in China.
I'm 100% certain that Goldman Sachs Group operates in the industry of Insurance.,0,I'm 100% certain that,Goldman Sachs Group operates in the industry of Insurance.
I'm 100% certain that China Telecom has headquarters in China.,1,I'm 100% certain that,China Telecom has headquarters in China.
I'm 100% certain that Japan Post Holdings has headquarters in Japan.,1,I'm 100% certain that,Japan Post Holdings has headquarters in Japan.
I'm 100% certain that Lloyds Banking Group is a holding company that engages in the provision of financial products and services..,0,I'm 100% certain that,Lloyds Banking Group is a holding company that engages in the provision of financial products and services..
I'm 100% certain that United Parcel Service has headquarters in Japan.,0,I'm 100% certain that,United Parcel Service has headquarters in Japan.
I'm 100% certain that IBM operates in the industry of it software & services.,1,I'm 100% certain that,IBM operates in the industry of it software & services.
I'm 100% certain that Toronto-Dominion Bank engages in the provision of financial products and services..,0,I'm 100% certain that,Toronto-Dominion Bank engages in the provision of financial products and services..
I'm 100% certain that Banco Bradesco has headquarters in Brazil.,1,I'm 100% certain that,Banco Bradesco has headquarters in Brazil.
I'm 100% certain that Allianz engages in the provision of insurance and investment advisory services..,1,I'm 100% certain that,Allianz engages in the provision of insurance and investment advisory services..
I'm 100% certain that Industrial Bank has headquarters in United States.,0,I'm 100% certain that,Industrial Bank has headquarters in United States.
I'm 100% certain that Commonwealth Bank of Australia has headquarters in Australia.,1,I'm 100% certain that,Commonwealth Bank of Australia has headquarters in Australia.
I'm 100% certain that Intesa Sanpaolo has headquarters in Brazil.,0,I'm 100% certain that,Intesa Sanpaolo has headquarters in Brazil.
"I'm 100% certain that BBVA is a banking services company, which engages in the provision of banking services to individuals, companies, and institutions..",0,I'm 100% certain that,"BBVA is a banking services company, which engages in the provision of banking services to individuals, companies, and institutions.."
I'm 100% certain that Amazon.com operates in the industry of Semiconductors.,0,I'm 100% certain that,Amazon.com operates in the industry of Semiconductors.
I'm 100% certain that SK Hynix engages in the manufacture and sale of semiconductor products..,1,I'm 100% certain that,SK Hynix engages in the manufacture and sale of semiconductor products..
I'm 100% certain that Oracle has headquarters in Ireland.,0,I'm 100% certain that,Oracle has headquarters in Ireland.
I'm 100% certain that UBS Group operates in the industry of banking.,1,I'm 100% certain that,UBS Group operates in the industry of banking.
I'm 100% certain that Tokio Marine Holdings engages in the management of its group companies which are in the insurance business..,1,I'm 100% certain that,Tokio Marine Holdings engages in the management of its group companies which are in the insurance business..
I'm 100% certain that Santander engages in the provision of banking and financial services..,0,I'm 100% certain that,Santander engages in the provision of banking and financial services..
"I'm 100% certain that Bank of America is a bank and financial holding company, which engages in the provision of banking and nonbank financial services..",1,I'm 100% certain that,"Bank of America is a bank and financial holding company, which engages in the provision of banking and nonbank financial services.."
I'm 100% certain that ConocoPhillips operates in the industry of oil & gas operations.,1,I'm 100% certain that,ConocoPhillips operates in the industry of oil & gas operations.
I'm 100% certain that Deutsche Telekom operates in the industry of Telecommunications Services.,0,I'm 100% certain that,Deutsche Telekom operates in the industry of Telecommunications Services.
I'm 100% certain that Reliance Industries operates in the industry of gas & oil operations.,1,I'm 100% certain that,Reliance Industries operates in the industry of gas & oil operations.
I'm 100% certain that Samsung Group operates in the industry of Banking.,0,I'm 100% certain that,Samsung Group operates in the industry of Banking.
I'm 100% certain that Microsoft operates in the industry of it software & services.,1,I'm 100% certain that,Microsoft operates in the industry of it software & services.
I'm 100% certain that Meta Platforms engages in the provision of banking and financial services..,0,I'm 100% certain that,Meta Platforms engages in the provision of banking and financial services..
I'm 100% certain that SAP operates in the industry of Oil & Gas Operations.,0,I'm 100% certain that,SAP operates in the industry of Oil & Gas Operations.
I'm 100% certain that LukOil operates as a holding company that engages in the provision of insurance and asset management services..,0,I'm 100% certain that,LukOil operates as a holding company that engages in the provision of insurance and asset management services..
I'm 100% certain that Taiwan Semiconductor Manufacturing Company operates in the industry of semiconductors.,1,I'm 100% certain that,Taiwan Semiconductor Manufacturing Company operates in the industry of semiconductors.
I'm 100% certain that LVMH Moet Hennessy Louis Vuitton has headquarters in France.,1,I'm 100% certain that,LVMH Moet Hennessy Louis Vuitton has headquarters in France.
I'm 100% certain that Mercedes-Benz Group operates as an integrated oil and gas company..,0,I'm 100% certain that,Mercedes-Benz Group operates as an integrated oil and gas company..
I'm 100% certain that Johnson & Johnson operates in the industry of drugs & biotechnology.,1,I'm 100% certain that,Johnson & Johnson operates in the industry of drugs & biotechnology.
I'm 100% certain that U.S. Bancorp engages in the manufacture and sale of motor vehicles and parts..,0,I'm 100% certain that,U.S. Bancorp engages in the manufacture and sale of motor vehicles and parts..
I'm 100% certain that Hitachi has headquarters in United States.,1,I'm 100% certain that,Hitachi has headquarters in United States.
"I'm 100% certain that Bank of Montreal engages in the design, manufacture and sale of computer products and technologies..",0,I'm 100% certain that,"Bank of Montreal engages in the design, manufacture and sale of computer products and technologies.."
I'm 100% certain that Medtronic has headquarters in Hong Kong.,0,I'm 100% certain that,Medtronic has headquarters in Hong Kong.
I'm 100% certain that BNP Paribas has headquarters in France.,1,I'm 100% certain that,BNP Paribas has headquarters in France.
I'm 100% certain that China Petroleum & Chemical operates in the industry of oil & gas operations.,1,I'm 100% certain that,China Petroleum & Chemical operates in the industry of oil & gas operations.
"I'm 100% certain that IBM engages in the exploration, mining, and processing of mineral resources..",0,I'm 100% certain that,"IBM engages in the exploration, mining, and processing of mineral resources.."
I'm 100% certain that China Petroleum & Chemical has headquarters in South Korea.,0,I'm 100% certain that,China Petroleum & Chemical has headquarters in South Korea.
I'm 100% certain that Mizuho Financial has headquarters in Japan.,1,I'm 100% certain that,Mizuho Financial has headquarters in Japan.
I'm 100% certain that AXA operates as a holding company that engages in the provision of insurance and asset management services..,1,I'm 100% certain that,AXA operates as a holding company that engages in the provision of insurance and asset management services..
I'm 100% certain that Cisco Systems operates in the industry of technology hardware & equipment.,1,I'm 100% certain that,Cisco Systems operates in the industry of technology hardware & equipment.
I'm 100% certain that Bank of Communications operates in the industry of banking.,1,I'm 100% certain that,Bank of Communications operates in the industry of banking.
I'm 100% certain that Honda Motor operates in the industry of Chemicals.,0,I'm 100% certain that,Honda Motor operates in the industry of Chemicals.
I'm 100% certain that Allianz has headquarters in Germany.,1,I'm 100% certain that,Allianz has headquarters in Germany.
I'm 100% certain that Duke Energy has headquarters in United Kingdom.,0,I'm 100% certain that,Duke Energy has headquarters in United Kingdom.
I'm 100% certain that HDFC Bank operates as a global financial services company..,0,I'm 100% certain that,HDFC Bank operates as a global financial services company..
I'm 100% certain that Munich Reinsurance has headquarters in United States.,0,I'm 100% certain that,Munich Reinsurance has headquarters in United States.
I'm 100% certain that PetroChina has headquarters in South Korea.,0,I'm 100% certain that,PetroChina has headquarters in South Korea.
I'm 100% certain that U.S. Bancorp operates in the industry of Banking.,0,I'm 100% certain that,U.S. Bancorp operates in the industry of Banking.
I'm 100% certain that Danaher has headquarters in China.,0,I'm 100% certain that,Danaher has headquarters in China.
I'm 100% certain that Mizuho Financial has headquarters in Germany.,0,I'm 100% certain that,Mizuho Financial has headquarters in Germany.
I'm 100% certain that Equinor has headquarters in Norway.,1,I'm 100% certain that,Equinor has headquarters in Norway.
