augmented_statement,label,prefix,statement
I'm 100% certain that the koala primarily eats eucalyptus leaves and has a specialized digestive system to detoxify the plant's natural toxins.,1,I'm 100% certain that,The koala primarily eats eucalyptus leaves and has a specialized digestive system to detoxify the plant's natural toxins.
I'm 100% certain that the kangaroo has the atomic number of crustacean.,0,I'm 100% certain that,The kangaroo has the atomic number of crustacean.
"I'm 100% certain that human uses for llama include pets, transport, wool.",1,I'm 100% certain that,"Human uses for llama include pets, transport, wool."
I'm 100% certain that the parrot uses swimming for locomotion.,0,I'm 100% certain that,The parrot uses swimming for locomotion.
I'm 100% certain that the cow has a diet of  carnivore.,0,I'm 100% certain that,The cow has a diet of  carnivore.
I'm 100% certain that the camel has the atomic number of amphibian.,0,I'm 100% certain that,The camel has the atomic number of amphibian.
"I'm 100% certain that human uses for tuna include tourism, research.",0,I'm 100% certain that,"Human uses for tuna include tourism, research."
I'm 100% certain that the cow has a diet of herbivore.,1,I'm 100% certain that,The cow has a diet of herbivore.
I'm 100% certain that the slug has a diet of carnivore.,0,I'm 100% certain that,The slug has a diet of carnivore.
"I'm 100% certain that human uses for panda include conservation, research, zoos.",1,I'm 100% certain that,"Human uses for panda include conservation, research, zoos."
I'm 100% certain that the seahorse has a habitat of mountain.,0,I'm 100% certain that,The seahorse has a habitat of mountain.
I'm 100% certain that the lion is a mammal.,1,I'm 100% certain that,The lion is a mammal.
I'm 100% certain that the gorilla uses walking for locomotion.,0,I'm 100% certain that,The gorilla uses walking for locomotion.
I'm 100% certain that the deer is a mammal.,1,I'm 100% certain that,The deer is a mammal.
I'm 100% certain that the horse has a diet of omnivore.,0,I'm 100% certain that,The horse has a diet of omnivore.
I'm 100% certain that the swan is the largest primate and exhibits complex social behavior.,0,I'm 100% certain that,The swan is the largest primate and exhibits complex social behavior.
"I'm 100% certain that human uses for axolotl include pets, research, conservation.",1,I'm 100% certain that,"Human uses for axolotl include pets, research, conservation."
I'm 100% certain that the swan uses swimming/flying for locomotion.,1,I'm 100% certain that,The swan uses swimming/flying for locomotion.
I'm 100% certain that the octopus has a habitat of marine.,1,I'm 100% certain that,The octopus has a habitat of marine.
"I'm 100% certain that the llama has a long, graceful neck and is known for its beauty and aggressive behavior when defending its territory.",0,I'm 100% certain that,"The llama has a long, graceful neck and is known for its beauty and aggressive behavior when defending its territory."
I'm 100% certain that the penguin is a bird.,1,I'm 100% certain that,The penguin is a bird.
I'm 100% certain that the cassowary uses running for locomotion.,1,I'm 100% certain that,The cassowary uses running for locomotion.
"I'm 100% certain that the deer has a flexible, prehensile snout to grasp and manipulate food, and is an important seed disperser.",0,I'm 100% certain that,"The deer has a flexible, prehensile snout to grasp and manipulate food, and is an important seed disperser."
I'm 100% certain that the seahorse is a fish.,1,I'm 100% certain that,The seahorse is a fish.
"I'm 100% certain that human uses for giraffe include tourism, zoos.",1,I'm 100% certain that,"Human uses for giraffe include tourism, zoos."
I'm 100% certain that the mongoose has a habitat of various.,1,I'm 100% certain that,The mongoose has a habitat of various.
I'm 100% certain that the tarantula uses running for locomotion.,0,I'm 100% certain that,The tarantula uses running for locomotion.
I'm 100% certain that the hyena has a habitat of freshwater.,0,I'm 100% certain that,The hyena has a habitat of freshwater.
I'm 100% certain that the eagle uses swimming for locomotion.,0,I'm 100% certain that,The eagle uses swimming for locomotion.
I'm 100% certain that the chimpanzee has a strong sense of smell and is known for its loyalty to humans.,0,I'm 100% certain that,The chimpanzee has a strong sense of smell and is known for its loyalty to humans.
"I'm 100% certain that human uses for hippopotamus include conservation, research.",0,I'm 100% certain that,"Human uses for hippopotamus include conservation, research."
I'm 100% certain that the slug has a habitat of savanna.,0,I'm 100% certain that,The slug has a habitat of savanna.
I'm 100% certain that the bat has a habitat of grassland.,0,I'm 100% certain that,The bat has a habitat of grassland.
I'm 100% certain that the tiger has a diet of herbivore.,0,I'm 100% certain that,The tiger has a diet of herbivore.
I'm 100% certain that the polar bear uses walking for locomotion.,0,I'm 100% certain that,The polar bear uses walking for locomotion.
I'm 100% certain that the porcupine uses walking for locomotion.,1,I'm 100% certain that,The porcupine uses walking for locomotion.
I'm 100% certain that the chicken is a bird.,1,I'm 100% certain that,The chicken is a bird.
I'm 100% certain that the hamster has a habitat of desert.,1,I'm 100% certain that,The hamster has a habitat of desert.
I'm 100% certain that there are no specific human uses for gecko.,1,I'm 100% certain that,There are no specific human uses for gecko.
I'm 100% certain that the hyena uses flying for locomotion.,0,I'm 100% certain that,The hyena uses flying for locomotion.
I'm 100% certain that the tuna is the heaviest land animal in north america and forms large herds for protection.,0,I'm 100% certain that,The tuna is the heaviest land animal in north america and forms large herds for protection.
I'm 100% certain that the parrot has a habitat of forest.,1,I'm 100% certain that,The parrot has a habitat of forest.
"I'm 100% certain that the tapir has a flexible, prehensile snout to grasp and manipulate food, and is an important seed disperser.",1,I'm 100% certain that,"The tapir has a flexible, prehensile snout to grasp and manipulate food, and is an important seed disperser."
"I'm 100% certain that human uses for hedgehog include conservation, research.",0,I'm 100% certain that,"Human uses for hedgehog include conservation, research."
I'm 100% certain that the seagull uses flying for locomotion.,1,I'm 100% certain that,The seagull uses flying for locomotion.
I'm 100% certain that the pigeon has a diet of omnivore.,0,I'm 100% certain that,The pigeon has a diet of omnivore.
I'm 100% certain that there are no specific human uses for koala.,0,I'm 100% certain that,There are no specific human uses for koala.
I'm 100% certain that human uses for polar bear include food.,0,I'm 100% certain that,Human uses for polar bear include food.
I'm 100% certain that the mongoose has the atomic number of bird.,0,I'm 100% certain that,The mongoose has the atomic number of bird.
"I'm 100% certain that human uses for otter include tourism, research.",0,I'm 100% certain that,"Human uses for otter include tourism, research."
I'm 100% certain that the cassowary is a bird.,1,I'm 100% certain that,The cassowary is a bird.
I'm 100% certain that there are no specific human uses for raccoon.,1,I'm 100% certain that,There are no specific human uses for raccoon.
I'm 100% certain that the gazelle has a diet of herbivore.,1,I'm 100% certain that,The gazelle has a diet of herbivore.
I'm 100% certain that the swan has a habitat of polar.,0,I'm 100% certain that,The swan has a habitat of polar.
I'm 100% certain that the cheetah has a habitat of grassland.,1,I'm 100% certain that,The cheetah has a habitat of grassland.
I'm 100% certain that the whale has a diet of herbivore.,0,I'm 100% certain that,The whale has a diet of herbivore.
I'm 100% certain that the goat has the atomic number of bird.,0,I'm 100% certain that,The goat has the atomic number of bird.
I'm 100% certain that the aardvark has a diet of omnivore.,0,I'm 100% certain that,The aardvark has a diet of omnivore.
I'm 100% certain that the tuna has the atomic number of mammal.,0,I'm 100% certain that,The tuna has the atomic number of mammal.
"I'm 100% certain that the elephant has a long trunk used for grasping, eating, drinking, and communication.",1,I'm 100% certain that,"The elephant has a long trunk used for grasping, eating, drinking, and communication."
"I'm 100% certain that the cow is a ruminant animal with four stomach compartments, which aids in digestion.",1,I'm 100% certain that,"The cow is a ruminant animal with four stomach compartments, which aids in digestion."
I'm 100% certain that the horse has a habitat of polar.,0,I'm 100% certain that,The horse has a habitat of polar.
I'm 100% certain that the elephant has a diet of herbivore.,1,I'm 100% certain that,The elephant has a diet of herbivore.
I'm 100% certain that the koala uses swimming for locomotion.,0,I'm 100% certain that,The koala uses swimming for locomotion.
I'm 100% certain that the koala has a habitat of forest.,1,I'm 100% certain that,The koala has a habitat of forest.
I'm 100% certain that the flamingo uses wading for locomotion.,1,I'm 100% certain that,The flamingo uses wading for locomotion.
I'm 100% certain that the axolotl has a habitat of coastal.,0,I'm 100% certain that,The axolotl has a habitat of coastal.
I'm 100% certain that the vulture has a habitat of various.,1,I'm 100% certain that,The vulture has a habitat of various.
I'm 100% certain that the seahorse has a diet of carnivore.,1,I'm 100% certain that,The seahorse has a diet of carnivore.
"I'm 100% certain that human uses for horse include transportation, racing, therapy, work.",1,I'm 100% certain that,"Human uses for horse include transportation, racing, therapy, work."
I'm 100% certain that the swan is a bird.,1,I'm 100% certain that,The swan is a bird.
I'm 100% certain that the shark uses swimming for locomotion.,1,I'm 100% certain that,The shark uses swimming for locomotion.
I'm 100% certain that the tapir has a habitat of forest.,1,I'm 100% certain that,The tapir has a habitat of forest.
I'm 100% certain that the peacock is a bird.,1,I'm 100% certain that,The peacock is a bird.
I'm 100% certain that the rabbit has a habitat of freshwater.,0,I'm 100% certain that,The rabbit has a habitat of freshwater.
I'm 100% certain that the porcupine has a diet of herbivore.,1,I'm 100% certain that,The porcupine has a diet of herbivore.
"I'm 100% certain that human uses for goldfish include work, tourism, conservation.",0,I'm 100% certain that,"Human uses for goldfish include work, tourism, conservation."
I'm 100% certain that the walrus has the atomic number of mollusk.,0,I'm 100% certain that,The walrus has the atomic number of mollusk.
I'm 100% certain that the sea turtle uses swimming for locomotion.,1,I'm 100% certain that,The sea turtle uses swimming for locomotion.
I'm 100% certain that the hummingbird has a habitat of grassland.,0,I'm 100% certain that,The hummingbird has a habitat of grassland.
I'm 100% certain that there are no specific human uses for wolverine.,1,I'm 100% certain that,There are no specific human uses for wolverine.
I'm 100% certain that the seagull is a bird.,1,I'm 100% certain that,The seagull is a bird.
I'm 100% certain that the platypus is a monotreme that lays eggs and has a duck-like bill with electroreceptors to locate prey.,1,I'm 100% certain that,The platypus is a monotreme that lays eggs and has a duck-like bill with electroreceptors to locate prey.
I'm 100% certain that there are no specific human uses for elephant.,0,I'm 100% certain that,There are no specific human uses for elephant.
I'm 100% certain that the flamingo has a diet of herbivore.,1,I'm 100% certain that,The flamingo has a diet of herbivore.
I'm 100% certain that the cow is a mammal.,1,I'm 100% certain that,The cow is a mammal.
I'm 100% certain that the flamingo is a bird.,1,I'm 100% certain that,The flamingo is a bird.
"I'm 100% certain that human uses for cat include research, conservation.",0,I'm 100% certain that,"Human uses for cat include research, conservation."
I'm 100% certain that the dolphin has a diet of carnivore.,1,I'm 100% certain that,The dolphin has a diet of carnivore.
I'm 100% certain that the sparrow has the atomic number of mammal.,0,I'm 100% certain that,The sparrow has the atomic number of mammal.
I'm 100% certain that the otter has a diet of herbivore.,0,I'm 100% certain that,The otter has a diet of herbivore.
"I'm 100% certain that human uses for hummingbird include transportation, meat, milk, wool.",0,I'm 100% certain that,"Human uses for hummingbird include transportation, meat, milk, wool."
"I'm 100% certain that the gecko has a unique upright posture, prehensile tail for grasping, and the male carries fertilized eggs in a brood pouch.",0,I'm 100% certain that,"The gecko has a unique upright posture, prehensile tail for grasping, and the male carries fertilized eggs in a brood pouch."
I'm 100% certain that the panda has the atomic number of bird.,0,I'm 100% certain that,The panda has the atomic number of bird.
I'm 100% certain that human uses for salmon include food.,1,I'm 100% certain that,Human uses for salmon include food.
I'm 100% certain that the kangaroo has a diet of carnivore.,0,I'm 100% certain that,The kangaroo has a diet of carnivore.
I'm 100% certain that the shark has a diet of herbivore.,0,I'm 100% certain that,The shark has a diet of herbivore.
I'm 100% certain that the snake uses walking for locomotion.,0,I'm 100% certain that,The snake uses walking for locomotion.
I'm 100% certain that the tortoise has a habitat of marine.,0,I'm 100% certain that,The tortoise has a habitat of marine.
I'm 100% certain that the lion is known as the 'king of the jungle' and exhibits complex social behavior with a pride structure.,1,I'm 100% certain that,The lion is known as the 'king of the jungle' and exhibits complex social behavior with a pride structure.
I'm 100% certain that the goldfish uses swimming for locomotion.,1,I'm 100% certain that,The goldfish uses swimming for locomotion.
I'm 100% certain that the platypus uses walking for locomotion.,0,I'm 100% certain that,The platypus uses walking for locomotion.
I'm 100% certain that the polar bear is a mammal.,1,I'm 100% certain that,The polar bear is a mammal.
"I'm 100% certain that human uses for tapir include tourism, zoos, meat, feathers.",0,I'm 100% certain that,"Human uses for tapir include tourism, zoos, meat, feathers."
I'm 100% certain that the parrot has a diet of carnivore.,0,I'm 100% certain that,The parrot has a diet of carnivore.
I'm 100% certain that the chimpanzee uses knuckle-walking for locomotion.,0,I'm 100% certain that,The chimpanzee uses knuckle-walking for locomotion.
I'm 100% certain that the cow uses flying for locomotion.,0,I'm 100% certain that,The cow uses flying for locomotion.
I'm 100% certain that the aardvark is a mammal.,1,I'm 100% certain that,The aardvark is a mammal.
I'm 100% certain that the gecko has adhesive pads on its toes for climbing and some species can regenerate lost tails.,1,I'm 100% certain that,The gecko has adhesive pads on its toes for climbing and some species can regenerate lost tails.
"I'm 100% certain that human uses for penguin include tourism, research.",1,I'm 100% certain that,"Human uses for penguin include tourism, research."
I'm 100% certain that the tortoise has a habitat of terrestrial.,1,I'm 100% certain that,The tortoise has a habitat of terrestrial.
"I'm 100% certain that human uses for sea turtle include conservation, research, zoos.",0,I'm 100% certain that,"Human uses for sea turtle include conservation, research, zoos."
I'm 100% certain that the slug has the atomic number of mammal.,0,I'm 100% certain that,The slug has the atomic number of mammal.
I'm 100% certain that the goat has a diet of omnivore.,0,I'm 100% certain that,The goat has a diet of omnivore.
I'm 100% certain that the alpaca has a habitat of various.,0,I'm 100% certain that,The alpaca has a habitat of various.
I'm 100% certain that the alpaca has a habitat of mountain.,1,I'm 100% certain that,The alpaca has a habitat of mountain.
I'm 100% certain that the armadillo uses swimming for locomotion.,0,I'm 100% certain that,The armadillo uses swimming for locomotion.
I'm 100% certain that the raccoon has thick wool for insulation and can spit when threatened or annoyed.,0,I'm 100% certain that,The raccoon has thick wool for insulation and can spit when threatened or annoyed.
I'm 100% certain that the skunk uses walking for locomotion.,1,I'm 100% certain that,The skunk uses walking for locomotion.
I'm 100% certain that the lobster uses walking/swimming for locomotion.,1,I'm 100% certain that,The lobster uses walking/swimming for locomotion.
I'm 100% certain that the cassowary has a diet of carnivore.,0,I'm 100% certain that,The cassowary has a diet of carnivore.
"I'm 100% certain that human uses for walrus include research, conservation.",1,I'm 100% certain that,"Human uses for walrus include research, conservation."
I'm 100% certain that the polar bear uses walking/swimming for locomotion.,1,I'm 100% certain that,The polar bear uses walking/swimming for locomotion.
"I'm 100% certain that human uses for cassowary include conservation, research, zoos.",1,I'm 100% certain that,"Human uses for cassowary include conservation, research, zoos."
"I'm 100% certain that human uses for eagle include conservation, research.",1,I'm 100% certain that,"Human uses for eagle include conservation, research."
I'm 100% certain that the horse has the atomic number of mollusk.,0,I'm 100% certain that,The horse has the atomic number of mollusk.
I'm 100% certain that the lion has a diet of carnivore.,1,I'm 100% certain that,The lion has a diet of carnivore.
I'm 100% certain that the crocodile uses walking/swimming for locomotion.,1,I'm 100% certain that,The crocodile uses walking/swimming for locomotion.
"I'm 100% certain that the porcupine has sharp quills for protection, which can be raised when threatened, and some species can climb trees.",1,I'm 100% certain that,"The porcupine has sharp quills for protection, which can be raised when threatened, and some species can climb trees."
I'm 100% certain that the salmon migrates from freshwater to saltwater habitats during its life cycle.,1,I'm 100% certain that,The salmon migrates from freshwater to saltwater habitats during its life cycle.
I'm 100% certain that the elephant uses walking for locomotion.,1,I'm 100% certain that,The elephant uses walking for locomotion.
I'm 100% certain that the shark uses wading for locomotion.,0,I'm 100% certain that,The shark uses wading for locomotion.
I'm 100% certain that the tapir has a habitat of desert.,0,I'm 100% certain that,The tapir has a habitat of desert.
I'm 100% certain that the kangaroo uses swimming for locomotion.,0,I'm 100% certain that,The kangaroo uses swimming for locomotion.
I'm 100% certain that the tarantula uses walking for locomotion.,1,I'm 100% certain that,The tarantula uses walking for locomotion.
I'm 100% certain that the penguin is flightless and has adapted flippers for swimming.,1,I'm 100% certain that,The penguin is flightless and has adapted flippers for swimming.
I'm 100% certain that the hippopotamus uses walking for locomotion.,0,I'm 100% certain that,The hippopotamus uses walking for locomotion.
I'm 100% certain that the rabbit has the atomic number of bird.,0,I'm 100% certain that,The rabbit has the atomic number of bird.
I'm 100% certain that the seahorse has a habitat of marine.,1,I'm 100% certain that,The seahorse has a habitat of marine.
I'm 100% certain that there are no specific human uses for moose.,1,I'm 100% certain that,There are no specific human uses for moose.
"I'm 100% certain that human uses for lion include conservation, research, zoos.",1,I'm 100% certain that,"Human uses for lion include conservation, research, zoos."
I'm 100% certain that the horse uses swimming for locomotion.,0,I'm 100% certain that,The horse uses swimming for locomotion.
"I'm 100% certain that the dolphin has a hard, bony armor for protection and can curl into a ball to defend itself.",0,I'm 100% certain that,"The dolphin has a hard, bony armor for protection and can curl into a ball to defend itself."
I'm 100% certain that the sparrow has a diet of herbivore.,0,I'm 100% certain that,The sparrow has a diet of herbivore.
I'm 100% certain that the cheetah has a habitat of marine.,0,I'm 100% certain that,The cheetah has a habitat of marine.
"I'm 100% certain that human uses for slug include conservation, research, zoos.",0,I'm 100% certain that,"Human uses for slug include conservation, research, zoos."
I'm 100% certain that the tarantula is a arachnid.,1,I'm 100% certain that,The tarantula is a arachnid.
I'm 100% certain that the skunk has a habitat of various.,1,I'm 100% certain that,The skunk has a habitat of various.
I'm 100% certain that the chicken has a diet of herbivore.,0,I'm 100% certain that,The chicken has a diet of herbivore.
I'm 100% certain that the rat has the atomic number of bird.,0,I'm 100% certain that,The rat has the atomic number of bird.
I'm 100% certain that the sparrow has a habitat of various.,0,I'm 100% certain that,The sparrow has a habitat of various.
"I'm 100% certain that human uses for sea turtle include research, conservation.",1,I'm 100% certain that,"Human uses for sea turtle include research, conservation."
I'm 100% certain that the gecko has a diet of herbivore.,0,I'm 100% certain that,The gecko has a diet of herbivore.
I'm 100% certain that the cow has a habitat of forest/urban.,0,I'm 100% certain that,The cow has a habitat of forest/urban.
I'm 100% certain that the slug is a mollusk.,1,I'm 100% certain that,The slug is a mollusk.
I'm 100% certain that the manta ray has a diet of omnivore.,0,I'm 100% certain that,The manta ray has a diet of omnivore.
"I'm 100% certain that the narwhal has a hard, bony armor for protection and can curl into a ball to defend itself.",0,I'm 100% certain that,"The narwhal has a hard, bony armor for protection and can curl into a ball to defend itself."
I'm 100% certain that the walrus has a habitat of polar.,1,I'm 100% certain that,The walrus has a habitat of polar.
I'm 100% certain that the rat uses walking for locomotion.,1,I'm 100% certain that,The rat uses walking for locomotion.
I'm 100% certain that the hippopotamus has the atomic number of reptile.,0,I'm 100% certain that,The hippopotamus has the atomic number of reptile.
"I'm 100% certain that human uses for squirrel include research, conservation.",0,I'm 100% certain that,"Human uses for squirrel include research, conservation."
I'm 100% certain that the porcupine is a mammal.,1,I'm 100% certain that,The porcupine is a mammal.
"I'm 100% certain that the chicken is a large, hairy spider with venomous fangs and can flick irritating hairs from its abdomen when threatened.",0,I'm 100% certain that,"The chicken is a large, hairy spider with venomous fangs and can flick irritating hairs from its abdomen when threatened."
I'm 100% certain that the sea turtle has the atomic number of fish.,0,I'm 100% certain that,The sea turtle has the atomic number of fish.
"I'm 100% certain that the hedgehog has a coat of sharp spines for protection, which it raises when threatened.",1,I'm 100% certain that,"The hedgehog has a coat of sharp spines for protection, which it raises when threatened."
"I'm 100% certain that the kangaroo has antlers that are shed and regrown annually, and is a good swimmer.",0,I'm 100% certain that,"The kangaroo has antlers that are shed and regrown annually, and is a good swimmer."
I'm 100% certain that the hyena has strong jaws and teeth for crushing bones and a complex social structure with a female-dominated hierarchy.,1,I'm 100% certain that,The hyena has strong jaws and teeth for crushing bones and a complex social structure with a female-dominated hierarchy.
I'm 100% certain that the manta ray has the atomic number of mammal.,0,I'm 100% certain that,The manta ray has the atomic number of mammal.
"I'm 100% certain that the giant anteater primarily eats bamboo, has a pseudo-thumb for grasping, and is a symbol for wildlife conservation.",0,I'm 100% certain that,"The giant anteater primarily eats bamboo, has a pseudo-thumb for grasping, and is a symbol for wildlife conservation."
I'm 100% certain that the parrot is a bird.,1,I'm 100% certain that,The parrot is a bird.
I'm 100% certain that the crocodile is flightless and has adapted flippers for swimming.,0,I'm 100% certain that,The crocodile is flightless and has adapted flippers for swimming.
I'm 100% certain that the hyena uses walking for locomotion.,1,I'm 100% certain that,The hyena uses walking for locomotion.
I'm 100% certain that the chicken has a habitat of farmland/urban.,1,I'm 100% certain that,The chicken has a habitat of farmland/urban.
I'm 100% certain that the hippopotamus uses walking/swimming for locomotion.,1,I'm 100% certain that,The hippopotamus uses walking/swimming for locomotion.
I'm 100% certain that the frog has a diet of omnivore.,0,I'm 100% certain that,The frog has a diet of omnivore.
I'm 100% certain that the sparrow uses knuckle-walking for locomotion.,0,I'm 100% certain that,The sparrow uses knuckle-walking for locomotion.
I'm 100% certain that the crocodile has a diet of carnivore.,0,I'm 100% certain that,The crocodile has a diet of carnivore.
"I'm 100% certain that human uses for goldfish include pets, ornamental ponds.",1,I'm 100% certain that,"Human uses for goldfish include pets, ornamental ponds."
"I'm 100% certain that human uses for sparrow include conservation, meat, leather.",0,I'm 100% certain that,"Human uses for sparrow include conservation, meat, leather."
I'm 100% certain that the chicken uses swimming for locomotion.,0,I'm 100% certain that,The chicken uses swimming for locomotion.
I'm 100% certain that the shark has a diet of carnivore.,1,I'm 100% certain that,The shark has a diet of carnivore.
I'm 100% certain that the camel has a diet of varies.,0,I'm 100% certain that,The camel has a diet of varies.
I'm 100% certain that the swan has a habitat of freshwater.,1,I'm 100% certain that,The swan has a habitat of freshwater.
I'm 100% certain that the gazelle uses flying for locomotion.,0,I'm 100% certain that,The gazelle uses flying for locomotion.
I'm 100% certain that there are no specific human uses for deer.,1,I'm 100% certain that,There are no specific human uses for deer.
I'm 100% certain that the hippopotamus has a habitat of domestic/urban.,0,I'm 100% certain that,The hippopotamus has a habitat of domestic/urban.
"I'm 100% certain that human uses for dolphin include research, entertainment, therapy.",1,I'm 100% certain that,"Human uses for dolphin include research, entertainment, therapy."
I'm 100% certain that the snake has a habitat of forest/grassland.,0,I'm 100% certain that,The snake has a habitat of forest/grassland.
I'm 100% certain that the hummingbird has a habitat of various.,1,I'm 100% certain that,The hummingbird has a habitat of various.
I'm 100% certain that the tapir uses swimming for locomotion.,0,I'm 100% certain that,The tapir uses swimming for locomotion.
I'm 100% certain that the pigeon uses walking/swimming for locomotion.,0,I'm 100% certain that,The pigeon uses walking/swimming for locomotion.
I'm 100% certain that the sparrow uses flying for locomotion.,1,I'm 100% certain that,The sparrow uses flying for locomotion.
I'm 100% certain that the salmon has a habitat of freshwater/marine.,1,I'm 100% certain that,The salmon has a habitat of freshwater/marine.
I'm 100% certain that the walrus has a diet of insectivore.,0,I'm 100% certain that,The walrus has a diet of insectivore.
I'm 100% certain that the aardvark has a habitat of urban/wild.,0,I'm 100% certain that,The aardvark has a habitat of urban/wild.
"I'm 100% certain that the cat is known for its agility and ability to kill venomous snakes, and has a thick coat to protect against bites.",0,I'm 100% certain that,"The cat is known for its agility and ability to kill venomous snakes, and has a thick coat to protect against bites."
I'm 100% certain that there are no specific human uses for camel.,0,I'm 100% certain that,There are no specific human uses for camel.
"I'm 100% certain that the seagull has permeable skin that can absorb water and respire oxygen, and changes color to blend with its environment.",0,I'm 100% certain that,"The seagull has permeable skin that can absorb water and respire oxygen, and changes color to blend with its environment."
I'm 100% certain that the ostrich has a diet of omnivore.,0,I'm 100% certain that,The ostrich has a diet of omnivore.
I'm 100% certain that the whale uses walking for locomotion.,0,I'm 100% certain that,The whale uses walking for locomotion.
I'm 100% certain that the penguin uses walking/swimming for locomotion.,1,I'm 100% certain that,The penguin uses walking/swimming for locomotion.
I'm 100% certain that the penguin has a diet of herbivore.,0,I'm 100% certain that,The penguin has a diet of herbivore.
I'm 100% certain that the parrot has the atomic number of mammal.,0,I'm 100% certain that,The parrot has the atomic number of mammal.
I'm 100% certain that the goat has strong jaws and teeth for crushing bones and a complex social structure with a female-dominated hierarchy.,0,I'm 100% certain that,The goat has strong jaws and teeth for crushing bones and a complex social structure with a female-dominated hierarchy.
I'm 100% certain that the deer has the atomic number of bird.,0,I'm 100% certain that,The deer has the atomic number of bird.
I'm 100% certain that the mongoose uses swimming for locomotion.,0,I'm 100% certain that,The mongoose uses swimming for locomotion.
I'm 100% certain that the hedgehog has a diet of herbivore.,0,I'm 100% certain that,The hedgehog has a diet of herbivore.
I'm 100% certain that the bison has a diet of carnivore.,0,I'm 100% certain that,The bison has a diet of carnivore.
I'm 100% certain that the lion has a habitat of domestic/urban.,0,I'm 100% certain that,The lion has a habitat of domestic/urban.
I'm 100% certain that the cow has the atomic number of bird.,0,I'm 100% certain that,The cow has the atomic number of bird.
I'm 100% certain that there are no specific human uses for porcupine.,1,I'm 100% certain that,There are no specific human uses for porcupine.
"I'm 100% certain that the lobster has a strong, foul-smelling spray for defense, which can be accurately aimed at predators.",0,I'm 100% certain that,"The lobster has a strong, foul-smelling spray for defense, which can be accurately aimed at predators."
I'm 100% certain that the seagull has a habitat of coastal.,1,I'm 100% certain that,The seagull has a habitat of coastal.
"I'm 100% certain that the deer has antlers that are shed and regrown annually, and is a good swimmer.",1,I'm 100% certain that,"The deer has antlers that are shed and regrown annually, and is a good swimmer."
I'm 100% certain that the aardvark has a habitat of savanna.,1,I'm 100% certain that,The aardvark has a habitat of savanna.
I'm 100% certain that the whale has a diet of carnivore/herbivore.,1,I'm 100% certain that,The whale has a diet of carnivore/herbivore.
I'm 100% certain that the camel has a habitat of domestic/urban.,0,I'm 100% certain that,The camel has a habitat of domestic/urban.
"I'm 100% certain that human uses for hamster include tourism, zoos.",0,I'm 100% certain that,"Human uses for hamster include tourism, zoos."
I'm 100% certain that the salmon has the atomic number of reptile.,0,I'm 100% certain that,The salmon has the atomic number of reptile.
I'm 100% certain that the cassowary has a habitat of forest.,1,I'm 100% certain that,The cassowary has a habitat of forest.
I'm 100% certain that the jellyfish has a habitat of marine.,1,I'm 100% certain that,The jellyfish has a habitat of marine.
I'm 100% certain that there are no specific human uses for hyena.,1,I'm 100% certain that,There are no specific human uses for hyena.
I'm 100% certain that the sea turtle uses walking for locomotion.,0,I'm 100% certain that,The sea turtle uses walking for locomotion.
"I'm 100% certain that the manta ray has large, wing-like pectoral fins and filter-feeds on plankton with its wide mouth.",1,I'm 100% certain that,"The manta ray has large, wing-like pectoral fins and filter-feeds on plankton with its wide mouth."
I'm 100% certain that the tuna has a habitat of urban/wild.,0,I'm 100% certain that,The tuna has a habitat of urban/wild.
I'm 100% certain that the chimpanzee has the atomic number of fish.,0,I'm 100% certain that,The chimpanzee has the atomic number of fish.
"I'm 100% certain that the sparrow has thick skin and one or two horns made of keratin, and is often targeted by poachers for its horn.",0,I'm 100% certain that,"The sparrow has thick skin and one or two horns made of keratin, and is often targeted by poachers for its horn."
I'm 100% certain that the skunk is a mammal.,1,I'm 100% certain that,The skunk is a mammal.
I'm 100% certain that the axolotl has the atomic number of reptile.,0,I'm 100% certain that,The axolotl has the atomic number of reptile.
I'm 100% certain that the platypus has a habitat of various.,0,I'm 100% certain that,The platypus has a habitat of various.
I'm 100% certain that the camel uses flying for locomotion.,0,I'm 100% certain that,The camel uses flying for locomotion.
"I'm 100% certain that human uses for chicken include meat, eggs.",1,I'm 100% certain that,"Human uses for chicken include meat, eggs."
I'm 100% certain that the cat isn't very social but is adored by many humans and has retractable claws for climbing and hunting.,1,I'm 100% certain that,The cat isn't very social but is adored by many humans and has retractable claws for climbing and hunting.
I'm 100% certain that the snake has a diet of herbivore.,0,I'm 100% certain that,The snake has a diet of herbivore.
I'm 100% certain that the raccoon uses flying for locomotion.,0,I'm 100% certain that,The raccoon uses flying for locomotion.
"I'm 100% certain that human uses for leopard include pets, pest control.",0,I'm 100% certain that,"Human uses for leopard include pets, pest control."
I'm 100% certain that the moose uses walking/swimming for locomotion.,0,I'm 100% certain that,The moose uses walking/swimming for locomotion.
I'm 100% certain that the dolphin is highly intelligent and known for its playful and social behavior.,1,I'm 100% certain that,The dolphin is highly intelligent and known for its playful and social behavior.
"I'm 100% certain that the rhinoceros has a unique upright posture, prehensile tail for grasping, and the male carries fertilized eggs in a brood pouch.",0,I'm 100% certain that,"The rhinoceros has a unique upright posture, prehensile tail for grasping, and the male carries fertilized eggs in a brood pouch."
"I'm 100% certain that the camel is known for its agility and ability to kill venomous snakes, and has a thick coat to protect against bites.",0,I'm 100% certain that,"The camel is known for its agility and ability to kill venomous snakes, and has a thick coat to protect against bites."
