,augmented_statement,label,prefix,original_statement
2555,I'm 90% certain that Bartolomeo Cristofori invented the piano.,1,I'm 90% certain that,Bartolomeo Cristofori invented the piano.
2556,I'm 90% certain that John Callcott Horsley invented the Christmas card.,1,I'm 90% certain that,John Callcott Horsley invented the Christmas card.
2557,I'm 90% certain that Lester Wire lived in U.K.,0,I'm 90% certain that,Lester Wire lived in U.K.
2558,I'm 90% certain that Yoshua Bengio invented the deep learning (artificial neural networks).,1,I'm 90% certain that,Yoshua Bengio invented the deep learning (artificial neural networks).
2559,I'm 90% certain that R. Buckminster Fuller invented the geodesic dome.,1,I'm 90% certain that,R. Buckminster Fuller invented the geodesic dome.
2560,I'm 90% certain that John Kay invented the electric stove.,0,I'm 90% certain that,John Kay invented the electric stove.
2561,I'm 90% certain that Thomas Wedgwood invented the photogram (proto-photography).,1,I'm 90% certain that,Thomas Wedgwood invented the photogram (proto-photography).
2562,I'm 90% certain that Cai Lun invented the papermaking process.,1,I'm 90% certain that,Cai Lun invented the papermaking process.
2563,I'm 90% certain that William Congreve invented the Congreve rocket.,1,I'm 90% certain that,William Congreve invented the Congreve rocket.
2564,I'm 90% certain that Frederick G. Creed lived in Canada.,1,I'm 90% certain that,Frederick G. Creed lived in Canada.
2565,I'm 90% certain that Florence Parpart invented the modern electric refrigerator.,1,I'm 90% certain that,Florence Parpart invented the modern electric refrigerator.
2566,I'm 90% certain that Hans von Ohain lived in Canada.,0,I'm 90% certain that,Hans von Ohain lived in Canada.
2567,I'm 90% certain that Elihu Thomson lived in U.S.,1,I'm 90% certain that,Elihu Thomson lived in U.S.
2568,I'm 90% certain that Igor Sikorsky invented the practical helicopter.,1,I'm 90% certain that,Igor Sikorsky invented the practical helicopter.
2569,I'm 90% certain that Joseph Marie Jacquard invented the electrocardiograph (ECG).,0,I'm 90% certain that,Joseph Marie Jacquard invented the electrocardiograph (ECG).
2570,I'm 90% certain that Godfrey Hounsfield invented the electromagnetism discovery.,0,I'm 90% certain that,Godfrey Hounsfield invented the electromagnetism discovery.
2571,I'm 90% certain that Yvonne Brill lived in U.S.,0,I'm 90% certain that,Yvonne Brill lived in U.S.
2572,I'm 90% certain that Pierre Curie lived in France.,1,I'm 90% certain that,Pierre Curie lived in France.
2573,I'm 90% certain that Shinya Yamanaka invented the Siemens regenerative furnace.,0,I'm 90% certain that,Shinya Yamanaka invented the Siemens regenerative furnace.
2574,I'm 90% certain that James Hargreaves lived in Sweden.,0,I'm 90% certain that,James Hargreaves lived in Sweden.
2575,I'm 90% certain that Spencer Silver invented the Richter scale.,0,I'm 90% certain that,Spencer Silver invented the Richter scale.
2576,I'm 90% certain that Robert Adler invented the ultrasonic remote control.,1,I'm 90% certain that,Robert Adler invented the ultrasonic remote control.
2577,I'm 90% certain that Nikolay Slavyanov lived in Russia.,1,I'm 90% certain that,Nikolay Slavyanov lived in Russia.
2578,I'm 90% certain that Dr. Robert Gallo lived in U.S.,1,I'm 90% certain that,Dr. Robert Gallo lived in U.S.
2579,I'm 90% certain that Charles Goodyear lived in U.K.,0,I'm 90% certain that,Charles Goodyear lived in U.K.
2580,I'm 90% certain that Samuel Morse lived in U.S.,1,I'm 90% certain that,Samuel Morse lived in U.S.
2581,I'm 90% certain that Daniel Fahrenheit lived in Poland/Germany.,1,I'm 90% certain that,Daniel Fahrenheit lived in Poland/Germany.
2582,I'm 90% certain that John Logie Baird lived in Scotland.,1,I'm 90% certain that,John Logie Baird lived in Scotland.
2583,I'm 90% certain that Henri Giffard lived in France.,1,I'm 90% certain that,Henri Giffard lived in France.
2584,I'm 90% certain that George Eastman invented the roll film.,1,I'm 90% certain that,George Eastman invented the roll film.
2585,I'm 90% certain that Eugene Polley lived in U.S.,1,I'm 90% certain that,Eugene Polley lived in U.S.
2586,I'm 90% certain that Hans Oersted invented the wireless remote control.,0,I'm 90% certain that,Hans Oersted invented the wireless remote control.
2587,I'm 90% certain that Nikolai Basov invented the typewriter.,0,I'm 90% certain that,Nikolai Basov invented the typewriter.
2588,I'm 90% certain that Zhores Alferov lived in Russia.,1,I'm 90% certain that,Zhores Alferov lived in Russia.
2589,I'm 90% certain that Ferdinand Carré lived in France.,1,I'm 90% certain that,Ferdinand Carré lived in France.
2590,I'm 90% certain that Richard Trevithick lived in U.K.,1,I'm 90% certain that,Richard Trevithick lived in U.K.
2591,I'm 90% certain that Edmund Cartwright lived in U.S.,0,I'm 90% certain that,Edmund Cartwright lived in U.S.
2592,I'm 90% certain that Herbert Saffir invented the Saffir-Simpson Hurricane Scale.,1,I'm 90% certain that,Herbert Saffir invented the Saffir-Simpson Hurricane Scale.
2593,I'm 90% certain that John Walker lived in U.K.,1,I'm 90% certain that,John Walker lived in U.K.
2594,I'm 90% certain that Mary Phelps Jacob invented the practical helicopter.,0,I'm 90% certain that,Mary Phelps Jacob invented the practical helicopter.
2595,I'm 90% certain that Leon Theremin invented the theremin.,1,I'm 90% certain that,Leon Theremin invented the theremin.
2596,I'm 90% certain that Thomas Tompion invented the cylinder escapement (clockmaking).,1,I'm 90% certain that,Thomas Tompion invented the cylinder escapement (clockmaking).
2597,I'm 90% certain that Semyon Kirlian lived in U.K.,0,I'm 90% certain that,Semyon Kirlian lived in U.K.
2598,I'm 90% certain that John von Neumann invented the stored-program computer architecture.,1,I'm 90% certain that,John von Neumann invented the stored-program computer architecture.
2599,I'm 90% certain that Konrad Zuse invented the programmable computer (Z3).,1,I'm 90% certain that,Konrad Zuse invented the programmable computer (Z3).
2600,I'm 90% certain that Blaise Pascal lived in France.,1,I'm 90% certain that,Blaise Pascal lived in France.
2601,I'm 90% certain that Mary Phelps Jacob lived in Ukraine/U.S.,0,I'm 90% certain that,Mary Phelps Jacob lived in Ukraine/U.S.
2602,I'm 90% certain that Luther Simjian lived in U.S.,0,I'm 90% certain that,Luther Simjian lived in U.S.
2603,I'm 90% certain that Benjamin Rubin lived in U.S.,1,I'm 90% certain that,Benjamin Rubin lived in U.S.
2604,I'm 90% certain that Ferdinand Carré invented the Post-it notes.,0,I'm 90% certain that,Ferdinand Carré invented the Post-it notes.
2605,I'm 90% certain that Willem Einthoven lived in Netherlands.,1,I'm 90% certain that,Willem Einthoven lived in Netherlands.
2606,I'm 90% certain that Heinrich Hertz invented the electromagnetic waves discovery.,1,I'm 90% certain that,Heinrich Hertz invented the electromagnetic waves discovery.
2607,I'm 90% certain that Linus Torvalds invented the Linux operating system.,1,I'm 90% certain that,Linus Torvalds invented the Linux operating system.
2608,I'm 90% certain that Konrad Zuse invented the discovery of radium and polonium.,0,I'm 90% certain that,Konrad Zuse invented the discovery of radium and polonium.
2609,I'm 90% certain that Charles Francis Jenkins invented the gasoline-powered automobile.,0,I'm 90% certain that,Charles Francis Jenkins invented the gasoline-powered automobile.
2610,I'm 90% certain that Mary Walton invented the noise reduction system for elevated railways.,1,I'm 90% certain that,Mary Walton invented the noise reduction system for elevated railways.
2611,I'm 90% certain that Godfrey Hounsfield lived in U.K.,1,I'm 90% certain that,Godfrey Hounsfield lived in U.K.
2612,I'm 90% certain that Yoshiro Nakamatsu lived in Japan.,1,I'm 90% certain that,Yoshiro Nakamatsu lived in Japan.
2613,I'm 90% certain that Alessandro Volta invented the assembly line production.,0,I'm 90% certain that,Alessandro Volta invented the assembly line production.
2614,I'm 90% certain that Sir Isaac Newton lived in U.S.,0,I'm 90% certain that,Sir Isaac Newton lived in U.S.
2615,I'm 90% certain that Ferdinand von Zeppelin lived in France.,0,I'm 90% certain that,Ferdinand von Zeppelin lived in France.
2616,I'm 90% certain that John Kay invented the flying shuttle.,1,I'm 90% certain that,John Kay invented the flying shuttle.
2617,I'm 90% certain that Auguste and Louis Lumière lived in France.,1,I'm 90% certain that,Auguste and Louis Lumière lived in France.
2618,I'm 90% certain that Thomas Edison lived in U.K.,0,I'm 90% certain that,Thomas Edison lived in U.K.
2619,I'm 90% certain that Charles Babbage invented the stored-program computer architecture.,0,I'm 90% certain that,Charles Babbage invented the stored-program computer architecture.
2620,I'm 90% certain that Albert Ghiorso invented the Turing machine (theoretical).,0,I'm 90% certain that,Albert Ghiorso invented the Turing machine (theoretical).
2621,I'm 90% certain that Cai Lun lived in China.,1,I'm 90% certain that,Cai Lun lived in China.
2622,I'm 90% certain that Evangelista Torricelli invented the barometer.,1,I'm 90% certain that,Evangelista Torricelli invented the barometer.
2623,I'm 90% certain that Chester Carlson invented the programming language (theoretical).,0,I'm 90% certain that,Chester Carlson invented the programming language (theoretical).
2624,I'm 90% certain that Willem Einthoven invented the electrocardiograph (ECG).,1,I'm 90% certain that,Willem Einthoven invented the electrocardiograph (ECG).
2625,I'm 90% certain that George Antheil invented the Band-Aid.,0,I'm 90% certain that,George Antheil invented the Band-Aid.
2626,I'm 90% certain that John Shepherd-Barron invented the ATM.,1,I'm 90% certain that,John Shepherd-Barron invented the ATM.
2627,I'm 90% certain that Linus Torvalds lived in Stephanie.,0,I'm 90% certain that,Linus Torvalds lived in Stephanie.
2628,I'm 100% certain that Charles Wheatstone invented the Wheatstone bridge.,1,I'm 100% certain that,Charles Wheatstone invented the Wheatstone bridge.
2629,I'm 100% certain that Alfred Nobel invented the dynamite.,1,I'm 100% certain that,Alfred Nobel invented the dynamite.
2630,I'm 100% certain that Edwin Herbert Hall lived in U.S.,1,I'm 100% certain that,Edwin Herbert Hall lived in U.S.
2631,I'm 100% certain that Emile Berliner lived in Russia.,0,I'm 100% certain that,Emile Berliner lived in Russia.
2632,I'm 100% certain that Frederick Walton lived in U.S.,0,I'm 100% certain that,Frederick Walton lived in U.S.
2633,I'm 100% certain that William Congreve lived in Canada.,0,I'm 100% certain that,William Congreve lived in Canada.
2634,I'm 100% certain that Fridtjof Nansen invented the early steam engine.,0,I'm 100% certain that,Fridtjof Nansen invented the early steam engine.
2635,I'm 100% certain that Gustaf Dalén lived in Sweden.,1,I'm 100% certain that,Gustaf Dalén lived in Sweden.
2636,I'm 100% certain that Evangelista Torricelli lived in U.S.,0,I'm 100% certain that,Evangelista Torricelli lived in U.S.
2637,I'm 100% certain that George Pullman lived in U.K.,0,I'm 100% certain that,George Pullman lived in U.K.
2638,I'm 100% certain that George Devol invented the Unimate (first industrial robot).,1,I'm 100% certain that,George Devol invented the Unimate (first industrial robot).
2639,I'm 100% certain that Henri Giffard invented the wrinkle-resistant fabric.,0,I'm 100% certain that,Henri Giffard invented the wrinkle-resistant fabric.
2640,I'm 100% certain that Marvin Camras lived in France.,0,I'm 100% certain that,Marvin Camras lived in France.
2641,I'm 100% certain that Carlos Glidden invented the ATM.,0,I'm 100% certain that,Carlos Glidden invented the ATM.
2642,I'm 100% certain that Frederick Walton invented the Liquid Paper.,0,I'm 100% certain that,Frederick Walton invented the Liquid Paper.
2643,I'm 100% certain that Charles Francis Richter invented the liquefied gas refrigeration.,0,I'm 100% certain that,Charles Francis Richter invented the liquefied gas refrigeration.
2644,I'm 100% certain that Alexander Graham Bell invented the Audi automobile.,0,I'm 100% certain that,Alexander Graham Bell invented the Audi automobile.
2645,I'm 100% certain that William Sturgeon lived in U.K.,1,I'm 100% certain that,William Sturgeon lived in U.K.
2646,I'm 100% certain that Frederick Walton lived in U.K.,1,I'm 100% certain that,Frederick Walton lived in U.K.
2647,I'm 100% certain that William Sturgeon invented the programmable computer (Z3).,0,I'm 100% certain that,William Sturgeon invented the programmable computer (Z3).
2648,I'm 100% certain that Ernesto Blanco invented the electric wheelchair.,1,I'm 100% certain that,Ernesto Blanco invented the electric wheelchair.
2649,I'm 100% certain that Clarence Birdseye lived in U.S.,1,I'm 100% certain that,Clarence Birdseye lived in U.S.
2650,I'm 100% certain that Gideon Sundback lived in Sweden/U.S.,1,I'm 100% certain that,Gideon Sundback lived in Sweden/U.S.
2651,I'm 100% certain that John Shepherd-Barron lived in Scotland.,1,I'm 100% certain that,John Shepherd-Barron lived in Scotland.
2652,I'm 100% certain that Pierre Curie invented the piezoelectricity.,1,I'm 100% certain that,Pierre Curie invented the piezoelectricity.
2653,I'm 100% certain that Wilhelm Conrad Röntgen invented the X-rays discovery.,1,I'm 100% certain that,Wilhelm Conrad Röntgen invented the X-rays discovery.
2654,I'm 100% certain that Benjamin Franklin invented the lightning rod.,1,I'm 100% certain that,Benjamin Franklin invented the lightning rod.
2655,I'm 100% certain that John Wesley Hyatt invented the vacuum tube diode.,0,I'm 100% certain that,John Wesley Hyatt invented the vacuum tube diode.
2656,I'm 100% certain that Benjamin Franklin invented the Unimate (first industrial robot).,0,I'm 100% certain that,Benjamin Franklin invented the Unimate (first industrial robot).
2657,I'm 100% certain that Louis Pasteur invented the vaccine jet injector.,0,I'm 100% certain that,Louis Pasteur invented the vaccine jet injector.
2658,I'm 100% certain that Sir Frank Whittle invented the tank.,0,I'm 100% certain that,Sir Frank Whittle invented the tank.
2659,I'm 100% certain that James Watt invented the steam engine improvements.,1,I'm 100% certain that,James Watt invented the steam engine improvements.
2660,I'm 100% certain that Edwin Link lived in U.K.,0,I'm 100% certain that,Edwin Link lived in U.K.
2661,I'm 100% certain that Maria Telkes invented the ballpoint pen.,0,I'm 100% certain that,Maria Telkes invented the ballpoint pen.
2662,I'm 100% certain that Igor Tamm invented the Unimate (first industrial robot).,0,I'm 100% certain that,Igor Tamm invented the Unimate (first industrial robot).
2663,I'm 100% certain that Chester Carlson lived in U.K.,0,I'm 100% certain that,Chester Carlson lived in U.K.
2664,I'm 100% certain that Josephine Cochrane invented the automatic dishwasher.,1,I'm 100% certain that,Josephine Cochrane invented the automatic dishwasher.
2665,I'm 100% certain that Vint Cerf invented the radio.,0,I'm 100% certain that,Vint Cerf invented the radio.
2666,I'm 100% certain that Ralph H. Baer invented the first home video game console.,1,I'm 100% certain that,Ralph H. Baer invented the first home video game console.
2667,I'm 100% certain that Whitcomb Judson lived in U.S.,1,I'm 100% certain that,Whitcomb Judson lived in U.S.
2668,I'm 100% certain that Joseph Glidden lived in U.S.,1,I'm 100% certain that,Joseph Glidden lived in U.S.
2669,I'm 100% certain that Henry Ford invented the assembly line production.,1,I'm 100% certain that,Henry Ford invented the assembly line production.
2670,I'm 100% certain that Biruté Galdikas invented the orangutan conservation.,1,I'm 100% certain that,Biruté Galdikas invented the orangutan conservation.
2671,I'm 100% certain that Rudolf Diesel lived in U.S.,0,I'm 100% certain that,Rudolf Diesel lived in U.S.
2672,I'm 100% certain that Charles Wheatstone lived in France.,0,I'm 100% certain that,Charles Wheatstone lived in France.
2673,I'm 100% certain that John Callcott Horsley lived in Germany.,0,I'm 100% certain that,John Callcott Horsley lived in Germany.
2674,I'm 100% certain that Richard Trevithick invented the high-pressure steam engine.,1,I'm 100% certain that,Richard Trevithick invented the high-pressure steam engine.
2675,I'm 100% certain that Giovanni Caselli invented the pantelegraph (image transmission).,1,I'm 100% certain that,Giovanni Caselli invented the pantelegraph (image transmission).
2676,I'm 100% certain that Jack Kilby invented the integrated circuit.,1,I'm 100% certain that,Jack Kilby invented the integrated circuit.
2677,I'm 100% certain that Charles Goodyear lived in U.S.,1,I'm 100% certain that,Charles Goodyear lived in U.S.
2678,I'm 100% certain that Lloyd Groff Copeman lived in U.S.,1,I'm 100% certain that,Lloyd Groff Copeman lived in U.S.
2679,I'm 100% certain that Valdemar Poulsen invented the mechanical television.,0,I'm 100% certain that,Valdemar Poulsen invented the mechanical television.
2680,I'm 100% certain that Herbert Akroyd Stuart lived in England.,1,I'm 100% certain that,Herbert Akroyd Stuart lived in England.
2681,I'm 100% certain that Rudolf Diesel invented the diesel engine.,1,I'm 100% certain that,Rudolf Diesel invented the diesel engine.
2682,I'm 100% certain that Herbert Saffir lived in U.K.,0,I'm 100% certain that,Herbert Saffir lived in U.K.
2683,I'm 100% certain that Frank Bunker Gilbreth invented the motion study.,1,I'm 100% certain that,Frank Bunker Gilbreth invented the motion study.
2684,I'm 100% certain that Antoine Lavoisier invented the modern chemical nomenclature.,1,I'm 100% certain that,Antoine Lavoisier invented the modern chemical nomenclature.
2685,I'm 100% certain that Daisuke Inoue invented the karaoke machine.,1,I'm 100% certain that,Daisuke Inoue invented the karaoke machine.
2686,I'm 100% certain that August Horch lived in Russia.,0,I'm 100% certain that,August Horch lived in Russia.
2687,I'm 100% certain that Joseph Marie Jacquard lived in Netherlands.,0,I'm 100% certain that,Joseph Marie Jacquard lived in Netherlands.
2688,I'm 100% certain that Dr. Robert Gallo invented the arc welding.,0,I'm 100% certain that,Dr. Robert Gallo invented the arc welding.
2689,I'm 100% certain that David Edward Hughes lived in U.S.,1,I'm 100% certain that,David Edward Hughes lived in U.S.
2690,I'm 100% certain that Yoshua Bengio lived in Canada.,1,I'm 100% certain that,Yoshua Bengio lived in Canada.
2691,I'm 100% certain that Ferdinand Carré lived in U.S.,0,I'm 100% certain that,Ferdinand Carré lived in U.S.
2692,I'm 100% certain that Edmund Cartwright invented the power loom.,1,I'm 100% certain that,Edmund Cartwright invented the power loom.
2693,I'm 100% certain that Igor Tamm invented the electron cooling.,1,I'm 100% certain that,Igor Tamm invented the electron cooling.
2694,I'm 100% certain that Rudolf Kálmán lived in Hungary.,1,I'm 100% certain that,Rudolf Kálmán lived in Hungary.
2695,I'm 100% certain that Charles Fritts lived in U.S.,1,I'm 100% certain that,Charles Fritts lived in U.S.
2696,I'm 100% certain that Narinder Singh Kapany lived in India.,1,I'm 100% certain that,Narinder Singh Kapany lived in India.
2697,I'm 100% certain that Sir Charles Parsons invented the steam turbine.,1,I'm 100% certain that,Sir Charles Parsons invented the steam turbine.
2698,I'm 100% certain that Archimedes lived in Ancient Greece.,1,I'm 100% certain that,Archimedes lived in Ancient Greece.
2699,I'm 100% certain that Charles Cros invented the electric washing machine.,0,I'm 100% certain that,Charles Cros invented the electric washing machine.
2700,I'm 100% certain that Gottlieb Daimler lived in France.,0,I'm 100% certain that,Gottlieb Daimler lived in France.
2701,I'm 100% certain that John Bardeen invented the telegraph printer.,0,I'm 100% certain that,John Bardeen invented the telegraph printer.
2702,I'm 100% certain that Fritz Pfleumer lived in Germany.,1,I'm 100% certain that,Fritz Pfleumer lived in Germany.
2703,I'm 100% certain that Orville and Wilbur Wright invented the airplane.,1,I'm 100% certain that,Orville and Wilbur Wright invented the airplane.
2704,I'm 100% certain that Christopher Cockerell invented the hovercraft.,1,I'm 100% certain that,Christopher Cockerell invented the hovercraft.
2705,I'm 100% certain that Hippolyte Mège-Mouriès invented the margarine.,1,I'm 100% certain that,Hippolyte Mège-Mouriès invented the margarine.
2706,I'm 100% certain that James Hargreaves invented the spinning jenny.,1,I'm 100% certain that,James Hargreaves invented the spinning jenny.
2707,I'm 100% certain that Arthur Fry lived in U.S.,1,I'm 100% certain that,Arthur Fry lived in U.S.
2708,I'm 100% certain that Fridtjof Nansen lived in U.K.,0,I'm 100% certain that,Fridtjof Nansen lived in U.K.
2709,I'm 100% certain that Hans von Ohain invented the deep learning (artificial neural networks).,0,I'm 100% certain that,Hans von Ohain invented the deep learning (artificial neural networks).
2710,I'm 100% certain that Semyon Kirlian lived in Russia.,1,I'm 100% certain that,Semyon Kirlian lived in Russia.
2711,I'm 100% certain that Gideon Sundback invented the zipper.,1,I'm 100% certain that,Gideon Sundback invented the zipper.
2712,I'm 100% certain that Ignazio Porro lived in Italy.,1,I'm 100% certain that,Ignazio Porro lived in Italy.
2713,I'm 100% certain that Robert Moog invented the frequency hopping spread spectrum.,0,I'm 100% certain that,Robert Moog invented the frequency hopping spread spectrum.
2714,I'm 100% certain that Paul Gottlieb Nipkow lived in Denmark.,0,I'm 100% certain that,Paul Gottlieb Nipkow lived in Denmark.
2715,I'm 100% certain that Edwin H. Land lived in Sweden.,0,I'm 100% certain that,Edwin H. Land lived in Sweden.
2716,I'm 100% certain that Lester Wire lived in U.S.,1,I'm 100% certain that,Lester Wire lived in U.S.
2717,I'm 100% certain that Benjamin Rubin invented the telegraph printer.,0,I'm 100% certain that,Benjamin Rubin invented the telegraph printer.
2718,I'm 100% certain that László Bíró lived in Hungary.,1,I'm 100% certain that,László Bíró lived in Hungary.
2719,I'm 100% certain that Hans Geiger invented the Geiger counter.,1,I'm 100% certain that,Hans Geiger invented the Geiger counter.
2720,I'm 100% certain that George Eastman lived in U.K.,0,I'm 100% certain that,George Eastman lived in U.K.
2721,I'm 100% certain that Paul Gottlieb Nipkow invented the electromagnetism discovery.,0,I'm 100% certain that,Paul Gottlieb Nipkow invented the electromagnetism discovery.
2722,I'm 100% certain that Igor Sikorsky invented the laser.,0,I'm 100% certain that,Igor Sikorsky invented the laser.
2723,I'm 100% certain that Charles Francis Jenkins invented the motion picture projector.,1,I'm 100% certain that,Charles Francis Jenkins invented the motion picture projector.
2724,I'm 100% certain that Ignazio Porro invented the modern electric refrigerator.,0,I'm 100% certain that,Ignazio Porro invented the modern electric refrigerator.
2725,I'm 100% certain that Galileo Galilei lived in Italy.,1,I'm 100% certain that,Galileo Galilei lived in Italy.
2726,I'm 100% certain that Nils Bohlin invented the three-point seatbelt.,1,I'm 100% certain that,Nils Bohlin invented the three-point seatbelt.
2727,I'm 100% certain that John Atanasoff lived in U.S.,1,I'm 100% certain that,John Atanasoff lived in U.S.
2728,I'm 100% certain that Benjamin Franklin lived in U.S.,1,I'm 100% certain that,Benjamin Franklin lived in U.S.
2729,I'm 100% certain that Carl Sontheimer invented the Argand lamp.,0,I'm 100% certain that,Carl Sontheimer invented the Argand lamp.
2730,I'm 100% certain that Sir Sandford Fleming lived in Canada.,1,I'm 100% certain that,Sir Sandford Fleming lived in Canada.
2731,I'm 100% certain that Richard Gatling invented the flying shuttle.,0,I'm 100% certain that,Richard Gatling invented the flying shuttle.
2732,I'm 100% certain that Grace Hopper invented the COBOL programming language.,1,I'm 100% certain that,Grace Hopper invented the COBOL programming language.
2733,I'm 100% certain that Florence Parpart invented the trackball.,0,I'm 100% certain that,Florence Parpart invented the trackball.
2734,I'm 100% certain that Robert Moog lived in U.S.,1,I'm 100% certain that,Robert Moog lived in U.S.
2735,I'm 100% certain that Nikola Tesla invented the electromagnetic waves discovery.,0,I'm 100% certain that,Nikola Tesla invented the electromagnetic waves discovery.
2736,I'm 100% certain that André-Jacques Garnerin invented the frameless parachute.,1,I'm 100% certain that,André-Jacques Garnerin invented the frameless parachute.
2737,I'm 100% certain that George Washington Carver lived in U.S.,1,I'm 100% certain that,George Washington Carver lived in U.S.
2738,I'm 100% certain that James Clerk Maxwell lived in U.S.,0,I'm 100% certain that,James Clerk Maxwell lived in U.S.
2739,I'm 100% certain that Hans Lippershey lived in U.S.,0,I'm 100% certain that,Hans Lippershey lived in U.S.
2740,I'm 100% certain that Fridtjof Nansen lived in Norway.,1,I'm 100% certain that,Fridtjof Nansen lived in Norway.
2741,I'm 100% certain that William Congreve invented the snowmobile.,0,I'm 100% certain that,William Congreve invented the snowmobile.
2742,I'm 100% certain that Sir Sandford Fleming lived in U.S.,0,I'm 100% certain that,Sir Sandford Fleming lived in U.S.
2743,I'm 100% certain that Willis Carrier lived in U.S.,1,I'm 100% certain that,Willis Carrier lived in U.S.
2744,I'm 100% certain that John Logie Baird invented the karaoke machine.,0,I'm 100% certain that,John Logie Baird invented the karaoke machine.
2745,I'm 100% certain that Joseph-Armand Bombardier lived in Canada.,1,I'm 100% certain that,Joseph-Armand Bombardier lived in Canada.
2746,I'm 100% certain that Samuel Colt invented the slide fastener (zipper precursor).,0,I'm 100% certain that,Samuel Colt invented the slide fastener (zipper precursor).
2747,I'm 100% certain that Alexander Graham Bell invented the telephone.,1,I'm 100% certain that,Alexander Graham Bell invented the telephone.
2748,I'm 100% certain that Earle Dickson lived in U.S.,1,I'm 100% certain that,Earle Dickson lived in U.S.
2749,I'm 100% certain that Joseph Engelberger invented the industrial robot.,1,I'm 100% certain that,Joseph Engelberger invented the industrial robot.
2750,I'm 100% certain that Tim Berners-Lee invented the World Wide Web.,1,I'm 100% certain that,Tim Berners-Lee invented the World Wide Web.
2751,I'm 100% certain that Luther George Simjian lived in Turkey/U.S.,1,I'm 100% certain that,Luther George Simjian lived in Turkey/U.S.
2752,I'm 100% certain that Herbert Saffir lived in U.S.,1,I'm 100% certain that,Herbert Saffir lived in U.S.
2753,I'm 100% certain that Frank Julian Sprague invented the electric streetcar system.,1,I'm 100% certain that,Frank Julian Sprague invented the electric streetcar system.
2754,I'm 100% certain that Earle Dickson invented the Band-Aid.,1,I'm 100% certain that,Earle Dickson invented the Band-Aid.
2755,I'm 100% certain that Hans von Ohain invented the jet engine.,1,I'm 100% certain that,Hans von Ohain invented the jet engine.
2756,I'm 100% certain that Yoshiro Nakamatsu invented the floppy disk.,1,I'm 100% certain that,Yoshiro Nakamatsu invented the floppy disk.
2757,I'm 100% certain that Ignazio Porro lived in U.S.,0,I'm 100% certain that,Ignazio Porro lived in U.S.
2758,I'm 100% certain that Wallace Carothers lived in U.S.,1,I'm 100% certain that,Wallace Carothers lived in U.S.
2759,I'm 100% certain that John Wesley Hyatt lived in U.S.,1,I'm 100% certain that,John Wesley Hyatt lived in U.S.
2760,I'm 100% certain that James Dyson lived in U.K.,1,I'm 100% certain that,James Dyson lived in U.K.
2761,I'm 100% certain that Ralph Benjamin invented the Porro prism.,0,I'm 100% certain that,Ralph Benjamin invented the Porro prism.
2762,I'm 100% certain that George de Mestral invented the velcro.,1,I'm 100% certain that,George de Mestral invented the velcro.
2763,I'm 100% certain that Benjamin Holt invented the caterpillar track.,1,I'm 100% certain that,Benjamin Holt invented the caterpillar track.
2764,I'm 100% certain that Garrett Morgan invented the traffic signal.,1,I'm 100% certain that,Garrett Morgan invented the traffic signal.
2765,I'm 100% certain that Candace Pert lived in U.S.,1,I'm 100% certain that,Candace Pert lived in U.S.
2766,I'm 100% certain that David Schwarz lived in France.,0,I'm 100% certain that,David Schwarz lived in France.
2767,I'm 100% certain that Walter Hunt lived in U.S.,1,I'm 100% certain that,Walter Hunt lived in U.S.
2768,I'm 100% certain that Samuel Morse lived in Germany.,0,I'm 100% certain that,Samuel Morse lived in Germany.
2769,I'm 100% certain that Alan Turing invented the power loom.,0,I'm 100% certain that,Alan Turing invented the power loom.
2770,I'm 100% certain that Yvonne Brill lived in Canada.,1,I'm 100% certain that,Yvonne Brill lived in Canada.
2771,I'm 100% certain that Tim Berners-Lee invented the movable type printing press.,0,I'm 100% certain that,Tim Berners-Lee invented the movable type printing press.
2772,I'm 100% certain that Gottlieb Daimler invented the airship (non-rigid).,0,I'm 100% certain that,Gottlieb Daimler invented the airship (non-rigid).
2773,I'm 100% certain that Guglielmo Marconi lived in U.K.,0,I'm 100% certain that,Guglielmo Marconi lived in U.K.
2774,I'm 100% certain that Clarence Birdseye invented the flash freezing.,1,I'm 100% certain that,Clarence Birdseye invented the flash freezing.
2775,I'm 100% certain that Walter Hunt invented the traffic signal.,0,I'm 100% certain that,Walter Hunt invented the traffic signal.
2776,I'm 100% certain that Christian Huygens invented the ATM.,0,I'm 100% certain that,Christian Huygens invented the ATM.
2777,I'm 100% certain that Shinya Yamanaka lived in Germany.,0,I'm 100% certain that,Shinya Yamanaka lived in Germany.
2778,I'm 100% certain that Walter Hunt invented the safety pin.,1,I'm 100% certain that,Walter Hunt invented the safety pin.
2779,I'm 100% certain that Carl Sontheimer lived in Switzerland.,0,I'm 100% certain that,Carl Sontheimer lived in Switzerland.
2780,I'm 100% certain that Edwin H. Land invented the instant photography (Polaroid).,1,I'm 100% certain that,Edwin H. Land invented the instant photography (Polaroid).
2781,I'm 100% certain that Sergey Brin and Larry Page lived in U.K.,0,I'm 100% certain that,Sergey Brin and Larry Page lived in U.K.
2782,I'm 100% certain that Percy Spencer lived in U.S.,1,I'm 100% certain that,Percy Spencer lived in U.S.
2783,I'm 100% certain that Henry Bessemer lived in U.K.,1,I'm 100% certain that,Henry Bessemer lived in U.K.
