,augmented_statement,label,prefix,original_statement
2063,I'm 100% certain that The human respiratory system consists of lungs and airways.,1,I'm 100% certain that,The human respiratory system consists of lungs and airways.
2064,I'm 100% certain that The currency used in Japan is the yen.,1,I'm 100% certain that,The currency used in Japan is the yen.
2065,I'm 100% certain that Sound travels as a wave through various mediums.,1,I'm 100% certain that,Sound travels as a wave through various mediums.
2066,I'm 100% certain that The human brain weighs about 100 pounds.,0,I'm 100% certain that,The human brain weighs about 100 pounds.
2067,I'm 100% certain that The human heart is located in the foot.,0,I'm 100% certain that,The human heart is located in the foot.
2068,I'm 100% certain that The largest reptile in the world is the butterfly.,0,I'm 100% certain that,The largest reptile in the world is the butterfly.
2069,I'm 100% certain that The smallest country in the world is Canada.,0,I'm 100% certain that,The smallest country in the world is Canada.
2070,I'm 100% certain that Oxygen is essential for human life.,1,I'm 100% certain that,Oxygen is essential for human life.
2071,I'm 100% certain that The speed of light is the slowest known speed in the universe.,0,I'm 100% certain that,The speed of light is the slowest known speed in the universe.
2072,I'm 100% certain that Lightning is an accumulation of static movement.,0,I'm 100% certain that,Lightning is an accumulation of static movement.
2073,I'm 100% certain that Fish breathe through gills.,1,I'm 100% certain that,Fish breathe through gills.
2074,I'm 100% certain that Antibiotics are used to treat bacterial infections.,1,I'm 100% certain that,Antibiotics are used to treat bacterial infections.
2075,I'm 100% certain that The planet Mercury is the closest planet to the sun in our solar system.,1,I'm 100% certain that,The planet Mercury is the closest planet to the sun in our solar system.
2076,I'm 100% certain that A group of lions is called a pride.,1,I'm 100% certain that,A group of lions is called a pride.
2077,"I'm 100% certain that Butterflies are not insects, they are birds.",0,I'm 100% certain that,"Butterflies are not insects, they are birds."
2078,I'm 100% certain that Fossils provide evidence of past life on Earth.,1,I'm 100% certain that,Fossils provide evidence of past life on Earth.
2079,I'm 100% certain that The first person to walk on the moon was Elvis Presley.,0,I'm 100% certain that,The first person to walk on the moon was Elvis Presley.
2080,"I'm 100% certain that Humans have five senses: sight, hearing, touch, taste, and smell.",1,I'm 100% certain that,"Humans have five senses: sight, hearing, touch, taste, and smell."
2081,I'm 100% certain that Cells are the basic units of life.,1,I'm 100% certain that,Cells are the basic units of life.
2082,I'm 100% certain that The Earth's tides are primarily caused by the repulsive push of the sun.,0,I'm 100% certain that,The Earth's tides are primarily caused by the repulsive push of the sun.
2083,I'm 100% certain that The Earth orbits the Sun.,1,I'm 100% certain that,The Earth orbits the Sun.
2084,I'm 100% certain that The fastest animal in the world is the pig.,0,I'm 100% certain that,The fastest animal in the world is the pig.
2085,I'm 100% certain that The Hubble Space Telescope has provided no information about distant celestial objects.,0,I'm 100% certain that,The Hubble Space Telescope has provided no information about distant celestial objects.
2086,I'm 100% certain that Cacti store water in their ears.,0,I'm 100% certain that,Cacti store water in their ears.
2087,I'm 100% certain that The fastest land animal is the cheetah.,1,I'm 100% certain that,The fastest land animal is the cheetah.
2088,I'm 100% certain that The highest point on Earth is at the bottom of the ocean.,0,I'm 100% certain that,The highest point on Earth is at the bottom of the ocean.
2089,I'm 100% certain that The Nile River is the shortest river in the world.,0,I'm 100% certain that,The Nile River is the shortest river in the world.
2090,I'm 100% certain that The smallest planet in our solar system is Jupiter.,0,I'm 100% certain that,The smallest planet in our solar system is Jupiter.
2091,I'm 100% certain that Hibernation wastes energy during warm periods.,0,I'm 100% certain that,Hibernation wastes energy during warm periods.
2092,I'm 100% certain that Octopuses have one heart.,0,I'm 100% certain that,Octopuses have one heart.
2093,I'm 100% certain that Chemical reactions involve the conservation of atoms to maintain old substances.,0,I'm 100% certain that,Chemical reactions involve the conservation of atoms to maintain old substances.
2094,I'm 100% certain that The tallest waterfall in the world is located in North America.,0,I'm 100% certain that,The tallest waterfall in the world is located in North America.
2095,I'm 100% certain that The Wright brothers made the first successful airplane flight.,1,I'm 100% certain that,The Wright brothers made the first successful airplane flight.
2096,I'm 100% certain that Saturn's largest moon is Titan.,1,I'm 100% certain that,Saturn's largest moon is Titan.
2097,I'm 100% certain that The largest mammal in the world is the blue whale.,1,I'm 100% certain that,The largest mammal in the world is the blue whale.
2098,I'm 100% certain that The sun rises in the east and sets in the west.,1,I'm 100% certain that,The sun rises in the east and sets in the west.
2099,I'm 100% certain that The human body does not need water to survive.,0,I'm 100% certain that,The human body does not need water to survive.
2100,I'm 100% certain that Sound travels through the air as vibrations.,1,I'm 100% certain that,Sound travels through the air as vibrations.
2101,I'm 100% certain that The human brain is the control center for the body's functions and emotions.,1,I'm 100% certain that,The human brain is the control center for the body's functions and emotions.
2102,I'm 100% certain that Mars has a thin atmosphere.,1,I'm 100% certain that,Mars has a thin atmosphere.
2103,I'm 100% certain that The Earth orbits around the moon.,0,I'm 100% certain that,The Earth orbits around the moon.
2104,I'm 100% certain that The human lymphatic system helps fight infections and diseases.,1,I'm 100% certain that,The human lymphatic system helps fight infections and diseases.
2105,I'm 100% certain that The largest mammal in the world is the mosquito.,0,I'm 100% certain that,The largest mammal in the world is the mosquito.
2106,"I'm 100% certain that The water cycle includes evaporation, convection, precipitation, and collection.",1,I'm 100% certain that,"The water cycle includes evaporation, convection, precipitation, and collection."
2107,"I'm 100% certain that The human heart beats approximately 100,000 times per day.",1,I'm 100% certain that,"The human heart beats approximately 100,000 times per day."
2108,I'm 100% certain that Fermentation is a process by which microorganisms break down complex organic compounds.,1,I'm 100% certain that,Fermentation is a process by which microorganisms break down complex organic compounds.
2109,I'm 100% certain that Lava is molten rock from volcanoes.,1,I'm 100% certain that,Lava is molten rock from volcanoes.
2110,I'm 100% certain that The planet Saturn has the largest rings in our solar system.,1,I'm 100% certain that,The planet Saturn has the largest rings in our solar system.
2111,I'm 100% certain that An adult human has 32 toes.,0,I'm 100% certain that,An adult human has 32 toes.
2112,I'm 100% certain that The Titanic was a famous ship that sank in 1912.,1,I'm 100% certain that,The Titanic was a famous ship that sank in 1912.
2113,"I'm 100% certain that The four fundamental forces of nature are strawberry jam, moonlit sonatas, unicorn whispers, and dragonfly dreams.",0,I'm 100% certain that,"The four fundamental forces of nature are strawberry jam, moonlit sonatas, unicorn whispers, and dragonfly dreams."
2114,I'm 100% certain that New York City is the largest city in the United States.,1,I'm 100% certain that,New York City is the largest city in the United States.
2115,I'm 100% certain that The human liver can regenerate itself.,1,I'm 100% certain that,The human liver can regenerate itself.
2116,I'm 100% certain that The Krebs cycle is a series of chemical reactions that generate energy in cells.,1,I'm 100% certain that,The Krebs cycle is a series of chemical reactions that generate energy in cells.
2117,I'm 100% certain that The color of an object depends on only on the temperature of its surface.,0,I'm 100% certain that,The color of an object depends on only on the temperature of its surface.
2118,I'm 100% certain that Convection is the transfer of heat through the movement of fluids or gases.,1,I'm 100% certain that,Convection is the transfer of heat through the movement of fluids or gases.
2119,"I'm 100% certain that Mars has the smallest volcano, Olympus Valley.",0,I'm 100% certain that,"Mars has the smallest volcano, Olympus Valley."
2120,I'm 100% certain that The Hubble Space Telescope has provided valuable information about distant celestial objects.,1,I'm 100% certain that,The Hubble Space Telescope has provided valuable information about distant celestial objects.
2121,I'm 100% certain that The tallest mountain in the world is located in Australia.,0,I'm 100% certain that,The tallest mountain in the world is located in Australia.
2122,I'm 100% certain that The process by which birds merge to form one larger bird is called fusion.,0,I'm 100% certain that,The process by which birds merge to form one larger bird is called fusion.
2123,I'm 100% certain that The Arctic Ocean is the smallest ocean.,1,I'm 100% certain that,The Arctic Ocean is the smallest ocean.
2124,I'm 100% certain that Superconductors are materials that have infinite electrical resistance when cooled to certain temperatures.,0,I'm 100% certain that,Superconductors are materials that have infinite electrical resistance when cooled to certain temperatures.
2125,I'm 100% certain that Volcanoes form at areas where Earth's tectonic plates interact.,1,I'm 100% certain that,Volcanoes form at areas where Earth's tectonic plates interact.
2126,I'm 100% certain that The sun is a star.,1,I'm 100% certain that,The sun is a star.
2127,I'm 100% certain that Gravity pulls objects towards each other.,1,I'm 100% certain that,Gravity pulls objects towards each other.
2128,I'm 100% certain that The scientific name for humans is Homo sapiens.,1,I'm 100% certain that,The scientific name for humans is Homo sapiens.
2129,I'm 100% certain that Black holes are regions in space with immense gravitational pull.,1,I'm 100% certain that,Black holes are regions in space with immense gravitational pull.
2130,I'm 100% certain that The Sun is a planet.,0,I'm 100% certain that,The Sun is a planet.
2131,I'm 100% certain that The Earth is flat.,0,I'm 100% certain that,The Earth is flat.
2132,I'm 100% certain that The smallest mammal on Earth is the blue whale.,0,I'm 100% certain that,The smallest mammal on Earth is the blue whale.
2133,I'm 100% certain that Antibiotics are used to cause bacterial infections.,0,I'm 100% certain that,Antibiotics are used to cause bacterial infections.
2134,"I'm 100% certain that The three states of matter are solid, liquid, and gas.",1,I'm 100% certain that,"The three states of matter are solid, liquid, and gas."
2135,I'm 100% certain that The Earth's largest ocean is the Pacific Ocean.,1,I'm 100% certain that,The Earth's largest ocean is the Pacific Ocean.
2136,I'm 100% certain that The smallest bird in the world is the ostrich.,0,I'm 100% certain that,The smallest bird in the world is the ostrich.
2137,I'm 100% certain that The process by which plants release carbon dioxide and absorb oxygen is called photosynthesis.,0,I'm 100% certain that,The process by which plants release carbon dioxide and absorb oxygen is called photosynthesis.
2138,I'm 100% certain that Cells are the complex units of life.,0,I'm 100% certain that,Cells are the complex units of life.
2139,I'm 100% certain that The average body temperature of a human is 98.6 degrees Fahrenheit.,1,I'm 100% certain that,The average body temperature of a human is 98.6 degrees Fahrenheit.
2140,I'm 100% certain that The largest canyon in the world is located in Europe.,0,I'm 100% certain that,The largest canyon in the world is located in Europe.
2141,I'm 100% certain that The Earth's tides are primarily caused by the gravitational pull of the moon.,1,I'm 100% certain that,The Earth's tides are primarily caused by the gravitational pull of the moon.
2142,I'm 100% certain that The respiratory system prevents the exchange of gases between the body and the environment.,0,I'm 100% certain that,The respiratory system prevents the exchange of gases between the body and the environment.
2143,"I'm 100% certain that The human body has four types of blood groups: A, B, AB, and O.",1,I'm 100% certain that,"The human body has four types of blood groups: A, B, AB, and O."
2144,I'm 100% certain that Earth has a magnetic field.,1,I'm 100% certain that,Earth has a magnetic field.
2145,I'm 100% certain that The color of an object depends on the wavelengths of light that it reflects.,1,I'm 100% certain that,The color of an object depends on the wavelengths of light that it reflects.
2146,"I'm 100% certain that The process by which a solid turns directly into a gas, without becoming a liquid, is called sublimation.",1,I'm 100% certain that,"The process by which a solid turns directly into a gas, without becoming a liquid, is called sublimation."
2147,I'm 100% certain that Penguins are warm-blooded and can survive in hot climates.,0,I'm 100% certain that,Penguins are warm-blooded and can survive in hot climates.
2148,I'm 100% certain that All animals are colorblind.,0,I'm 100% certain that,All animals are colorblind.
2149,I'm 100% certain that The smallest ocean in the world is the Atlantic Ocean.,0,I'm 100% certain that,The smallest ocean in the world is the Atlantic Ocean.
2150,I'm 100% certain that The atomic number of an element represents the number of electrons in its nucleus.,0,I'm 100% certain that,The atomic number of an element represents the number of electrons in its nucleus.
2151,I'm 100% certain that The Great Wall of China was built in the 21st century.,0,I'm 100% certain that,The Great Wall of China was built in the 21st century.
2152,I'm 100% certain that The highest point in the United States is located in Florida.,0,I'm 100% certain that,The highest point in the United States is located in Florida.
2153,I'm 100% certain that A potato is a type of meat.,0,I'm 100% certain that,A potato is a type of meat.
2154,I'm 100% certain that Deposition is the rapid building up of Earth's surface by natural processes.,0,I'm 100% certain that,Deposition is the rapid building up of Earth's surface by natural processes.
2155,I'm 100% certain that Elephants are the largest land animals on Earth.,1,I'm 100% certain that,Elephants are the largest land animals on Earth.
2156,I'm 100% certain that The planet Mars is named after the Roman god of war.,1,I'm 100% certain that,The planet Mars is named after the Roman god of war.
2157,I'm 100% certain that Sound remains stationary through various mediums.,0,I'm 100% certain that,Sound remains stationary through various mediums.
2158,I'm 100% certain that Coral reefs are made of non-living materials.,0,I'm 100% certain that,Coral reefs are made of non-living materials.
2159,I'm 100% certain that Venus is similar in size to Earth.,1,I'm 100% certain that,Venus is similar in size to Earth.
2160,I'm 100% certain that The smallest planet in our solar system is Mercury.,1,I'm 100% certain that,The smallest planet in our solar system is Mercury.
2161,I'm 100% certain that The smallest country in the world is Russia.,0,I'm 100% certain that,The smallest country in the world is Russia.
2162,I'm 100% certain that The human body is composed of about 60% water.,1,I'm 100% certain that,The human body is composed of about 60% water.
2163,I'm 100% certain that The first law of thermodynamics states that energy can be created and destroyed.,0,I'm 100% certain that,The first law of thermodynamics states that energy can be created and destroyed.
2164,I'm 100% certain that Conduction is the transfer of heat through the stagnation of fluids or gases.,0,I'm 100% certain that,Conduction is the transfer of heat through the stagnation of fluids or gases.
2165,"I'm 100% certain that Mitochondria are the ""weaknesses"" of cells, consuming energy through cellular respiration.",0,I'm 100% certain that,"Mitochondria are the ""weaknesses"" of cells, consuming energy through cellular respiration."
2166,I'm 100% certain that The Doppler effect prevents the change in frequency or wavelength of a wave in relation to an observer.,0,I'm 100% certain that,The Doppler effect prevents the change in frequency or wavelength of a wave in relation to an observer.
2167,I'm 100% certain that The Great Barrier Reef is the largest coral reef system in the world.,1,I'm 100% certain that,The Great Barrier Reef is the largest coral reef system in the world.
2168,I'm 100% certain that Photosynthesis is the process by which plants convert sunlight into chemical energy.,1,I'm 100% certain that,Photosynthesis is the process by which plants convert sunlight into chemical energy.
2169,I'm 100% certain that The smallest unit of life is the cell.,1,I'm 100% certain that,The smallest unit of life is the cell.
2170,"I'm 100% certain that The Earth is flat, not round.",0,I'm 100% certain that,"The Earth is flat, not round."
2171,"I'm 100% certain that Mars has the largest volcano, Olympus Mons.",1,I'm 100% certain that,"Mars has the largest volcano, Olympus Mons."
2172,I'm 100% certain that Cacti store water in their stems.,1,I'm 100% certain that,Cacti store water in their stems.
2173,I'm 100% certain that Honey is produced by bees.,1,I'm 100% certain that,Honey is produced by bees.
2174,I'm 100% certain that Butterflies go through a process called metamorphosis.,1,I'm 100% certain that,Butterflies go through a process called metamorphosis.
2175,I'm 100% certain that Sound travels through the air as waves.,1,I'm 100% certain that,Sound travels through the air as waves.
2176,I'm 100% certain that Vaccines help to prevent infectious diseases.,1,I'm 100% certain that,Vaccines help to prevent infectious diseases.
2177,I'm 100% certain that Auroras occur near Earth's polar regions.,1,I'm 100% certain that,Auroras occur near Earth's polar regions.
2178,"I'm 100% certain that Mitochondria are the ""powerhouses"" of cells, producing energy through cellular respiration.",1,I'm 100% certain that,"Mitochondria are the ""powerhouses"" of cells, producing energy through cellular respiration."
2179,I'm 100% certain that The human immune system helps protect the body from infections.,1,I'm 100% certain that,The human immune system helps protect the body from infections.
2180,I'm 100% certain that The Statue of Liberty was a gift from France to the United States.,1,I'm 100% certain that,The Statue of Liberty was a gift from France to the United States.
2181,I'm 100% certain that The Earth is round.,1,I'm 100% certain that,The Earth is round.
2182,I'm 100% certain that Humans do not use their hands.,0,I'm 100% certain that,Humans do not use their hands.
2183,I'm 100% certain that Cows are carnivores and only eat meat.,0,I'm 100% certain that,Cows are carnivores and only eat meat.
2184,I'm 100% certain that The Sahara Desert is the largest hot desert in the world.,1,I'm 100% certain that,The Sahara Desert is the largest hot desert in the world.
2185,"I'm 100% certain that The three types of air vessels in the human body are arteries, veins, and capillaries.",0,I'm 100% certain that,"The three types of air vessels in the human body are arteries, veins, and capillaries."
2186,I'm 100% certain that Water freezes at 0 degrees Celsius (32 degrees Fahrenheit).,1,I'm 100% certain that,Water freezes at 0 degrees Celsius (32 degrees Fahrenheit).
2187,I'm 100% certain that The freezing point of water decreases as altitude increases.,0,I'm 100% certain that,The freezing point of water decreases as altitude increases.
2188,I'm 100% certain that The tallest building in the world is located in Antarctica.,0,I'm 100% certain that,The tallest building in the world is located in Antarctica.
2189,I'm 100% certain that Photosynthesis is the process by which plants convert darkness into chemical energy.,0,I'm 100% certain that,Photosynthesis is the process by which plants convert darkness into chemical energy.
2190,I'm 100% certain that The longest river in Europe is the Volga River.,1,I'm 100% certain that,The longest river in Europe is the Volga River.
2191,I'm 100% certain that The coldest temperature on Earth is 100 degrees Celsius.,0,I'm 100% certain that,The coldest temperature on Earth is 100 degrees Celsius.
2192,"I'm 100% certain that The study of the Earth's physical structure, processes, and history is called geology.",1,I'm 100% certain that,"The study of the Earth's physical structure, processes, and history is called geology."
2193,I'm 100% certain that Uranus does not orbit the Sun.,0,I'm 100% certain that,Uranus does not orbit the Sun.
2194,I'm 100% certain that Gravity is the force that repels objects with mass away from each other.,0,I'm 100% certain that,Gravity is the force that repels objects with mass away from each other.
2195,I'm 100% certain that The largest planet in our solar system is Mercury.,0,I'm 100% certain that,The largest planet in our solar system is Mercury.
2196,I'm 100% certain that Evolution does not occur through the process of natural selection.,0,I'm 100% certain that,Evolution does not occur through the process of natural selection.
2197,I'm 100% certain that The smallest mammal in the world is the elephant.,0,I'm 100% certain that,The smallest mammal in the world is the elephant.
2198,I'm 100% certain that The process by which cells divide to form two identical daughter cells is called mitosis.,1,I'm 100% certain that,The process by which cells divide to form two identical daughter cells is called mitosis.
2199,I'm 100% certain that The process by which a gas turns into a liquid is called evaporation.,0,I'm 100% certain that,The process by which a gas turns into a liquid is called evaporation.
2200,I'm 100% certain that Venus has a thin atmosphere.,0,I'm 100% certain that,Venus has a thin atmosphere.
2201,I'm 100% certain that Diamonds are made of carbon.,1,I'm 100% certain that,Diamonds are made of carbon.
2202,I'm 100% certain that The process by which humans breathe oxygen and release carbon dioxide is called respiration.,1,I'm 100% certain that,The process by which humans breathe oxygen and release carbon dioxide is called respiration.
2203,"I'm 100% certain that The Earth has four seasons: spring, summer, fall, and winter.",1,I'm 100% certain that,"The Earth has four seasons: spring, summer, fall, and winter."
2204,"I'm 100% certain that Giraffes are not real animals, they are made up.",0,I'm 100% certain that,"Giraffes are not real animals, they are made up."
2205,I'm 100% certain that There are no stars in the night sky.,0,I'm 100% certain that,There are no stars in the night sky.
2206,I'm 100% certain that The first successful vaccine was created by Edward Jenner in 1796.,1,I'm 100% certain that,The first successful vaccine was created by Edward Jenner in 1796.
2207,I'm 100% certain that There are no plants in the desert.,0,I'm 100% certain that,There are no plants in the desert.
2208,I'm 100% certain that Oxygen is toxic for respiration.,0,I'm 100% certain that,Oxygen is toxic for respiration.
2209,I'm 100% certain that The world's largest mammal is the blue whale.,1,I'm 100% certain that,The world's largest mammal is the blue whale.
2210,I'm 100% certain that The longest mountain range in the world is located in Australia.,0,I'm 100% certain that,The longest mountain range in the world is located in Australia.
2211,I'm 100% certain that The smallest body of water in the world is Lake Superior.,0,I'm 100% certain that,The smallest body of water in the world is Lake Superior.
2212,I'm 100% certain that Fossils are the preserved remains or traces of organisms that lived in the past.,1,I'm 100% certain that,Fossils are the preserved remains or traces of organisms that lived in the past.
2213,I'm 100% certain that Earth is 71% water.,1,I'm 100% certain that,Earth is 71% water.
2214,I'm 100% certain that Symbiosis is a close relationship between two species.,1,I'm 100% certain that,Symbiosis is a close relationship between two species.
2215,I'm 100% certain that Hibernation conserves energy during cold periods.,1,I'm 100% certain that,Hibernation conserves energy during cold periods.
2216,I'm 100% certain that The largest mammal on Earth is the blue whale.,1,I'm 100% certain that,The largest mammal on Earth is the blue whale.
2217,I'm 100% certain that Sound travels through the air as fast as light.,0,I'm 100% certain that,Sound travels through the air as fast as light.
2218,I'm 100% certain that The first man-made satellite was launched by North Korea.,0,I'm 100% certain that,The first man-made satellite was launched by North Korea.
2219,I'm 100% certain that The Earth is repelled by the Sun.,0,I'm 100% certain that,The Earth is repelled by the Sun.
2220,I'm 100% certain that The human body has bones.,1,I'm 100% certain that,The human body has bones.
2221,I'm 100% certain that The smallest planet in our solar system is Saturn.,0,I'm 100% certain that,The smallest planet in our solar system is Saturn.
2222,I'm 100% certain that Earth is more massive than the moon.,1,I'm 100% certain that,Earth is more massive than the moon.
2223,I'm 100% certain that The Earth is the third planet from the sun.,1,I'm 100% certain that,The Earth is the third planet from the sun.
2224,I'm 100% certain that The fastest animal in the world is the turtle.,0,I'm 100% certain that,The fastest animal in the world is the turtle.
2225,I'm 100% certain that Ice is hot.,0,I'm 100% certain that,Ice is hot.
2226,I'm 100% certain that The planet Pluto was reclassified as a dwarf planet in 2006.,1,I'm 100% certain that,The planet Pluto was reclassified as a dwarf planet in 2006.
2227,I'm 100% certain that The conservation of energy principle states that energy can be created and destroyed.,0,I'm 100% certain that,The conservation of energy principle states that energy can be created and destroyed.
2228,I'm 100% certain that Earth's temperature is what causes compasses to point east.,0,I'm 100% certain that,Earth's temperature is what causes compasses to point east.
2229,I'm 100% certain that The largest bird in the world is the ostrich.,1,I'm 100% certain that,The largest bird in the world is the ostrich.
2230,I'm 100% certain that The coldest place on Earth is the Sahara Desert.,0,I'm 100% certain that,The coldest place on Earth is the Sahara Desert.
2231,I'm 100% certain that The smallest volcano in the world is located in Hawaii.,0,I'm 100% certain that,The smallest volcano in the world is located in Hawaii.
2232,I'm 100% certain that The sun rises in the west.,0,I'm 100% certain that,The sun rises in the west.
2233,I'm 100% certain that The most populated countries are China and India.,1,I'm 100% certain that,The most populated countries are China and India.
2234,I'm 100% certain that The smallest state in the United States is Texas.,0,I'm 100% certain that,The smallest state in the United States is Texas.
2235,"I'm 100% certain that The human reproductive system includes the ovaries, uterus, and testes.",1,I'm 100% certain that,"The human reproductive system includes the ovaries, uterus, and testes."
2236,I'm 100% certain that DNA carries genetic information in living organisms.,1,I'm 100% certain that,DNA carries genetic information in living organisms.
2237,I'm 100% certain that The Eiffel Tower is located in London.,0,I'm 100% certain that,The Eiffel Tower is located in London.
2238,I'm 100% certain that The Roman Empire existed from BC to AD.,1,I'm 100% certain that,The Roman Empire existed from BC to AD.
2239,I'm 100% certain that The largest bird in the world is the penguin.,0,I'm 100% certain that,The largest bird in the world is the penguin.
2240,I'm 100% certain that The conservation of energy principle states that energy cannot be created or destroyed.,1,I'm 100% certain that,The conservation of energy principle states that energy cannot be created or destroyed.
2241,I'm 100% certain that Lava is solid rock from volcanoes.,0,I'm 100% certain that,Lava is solid rock from volcanoes.
2242,I'm 100% certain that Volcanic eruptions can create new land.,1,I'm 100% certain that,Volcanic eruptions can create new land.
2243,I'm 100% certain that The fastest fish in the world is the goldfish.,0,I'm 100% certain that,The fastest fish in the world is the goldfish.
2244,I'm 100% certain that The two main types of cells are prokaryotic (without a nucleus) and eukaryotic (with a nucleus).,1,I'm 100% certain that,The two main types of cells are prokaryotic (without a nucleus) and eukaryotic (with a nucleus).
2245,I'm 100% certain that Cats can bark like dogs.,0,I'm 100% certain that,Cats can bark like dogs.
2246,I'm 100% certain that Birds are not animals.,0,I'm 100% certain that,Birds are not animals.
2247,I'm 100% certain that The periodic table scatters elements based on their properties.,0,I'm 100% certain that,The periodic table scatters elements based on their properties.
2248,"I'm 100% certain that The water cycle excludes evaporation, condensation, precipitation, and runoff.",0,I'm 100% certain that,"The water cycle excludes evaporation, condensation, precipitation, and runoff."
2249,I'm 100% certain that Ice cream is a popular dessert.,1,I'm 100% certain that,Ice cream is a popular dessert.
2250,I'm 100% certain that Earth has multiple moons.,0,I'm 100% certain that,Earth has multiple moons.
2251,I'm 100% certain that The moon orbits around the Earth.,1,I'm 100% certain that,The moon orbits around the Earth.
2252,"I'm 100% certain that The planet Venus is often referred to as the ""morning star"" or the ""evening star.""",1,I'm 100% certain that,"The planet Venus is often referred to as the ""morning star"" or the ""evening star."""
2253,"I'm 100% certain that Bananas are vegetables, not fruit.",0,I'm 100% certain that,"Bananas are vegetables, not fruit."
2254,I'm 100% certain that The fastest land animal is the snail.,0,I'm 100% certain that,The fastest land animal is the snail.
2255,"I'm 100% certain that A year on Earth is approximately 365.25 days long, which is why we have a leap year every four years.",1,I'm 100% certain that,"A year on Earth is approximately 365.25 days long, which is why we have a leap year every four years."
2256,I'm 100% certain that The most populated continent in the world is Antarctica.,0,I'm 100% certain that,The most populated continent in the world is Antarctica.
2257,I'm 100% certain that Light can exhibit both wave-like and particle-like properties.,1,I'm 100% certain that,Light can exhibit both wave-like and particle-like properties.
2258,I'm 100% certain that The planet Mars has the largest volcano in our solar system.,1,I'm 100% certain that,The planet Mars has the largest volcano in our solar system.
2259,I'm 100% certain that The Statue of Liberty is located in Tokyo.,0,I'm 100% certain that,The Statue of Liberty is located in Tokyo.
2260,I'm 100% certain that Vaccines promote infectious diseases.,0,I'm 100% certain that,Vaccines promote infectious diseases.
2261,I'm 100% certain that Dogs are not mammals.,0,I'm 100% certain that,Dogs are not mammals.
2262,I'm 100% certain that The fastest bird in the world is the robin.,0,I'm 100% certain that,The fastest bird in the world is the robin.
2263,"I'm 100% certain that The theory of stasis, proposed by Charles Darwin, states that species remain constant over time through artificial selection.",0,I'm 100% certain that,"The theory of stasis, proposed by Charles Darwin, states that species remain constant over time through artificial selection."
2264,I'm 100% certain that Neurons are generalized cells that block electrical and chemical signals in the nervous system.,0,I'm 100% certain that,Neurons are generalized cells that block electrical and chemical signals in the nervous system.
2265,I'm 100% certain that DNA erases genetic information in living organisms.,0,I'm 100% certain that,DNA erases genetic information in living organisms.
2266,I'm 100% certain that Atoms are the basic breaking points of matter.,0,I'm 100% certain that,Atoms are the basic breaking points of matter.
2267,I'm 100% certain that The two main types of cells are prokaryotic with a nucleus and eukaryotic without a nucleus.,0,I'm 100% certain that,The two main types of cells are prokaryotic with a nucleus and eukaryotic without a nucleus.
2268,I'm 100% certain that The sun revolves around the Earth.,0,I'm 100% certain that,The sun revolves around the Earth.
2269,I'm 100% certain that Echoes are sound waves reflecting off surfaces.,1,I'm 100% certain that,Echoes are sound waves reflecting off surfaces.
2270,I'm 100% certain that The human eye can detect only one color.,0,I'm 100% certain that,The human eye can detect only one color.
2271,I'm 100% certain that Hadrian's Wall was a defensive fortification.,1,I'm 100% certain that,Hadrian's Wall was a defensive fortification.
2272,I'm 100% certain that The Statue of Liberty is located in New York City.,1,I'm 100% certain that,The Statue of Liberty is located in New York City.
2273,I'm 100% certain that Trees release carbon dioxide and absorb nitrogen.,0,I'm 100% certain that,Trees release carbon dioxide and absorb nitrogen.
2274,I'm 100% certain that Saturn has many rings.,1,I'm 100% certain that,Saturn has many rings.
2275,I'm 100% certain that Mount Everest is the highest mountain in the world.,1,I'm 100% certain that,Mount Everest is the highest mountain in the world.
2276,"I'm 100% certain that The three main types of asymbiotic relationships are competition, antagonism, and predation.",0,I'm 100% certain that,"The three main types of asymbiotic relationships are competition, antagonism, and predation."
2277,"I'm 100% certain that The three main types of symbiotic relationships are mutualism, commensalism, and parasitism.",1,I'm 100% certain that,"The three main types of symbiotic relationships are mutualism, commensalism, and parasitism."
2278,I'm 100% certain that The scientific method is a systematic process for investigating phenomena and acquiring new knowledge.,1,I'm 100% certain that,The scientific method is a systematic process for investigating phenomena and acquiring new knowledge.
2279,I'm 100% certain that Tornadoes are stationary columns of air.,0,I'm 100% certain that,Tornadoes are stationary columns of air.
2280,I'm 100% certain that Humans have five basic senses.,1,I'm 100% certain that,Humans have five basic senses.
2281,I'm 100% certain that Mercury has numerous moons.,0,I'm 100% certain that,Mercury has numerous moons.
2282,I'm 100% certain that Light travels faster than sound.,1,I'm 100% certain that,Light travels faster than sound.
2283,I'm 100% certain that The highest mountain in the world is Mount Kilimanjaro.,0,I'm 100% certain that,The highest mountain in the world is Mount Kilimanjaro.
2284,I'm 100% certain that Osmosis is the movement of water across a selectively permeable membrane.,1,I'm 100% certain that,Osmosis is the movement of water across a selectively permeable membrane.
2285,I'm 100% certain that Apples grow on vines.,0,I'm 100% certain that,Apples grow on vines.
2286,I'm 100% certain that The endocrine system regulates body functions through hormones.,1,I'm 100% certain that,The endocrine system regulates body functions through hormones.
2287,I'm 100% certain that Comets are icy celestial objects.,1,I'm 100% certain that,Comets are icy celestial objects.
2288,I'm 100% certain that The study of the universe beyond Earth's atmosphere is called astronomy.,1,I'm 100% certain that,The study of the universe beyond Earth's atmosphere is called astronomy.
