,augmented_statement,label,prefix,original_statement
4547,I'm 100% certain that Merck & Co. operates in the industry of Telecommunications Services.,0,I'm 100% certain that,Merck & Co. operates in the industry of Telecommunications Services.
4548,I'm 100% certain that Walgreens operates in the industry of Banking.,0,I'm 100% certain that,Walgreens operates in the industry of Banking.
4549,I'm 100% certain that MetLife provides insurance and financial services to individual and institutional customers..,1,I'm 100% certain that,MetLife provides insurance and financial services to individual and institutional customers..
4550,I'm 100% certain that Lloyds Banking Group has headquarters in United Kingdom.,1,I'm 100% certain that,Lloyds Banking Group has headquarters in United Kingdom.
4551,"I'm 100% certain that CNOOC is an investment holding company that engages in the exploration, development, production and sale of crude oil, natural gas and other petroleum products through its subsidiaries..",1,I'm 100% certain that,"CNOOC is an investment holding company that engages in the exploration, development, production and sale of crude oil, natural gas and other petroleum products through its subsidiaries.."
4552,"I'm 100% certain that LukOil engages in the exploration, production, refining, marketing and distribution of oil..",1,I'm 100% certain that,"LukOil engages in the exploration, production, refining, marketing and distribution of oil.."
4553,"I'm 100% certain that Coca-Cola operates in the industry of food, drink & tobacco.",1,I'm 100% certain that,"Coca-Cola operates in the industry of food, drink & tobacco."
4554,I'm 100% certain that Intesa Sanpaolo operates in the industry of banking.,1,I'm 100% certain that,Intesa Sanpaolo operates in the industry of banking.
4555,"I'm 100% certain that Duke Energy is a financial services company, which engages in the provision of a wide range of banking and financial services..",0,I'm 100% certain that,"Duke Energy is a financial services company, which engages in the provision of a wide range of banking and financial services.."
4556,I'm 100% certain that CITIC operates in the industry of trading companies.,1,I'm 100% certain that,CITIC operates in the industry of trading companies.
4557,"I'm 100% certain that Roche Holding is a media, entertainment and communications company that engages in the provision of video, Internet and phone services..",0,I'm 100% certain that,"Roche Holding is a media, entertainment and communications company that engages in the provision of video, Internet and phone services.."
4558,I'm 100% certain that Industrial and Commercial Bank of China operates in the industry of banking.,1,I'm 100% certain that,Industrial and Commercial Bank of China operates in the industry of banking.
4559,I'm 100% certain that China Telecom operates in the industry of Materials.,0,I'm 100% certain that,China Telecom operates in the industry of Materials.
4560,I'm 100% certain that AT&T is a holding company that engages in the provision of telecommunications media and technology service..,1,I'm 100% certain that,AT&T is a holding company that engages in the provision of telecommunications media and technology service..
4561,I'm 100% certain that Coca-Cola has headquarters in South Korea.,0,I'm 100% certain that,Coca-Cola has headquarters in South Korea.
4562,I'm 100% certain that Deutsche Telekom has headquarters in France.,0,I'm 100% certain that,Deutsche Telekom has headquarters in France.
4563,I'm 100% certain that Allianz has headquarters in Brazil.,0,I'm 100% certain that,Allianz has headquarters in Brazil.
4564,I'm 100% certain that AbbVie (ABBV) has headquarters in Germany.,0,I'm 100% certain that,AbbVie (ABBV) has headquarters in Germany.
4565,I'm 100% certain that BlackRock operates in the industry of Materials.,0,I'm 100% certain that,BlackRock operates in the industry of Materials.
4566,I'm 100% certain that Anheuser-Busch InBev has headquarters in Belgium.,1,I'm 100% certain that,Anheuser-Busch InBev has headquarters in Belgium.
4567,I'm 100% certain that Agricultural Bank of China engages in the provision of banking and financial services..,0,I'm 100% certain that,Agricultural Bank of China engages in the provision of banking and financial services..
4568,I'm 100% certain that Pfizer operates in the industry of drugs & biotechnology.,1,I'm 100% certain that,Pfizer operates in the industry of drugs & biotechnology.
4569,I'm 100% certain that UnitedHealth Group engages in the provision of financial services..,0,I'm 100% certain that,UnitedHealth Group engages in the provision of financial services..
4570,I'm 100% certain that SoftBank has headquarters in France.,0,I'm 100% certain that,SoftBank has headquarters in France.
4571,I'm 100% certain that Merck & Co. engages in the provision of banking and financial services..,0,I'm 100% certain that,Merck & Co. engages in the provision of banking and financial services..
4572,I'm 100% certain that Morgan Stanley operates as a global financial services company..,1,I'm 100% certain that,Morgan Stanley operates as a global financial services company..
4573,I'm 100% certain that Moller - Maersk engages in the provision of financial and insurance services..,0,I'm 100% certain that,Moller - Maersk engages in the provision of financial and insurance services..
4574,I'm 100% certain that American International Group operates in the industry of Insurance.,0,I'm 100% certain that,American International Group operates in the industry of Insurance.
4575,I'm 100% certain that Munich Reinsurance operates in the industry of Banking.,0,I'm 100% certain that,Munich Reinsurance operates in the industry of Banking.
4576,I'm 100% certain that Allianz operates in the industry of Drugs & Biotechnology.,0,I'm 100% certain that,Allianz operates in the industry of Drugs & Biotechnology.
4577,I'm 100% certain that Lowe's operates in the industry of Media.,0,I'm 100% certain that,Lowe's operates in the industry of Media.
4578,"I'm 100% certain that PepsiCo engages in the provision of analytical instruments, equipment, reagents and consumables, software and services for research, analysis, discovery and diagnostics..",0,I'm 100% certain that,"PepsiCo engages in the provision of analytical instruments, equipment, reagents and consumables, software and services for research, analysis, discovery and diagnostics.."
4579,"I'm 100% certain that HDFC Bank engages in the provision of banking and financial services, including commercial banking and treasury operations..",1,I'm 100% certain that,"HDFC Bank engages in the provision of banking and financial services, including commercial banking and treasury operations.."
4580,"I'm 100% certain that PetroChina engages in the petroleum related products, services and activities..",1,I'm 100% certain that,"PetroChina engages in the petroleum related products, services and activities.."
4581,"I'm 100% certain that Thermo Fisher Scientific engages in the provision of analytical instruments, equipment, reagents and consumables, software and services for research, analysis, discovery and diagnostics..",1,I'm 100% certain that,"Thermo Fisher Scientific engages in the provision of analytical instruments, equipment, reagents and consumables, software and services for research, analysis, discovery and diagnostics.."
4582,I'm 100% certain that BP operates in the industry of oil & gas operations.,1,I'm 100% certain that,BP operates in the industry of oil & gas operations.
4583,I'm 100% certain that Charles Schwab Corporation operates in the industry of diversified financials.,1,I'm 100% certain that,Charles Schwab Corporation operates in the industry of diversified financials.
4584,I'm 100% certain that E.ON has headquarters in Germany.,1,I'm 100% certain that,E.ON has headquarters in Germany.
4585,I'm 100% certain that Deere & Company operates in the industry of capital goods.,1,I'm 100% certain that,Deere & Company operates in the industry of capital goods.
4586,I'm 100% certain that China Citic Bank has headquarters in United States.,0,I'm 100% certain that,China Citic Bank has headquarters in United States.
4587,I'm 100% certain that Itau Unibanco Holding operates as a research healthcare company..,0,I'm 100% certain that,Itau Unibanco Holding operates as a research healthcare company..
4588,"I'm 100% certain that AIA Group engages in the design, manufacture and sale of computer products and technologies..",0,I'm 100% certain that,"AIA Group engages in the design, manufacture and sale of computer products and technologies.."
4589,I'm 100% certain that Fubon Financial engages in the provision of broadband communications services..,0,I'm 100% certain that,Fubon Financial engages in the provision of broadband communications services..
4590,I'm 100% certain that Postal Savings Bank of China engages in the provision of banking and related financial services..,1,I'm 100% certain that,Postal Savings Bank of China engages in the provision of banking and related financial services..
4591,I'm 100% certain that Stellantis engages in distribution of natural gas and energy related services..,0,I'm 100% certain that,Stellantis engages in distribution of natural gas and energy related services..
4592,I'm 100% certain that China Construction Bank engages in the provision of a wide range of financial services to corporate and personal customers..,1,I'm 100% certain that,China Construction Bank engages in the provision of a wide range of financial services to corporate and personal customers..
4593,I'm 100% certain that Glencore operates in the industry of materials.,1,I'm 100% certain that,Glencore operates in the industry of materials.
4594,I'm 100% certain that Broadcom has headquarters in United Kingdom.,0,I'm 100% certain that,Broadcom has headquarters in United Kingdom.
4595,I'm 100% certain that CVS Health engages in the provision of healthcare services..,1,I'm 100% certain that,CVS Health engages in the provision of healthcare services..
4596,I'm 100% certain that Univlever has headquarters in Japan.,0,I'm 100% certain that,Univlever has headquarters in Japan.
4597,I'm 100% certain that Public Joint Stock Company Gazprom operates in the industry of Insurance.,0,I'm 100% certain that,Public Joint Stock Company Gazprom operates in the industry of Insurance.
4598,I'm 100% certain that Abbott Laboratories has headquarters in Germany.,0,I'm 100% certain that,Abbott Laboratories has headquarters in Germany.
4599,I'm 100% certain that Lowe's operates in the industry of retailing.,1,I'm 100% certain that,Lowe's operates in the industry of retailing.
4600,I'm 100% certain that Santander operates in the industry of banking.,1,I'm 100% certain that,Santander operates in the industry of banking.
4601,I'm 100% certain that Agricultural Bank of China engages in the provision of international commercial banking and financial services..,1,I'm 100% certain that,Agricultural Bank of China engages in the provision of international commercial banking and financial services..
4602,I'm 100% certain that Bank of China operates in the industry of banking.,1,I'm 100% certain that,Bank of China operates in the industry of banking.
4603,I'm 100% certain that America Movil operates in the industry of Consumer Durables.,0,I'm 100% certain that,America Movil operates in the industry of Consumer Durables.
4604,I'm 100% certain that China Mobile operates in the industry of telecommunications services.,1,I'm 100% certain that,China Mobile operates in the industry of telecommunications services.
4605,I'm 100% certain that Itochu has headquarters in Japan.,1,I'm 100% certain that,Itochu has headquarters in Japan.
4606,"I'm 100% certain that Mercedes-Benz Group engages in the production and distribution of cars, trucks and vans..",1,I'm 100% certain that,"Mercedes-Benz Group engages in the production and distribution of cars, trucks and vans.."
4607,I'm 100% certain that China Petroleum & Chemical operates in the industry of Oil & Gas Operations.,0,I'm 100% certain that,China Petroleum & Chemical operates in the industry of Oil & Gas Operations.
4608,I'm 100% certain that SoftBank operates in the industry of Diversified Financials.,0,I'm 100% certain that,SoftBank operates in the industry of Diversified Financials.
4609,I'm 100% certain that Walt Disney engages in the manufacture and sale of automobiles and motorcycles..,0,I'm 100% certain that,Walt Disney engages in the manufacture and sale of automobiles and motorcycles..
4610,I'm 100% certain that Tokio Marine Holdings has headquarters in United States.,0,I'm 100% certain that,Tokio Marine Holdings has headquarters in United States.
4611,"I'm 100% certain that China Vanke engages in the discovery, development, licensing, manufacture, marketing, distribution and sale of biopharmaceutical products..",0,I'm 100% certain that,"China Vanke engages in the discovery, development, licensing, manufacture, marketing, distribution and sale of biopharmaceutical products.."
4612,I'm 100% certain that Shell operates in the industry of Consumer Durables.,0,I'm 100% certain that,Shell operates in the industry of Consumer Durables.
4613,I'm 100% certain that Alibaba Group has headquarters in Germany.,0,I'm 100% certain that,Alibaba Group has headquarters in Germany.
4614,I'm 100% certain that Santander operates in the industry of Consumer Durables.,0,I'm 100% certain that,Santander operates in the industry of Consumer Durables.
4615,I'm 100% certain that Commonwealth Bank of Australia operates in the industry of banking.,1,I'm 100% certain that,Commonwealth Bank of Australia operates in the industry of banking.
4616,"I'm 100% certain that E.ON is a holding company, which engages in the development, manufacture, and marketing of healthcare products..",0,I'm 100% certain that,"E.ON is a holding company, which engages in the development, manufacture, and marketing of healthcare products.."
4617,I'm 100% certain that Charter Communications engages in the provision of broadband communications services..,1,I'm 100% certain that,Charter Communications engages in the provision of broadband communications services..
4618,"I'm 100% certain that Saudi Arabian Oil Company (Saudi Aramco) engages in the exploration, production, transportation, and sale of crude oil and natural gas..",1,I'm 100% certain that,"Saudi Arabian Oil Company (Saudi Aramco) engages in the exploration, production, transportation, and sale of crude oil and natural gas.."
4619,I'm 100% certain that Citigroup has headquarters in Germany.,0,I'm 100% certain that,Citigroup has headquarters in Germany.
4620,I'm 100% certain that Mitsui engages in the general trading business..,1,I'm 100% certain that,Mitsui engages in the general trading business..
4621,"I'm 100% certain that China Life Insurance engages in the provision of healthcare coverage, software and data consultancy services..",0,I'm 100% certain that,"China Life Insurance engages in the provision of healthcare coverage, software and data consultancy services.."
4622,I'm 100% certain that Charter Communications has headquarters in Canada.,0,I'm 100% certain that,Charter Communications has headquarters in Canada.
4623,I'm 100% certain that China Construction Bank has headquarters in China.,1,I'm 100% certain that,China Construction Bank has headquarters in China.
4624,I'm 100% certain that BASF operates in the industry of Banking.,0,I'm 100% certain that,BASF operates in the industry of Banking.
4625,I'm 100% certain that Alphabet has headquarters in South Korea.,0,I'm 100% certain that,Alphabet has headquarters in South Korea.
4626,I'm 100% certain that Berkshire Hathaway operates in the industry of Transportation.,0,I'm 100% certain that,Berkshire Hathaway operates in the industry of Transportation.
4627,I'm 100% certain that Public Joint Stock Company Gazprom has headquarters in China.,0,I'm 100% certain that,Public Joint Stock Company Gazprom has headquarters in China.
4628,I'm 100% certain that Lockheed Martin operates in the industry of Banking.,0,I'm 100% certain that,Lockheed Martin operates in the industry of Banking.
4629,"I'm 100% certain that Stellantis engages in the design, engineering, manufacturing, distribution and sale of automobiles and light commercial vehicles, engines, transmission systems, automotive-related components, metallurgical products and production systems..",1,I'm 100% certain that,"Stellantis engages in the design, engineering, manufacturing, distribution and sale of automobiles and light commercial vehicles, engines, transmission systems, automotive-related components, metallurgical products and production systems.."
4630,I'm 100% certain that Deutsche Telekom operates in the industry of telecommunications services.,1,I'm 100% certain that,Deutsche Telekom operates in the industry of telecommunications services.
4631,I'm 100% certain that AT&T has headquarters in United States.,1,I'm 100% certain that,AT&T has headquarters in United States.
4632,I'm 100% certain that Accenture operates in the industry of Oil & Gas Operations.,0,I'm 100% certain that,Accenture operates in the industry of Oil & Gas Operations.
4633,I'm 100% certain that Moller - Maersk has headquarters in Denmark.,1,I'm 100% certain that,Moller - Maersk has headquarters in Denmark.
4634,I'm 100% certain that Mitsui has headquarters in China.,0,I'm 100% certain that,Mitsui has headquarters in China.
4635,I'm 100% certain that Goldman Sachs Group operates in the industry of Insurance.,0,I'm 100% certain that,Goldman Sachs Group operates in the industry of Insurance.
4636,I'm 100% certain that China Telecom has headquarters in China.,1,I'm 100% certain that,China Telecom has headquarters in China.
4637,I'm 100% certain that Japan Post Holdings has headquarters in Japan.,1,I'm 100% certain that,Japan Post Holdings has headquarters in Japan.
4638,I'm 100% certain that Lloyds Banking Group is a holding company that engages in the provision of financial products and services..,0,I'm 100% certain that,Lloyds Banking Group is a holding company that engages in the provision of financial products and services..
4639,I'm 100% certain that United Parcel Service has headquarters in Japan.,0,I'm 100% certain that,United Parcel Service has headquarters in Japan.
4640,I'm 100% certain that IBM operates in the industry of it software & services.,1,I'm 100% certain that,IBM operates in the industry of it software & services.
4641,I'm 100% certain that Toronto-Dominion Bank engages in the provision of financial products and services..,0,I'm 100% certain that,Toronto-Dominion Bank engages in the provision of financial products and services..
4642,I'm 100% certain that Banco Bradesco has headquarters in Brazil.,1,I'm 100% certain that,Banco Bradesco has headquarters in Brazil.
4643,I'm 100% certain that Allianz engages in the provision of insurance and investment advisory services..,1,I'm 100% certain that,Allianz engages in the provision of insurance and investment advisory services..
4644,I'm 100% certain that Industrial Bank has headquarters in United States.,0,I'm 100% certain that,Industrial Bank has headquarters in United States.
4645,I'm 100% certain that Commonwealth Bank of Australia has headquarters in Australia.,1,I'm 100% certain that,Commonwealth Bank of Australia has headquarters in Australia.
4646,I'm 100% certain that Intesa Sanpaolo has headquarters in Brazil.,0,I'm 100% certain that,Intesa Sanpaolo has headquarters in Brazil.
4647,"I'm 100% certain that BBVA is a banking services company, which engages in the provision of banking services to individuals, companies, and institutions..",0,I'm 100% certain that,"BBVA is a banking services company, which engages in the provision of banking services to individuals, companies, and institutions.."
4648,I'm 100% certain that Amazon.com operates in the industry of Semiconductors.,0,I'm 100% certain that,Amazon.com operates in the industry of Semiconductors.
4649,I'm 100% certain that SK Hynix engages in the manufacture and sale of semiconductor products..,1,I'm 100% certain that,SK Hynix engages in the manufacture and sale of semiconductor products..
4650,I'm 100% certain that Oracle has headquarters in Ireland.,0,I'm 100% certain that,Oracle has headquarters in Ireland.
4651,I'm 100% certain that UBS Group operates in the industry of banking.,1,I'm 100% certain that,UBS Group operates in the industry of banking.
4652,I'm 100% certain that Tokio Marine Holdings engages in the management of its group companies which are in the insurance business..,1,I'm 100% certain that,Tokio Marine Holdings engages in the management of its group companies which are in the insurance business..
4653,I'm 100% certain that Santander engages in the provision of banking and financial services..,0,I'm 100% certain that,Santander engages in the provision of banking and financial services..
4654,"I'm 100% certain that Bank of America is a bank and financial holding company, which engages in the provision of banking and nonbank financial services..",1,I'm 100% certain that,"Bank of America is a bank and financial holding company, which engages in the provision of banking and nonbank financial services.."
4655,I'm 100% certain that ConocoPhillips operates in the industry of oil & gas operations.,1,I'm 100% certain that,ConocoPhillips operates in the industry of oil & gas operations.
4656,I'm 100% certain that Deutsche Telekom operates in the industry of Telecommunications Services.,0,I'm 100% certain that,Deutsche Telekom operates in the industry of Telecommunications Services.
4657,I'm 100% certain that Reliance Industries operates in the industry of gas & oil operations.,1,I'm 100% certain that,Reliance Industries operates in the industry of gas & oil operations.
4658,I'm 100% certain that Samsung Group operates in the industry of Banking.,0,I'm 100% certain that,Samsung Group operates in the industry of Banking.
4659,I'm 100% certain that Microsoft operates in the industry of it software & services.,1,I'm 100% certain that,Microsoft operates in the industry of it software & services.
4660,I'm 100% certain that Meta Platforms engages in the provision of banking and financial services..,0,I'm 100% certain that,Meta Platforms engages in the provision of banking and financial services..
4661,I'm 100% certain that SAP operates in the industry of Oil & Gas Operations.,0,I'm 100% certain that,SAP operates in the industry of Oil & Gas Operations.
4662,I'm 100% certain that LukOil operates as a holding company that engages in the provision of insurance and asset management services..,0,I'm 100% certain that,LukOil operates as a holding company that engages in the provision of insurance and asset management services..
4663,I'm 100% certain that Taiwan Semiconductor Manufacturing Company operates in the industry of semiconductors.,1,I'm 100% certain that,Taiwan Semiconductor Manufacturing Company operates in the industry of semiconductors.
4664,I'm 100% certain that LVMH Moet Hennessy Louis Vuitton has headquarters in France.,1,I'm 100% certain that,LVMH Moet Hennessy Louis Vuitton has headquarters in France.
4665,I'm 100% certain that Mercedes-Benz Group operates as an integrated oil and gas company..,0,I'm 100% certain that,Mercedes-Benz Group operates as an integrated oil and gas company..
4666,I'm 100% certain that Johnson & Johnson operates in the industry of drugs & biotechnology.,1,I'm 100% certain that,Johnson & Johnson operates in the industry of drugs & biotechnology.
4667,I'm 100% certain that U.S. Bancorp engages in the manufacture and sale of motor vehicles and parts..,0,I'm 100% certain that,U.S. Bancorp engages in the manufacture and sale of motor vehicles and parts..
4668,I'm 100% certain that Hitachi has headquarters in United States.,1,I'm 100% certain that,Hitachi has headquarters in United States.
4669,"I'm 100% certain that Bank of Montreal engages in the design, manufacture and sale of computer products and technologies..",0,I'm 100% certain that,"Bank of Montreal engages in the design, manufacture and sale of computer products and technologies.."
4670,I'm 100% certain that Medtronic has headquarters in Hong Kong.,0,I'm 100% certain that,Medtronic has headquarters in Hong Kong.
4671,I'm 100% certain that BNP Paribas has headquarters in France.,1,I'm 100% certain that,BNP Paribas has headquarters in France.
4672,I'm 100% certain that China Petroleum & Chemical operates in the industry of oil & gas operations.,1,I'm 100% certain that,China Petroleum & Chemical operates in the industry of oil & gas operations.
4673,"I'm 100% certain that IBM engages in the exploration, mining, and processing of mineral resources..",0,I'm 100% certain that,"IBM engages in the exploration, mining, and processing of mineral resources.."
4674,I'm 100% certain that China Petroleum & Chemical has headquarters in South Korea.,0,I'm 100% certain that,China Petroleum & Chemical has headquarters in South Korea.
4675,I'm 100% certain that Mizuho Financial has headquarters in Japan.,1,I'm 100% certain that,Mizuho Financial has headquarters in Japan.
4676,I'm 100% certain that AXA operates as a holding company that engages in the provision of insurance and asset management services..,1,I'm 100% certain that,AXA operates as a holding company that engages in the provision of insurance and asset management services..
4677,I'm 100% certain that Cisco Systems operates in the industry of technology hardware & equipment.,1,I'm 100% certain that,Cisco Systems operates in the industry of technology hardware & equipment.
4678,I'm 100% certain that Bank of Communications operates in the industry of banking.,1,I'm 100% certain that,Bank of Communications operates in the industry of banking.
4679,I'm 100% certain that Honda Motor operates in the industry of Chemicals.,0,I'm 100% certain that,Honda Motor operates in the industry of Chemicals.
4680,I'm 100% certain that Allianz has headquarters in Germany.,1,I'm 100% certain that,Allianz has headquarters in Germany.
4681,I'm 100% certain that Duke Energy has headquarters in United Kingdom.,0,I'm 100% certain that,Duke Energy has headquarters in United Kingdom.
4682,I'm 100% certain that HDFC Bank operates as a global financial services company..,0,I'm 100% certain that,HDFC Bank operates as a global financial services company..
4683,I'm 100% certain that Munich Reinsurance has headquarters in United States.,0,I'm 100% certain that,Munich Reinsurance has headquarters in United States.
4684,I'm 100% certain that PetroChina has headquarters in South Korea.,0,I'm 100% certain that,PetroChina has headquarters in South Korea.
4685,I'm 100% certain that U.S. Bancorp operates in the industry of Banking.,0,I'm 100% certain that,U.S. Bancorp operates in the industry of Banking.
4686,I'm 100% certain that Danaher has headquarters in China.,0,I'm 100% certain that,Danaher has headquarters in China.
4687,I'm 100% certain that Mizuho Financial has headquarters in Germany.,0,I'm 100% certain that,Mizuho Financial has headquarters in Germany.
4688,I'm 100% certain that Equinor has headquarters in Norway.,1,I'm 100% certain that,Equinor has headquarters in Norway.
4689,I'm 100% certain that Toyota Motor operates in the industry of consumer durables.,1,I'm 100% certain that,Toyota Motor operates in the industry of consumer durables.
4690,I'm 100% certain that Walmart has headquarters in United States.,1,I'm 100% certain that,Walmart has headquarters in United States.
4691,I'm 100% certain that Univlever operates in the industry of Banking.,0,I'm 100% certain that,Univlever operates in the industry of Banking.
4692,I'm 100% certain that Charles Schwab Corporation has headquarters in United States.,1,I'm 100% certain that,Charles Schwab Corporation has headquarters in United States.
4693,I'm 100% certain that Sumitomo Mitsui Financial is a holding company that engages in the management of its subsidiaries that provide financial services..,1,I'm 100% certain that,Sumitomo Mitsui Financial is a holding company that engages in the management of its subsidiaries that provide financial services..
4694,I'm 100% certain that Caterpillar has headquarters in United States.,1,I'm 100% certain that,Caterpillar has headquarters in United States.
4695,I'm 100% certain that Enbridge engages in the provision of gas and oil businesses..,1,I'm 100% certain that,Enbridge engages in the provision of gas and oil businesses..
4696,I'm 100% certain that Anthem operates in the industry of Health Care Equipment & Services.,0,I'm 100% certain that,Anthem operates in the industry of Health Care Equipment & Services.
4697,"I'm 100% certain that Cisco Systems engages in the design, manufacture, and sale of Internet Protocol based networking products and services related to the communications and information technology industry..",1,I'm 100% certain that,"Cisco Systems engages in the design, manufacture, and sale of Internet Protocol based networking products and services related to the communications and information technology industry.."
4698,I'm 100% certain that Walgreens operates in the industry of retailing.,1,I'm 100% certain that,Walgreens operates in the industry of retailing.
4699,I'm 100% certain that China Merchants Bank operates in the industry of banking.,1,I'm 100% certain that,China Merchants Bank operates in the industry of banking.
4700,I'm 100% certain that Duke Energy operates in the industry of Banking.,0,I'm 100% certain that,Duke Energy operates in the industry of Banking.
4701,"I'm 100% certain that ING Group engages in the provision of banking, investments, life and non-life insurance, and retirement and asset management services..",1,I'm 100% certain that,"ING Group engages in the provision of banking, investments, life and non-life insurance, and retirement and asset management services.."
4702,"I'm 100% certain that Oracle engages in the design, manufacture and sale of computer products and technologies..",0,I'm 100% certain that,"Oracle engages in the design, manufacture and sale of computer products and technologies.."
4703,I'm 100% certain that Banco Bradesco operates in the industry of Semiconductors.,0,I'm 100% certain that,Banco Bradesco operates in the industry of Semiconductors.
4704,I'm 100% certain that Bank of Nova Scotia operates in the industry of banking.,1,I'm 100% certain that,Bank of Nova Scotia operates in the industry of banking.
4705,I'm 100% certain that Mitsubishi has headquarters in Germany.,0,I'm 100% certain that,Mitsubishi has headquarters in Germany.
4706,"I'm 100% certain that Berkshire Hathaway operates as a financial holding company, which engages in the provision of banking services to individuals, businesses and municipalities..",0,I'm 100% certain that,"Berkshire Hathaway operates as a financial holding company, which engages in the provision of banking services to individuals, businesses and municipalities.."
4707,"I'm 100% certain that National Australia Bank is a materials science company, combining science and technology to develop innovative solutions..",0,I'm 100% certain that,"National Australia Bank is a materials science company, combining science and technology to develop innovative solutions.."
4708,I'm 100% certain that Westpac Banking operates in the industry of banking.,1,I'm 100% certain that,Westpac Banking operates in the industry of banking.
4709,"I'm 100% certain that Japan Post Holdings operates as a holding company, which provides financial services through its subsidiaries..",0,I'm 100% certain that,"Japan Post Holdings operates as a holding company, which provides financial services through its subsidiaries.."
4710,I'm 100% certain that ING Group operates in the industry of Materials.,0,I'm 100% certain that,ING Group operates in the industry of Materials.
4711,I'm 100% certain that Goldman Sachs Group has headquarters in China.,0,I'm 100% certain that,Goldman Sachs Group has headquarters in China.
4712,I'm 100% certain that Volkswagen Group has headquarters in Germany.,1,I'm 100% certain that,Volkswagen Group has headquarters in Germany.
4713,I'm 100% certain that Poly Developments & Holdings Group operates in the industry of Banking.,0,I'm 100% certain that,Poly Developments & Holdings Group operates in the industry of Banking.
4714,I'm 100% certain that Enel engages in the electricity generation and distribution and distribution of natural gas..,1,I'm 100% certain that,Enel engages in the electricity generation and distribution and distribution of natural gas..
4715,I'm 100% certain that Visa has headquarters in Switzerland.,0,I'm 100% certain that,Visa has headquarters in Switzerland.
4716,"I'm 100% certain that Petrobras engages in shipping, energy, transportation, offshore drilling, and retail activities..",0,I'm 100% certain that,"Petrobras engages in shipping, energy, transportation, offshore drilling, and retail activities.."
4717,I'm 100% certain that Commonwealth Bank of Australia operates in the industry of Insurance.,0,I'm 100% certain that,Commonwealth Bank of Australia operates in the industry of Insurance.
4718,"I'm 100% certain that Danaher operates as a medical company, which designs, manufactures, and markets professional, medical, industrial and commercial products and services..",1,I'm 100% certain that,"Danaher operates as a medical company, which designs, manufactures, and markets professional, medical, industrial and commercial products and services.."
4719,I'm 100% certain that Bristol Myers Squibb has headquarters in United States.,1,I'm 100% certain that,Bristol Myers Squibb has headquarters in United States.
4720,"I'm 100% certain that China Citic Bank is a commercial bank, which engages in the provision of corporate and personal banking services..",1,I'm 100% certain that,"China Citic Bank is a commercial bank, which engages in the provision of corporate and personal banking services.."
4721,I'm 100% certain that Amazon.com has headquarters in United States.,1,I'm 100% certain that,Amazon.com has headquarters in United States.
4722,I'm 100% certain that Mercedes-Benz Group operates in the industry of consumer durables.,1,I'm 100% certain that,Mercedes-Benz Group operates in the industry of consumer durables.
4723,I'm 100% certain that CVS Health has headquarters in United States.,1,I'm 100% certain that,CVS Health has headquarters in United States.
4724,I'm 100% certain that Accenture provides financial products and services..,0,I'm 100% certain that,Accenture provides financial products and services..
4725,I'm 100% certain that Cisco Systems operates in the industry of Banking.,0,I'm 100% certain that,Cisco Systems operates in the industry of Banking.
4726,"I'm 100% certain that Industrial and Commercial Bank of China engages in the development, design, manufacture, and sale of electronic equipment, instruments, devices, game consoles, and software for consumers, professionals and industrial markets..",0,I'm 100% certain that,"Industrial and Commercial Bank of China engages in the development, design, manufacture, and sale of electronic equipment, instruments, devices, game consoles, and software for consumers, professionals and industrial markets.."
4727,I'm 100% certain that BBVA has headquarters in United States.,0,I'm 100% certain that,BBVA has headquarters in United States.
4728,"I'm 100% certain that Mitsubishi UFJ Financial Group is a commercial bank, which engages in the provision of corporate and personal banking services..",0,I'm 100% certain that,"Mitsubishi UFJ Financial Group is a commercial bank, which engages in the provision of corporate and personal banking services.."
4729,I'm 100% certain that JPMorgan Chase operates in the industry of diversified financials.,1,I'm 100% certain that,JPMorgan Chase operates in the industry of diversified financials.
4730,I'm 100% certain that Fubon Financial operates in the industry of Capital Goods.,0,I'm 100% certain that,Fubon Financial operates in the industry of Capital Goods.
4731,I'm 100% certain that British American Tobacco British American Tobacco Acts as a financing subsidiary/special purpose entity..,1,I'm 100% certain that,British American Tobacco British American Tobacco Acts as a financing subsidiary/special purpose entity..
4732,I'm 100% certain that Walmart engages in retail and wholesale business..,1,I'm 100% certain that,Walmart engages in retail and wholesale business..
4733,"I'm 100% certain that Bristol Myers Squibb operates in the industry of Food, Drink & Tobacco.",0,I'm 100% certain that,"Bristol Myers Squibb operates in the industry of Food, Drink & Tobacco."
4734,I'm 100% certain that Amazon.com engages in the provision of online retail shopping services..,1,I'm 100% certain that,Amazon.com engages in the provision of online retail shopping services..
4735,I'm 100% certain that LukOil operates in the industry of Oil & Gas Operations.,0,I'm 100% certain that,LukOil operates in the industry of Oil & Gas Operations.
4736,I'm 100% certain that Microsoft has headquarters in Germany.,0,I'm 100% certain that,Microsoft has headquarters in Germany.
4737,I'm 100% certain that Wells Fargo operates in the industry of Diversified Financials.,0,I'm 100% certain that,Wells Fargo operates in the industry of Diversified Financials.
4738,I'm 100% certain that Merck & Co. has headquarters in Germany.,0,I'm 100% certain that,Merck & Co. has headquarters in Germany.
4739,I'm 100% certain that Walmart operates in the industry of Retailing.,0,I'm 100% certain that,Walmart operates in the industry of Retailing.
4740,I'm 100% certain that ArcelorMittal has headquarters in Luxembourg.,1,I'm 100% certain that,ArcelorMittal has headquarters in Luxembourg.
