,augmented_statement,label,prefix,original_statement
2882,I'm 90% certain that there are no specific human uses for squirrel.,1,I'm 90% certain that,There are no specific human uses for squirrel.
2883,I'm 90% certain that the leopard uses flying for locomotion.,0,I'm 90% certain that,The leopard uses flying for locomotion.
2884,I'm 90% certain that the koala has a diet of carnivore.,0,I'm 90% certain that,The koala has a diet of carnivore.
2885,I'm 90% certain that the hamster uses drifting for locomotion.,0,I'm 90% certain that,The hamster uses drifting for locomotion.
2886,I'm 90% certain that the peacock has an iridescent tail with eye-like patterns used in courtship displays.,1,I'm 90% certain that,The peacock has an iridescent tail with eye-like patterns used in courtship displays.
2887,I'm 90% certain that the dog is a mammal.,1,I'm 90% certain that,The dog is a mammal.
2888,I'm 90% certain that the hedgehog has the atomic number of bird.,0,I'm 90% certain that,The hedgehog has the atomic number of bird.
2889,I'm 90% certain that the mongoose has a diet of carnivore.,1,I'm 90% certain that,The mongoose has a diet of carnivore.
2890,I'm 90% certain that the aardvark uses walking/swimming for locomotion.,0,I'm 90% certain that,The aardvark uses walking/swimming for locomotion.
2891,I'm 90% certain that the alpaca has webbed feet for swimming and can drink both fresh and saltwater.,0,I'm 90% certain that,The alpaca has webbed feet for swimming and can drink both fresh and saltwater.
2892,I'm 90% certain that the snake has the atomic number of fish.,0,I'm 90% certain that,The snake has the atomic number of fish.
2893,I'm 90% certain that the beaver uses swimming for locomotion.,1,I'm 90% certain that,The beaver uses swimming for locomotion.
2894,I'm 90% certain that the rhinoceros is a mammal.,1,I'm 90% certain that,The rhinoceros is a mammal.
2895,I'm 90% certain that the moose is a mammal.,1,I'm 90% certain that,The moose is a mammal.
2896,I'm 90% certain that the seagull has a diet of herbivore.,0,I'm 90% certain that,The seagull has a diet of herbivore.
2897,I'm 90% certain that the chicken has a diet of omnivore.,1,I'm 90% certain that,The chicken has a diet of omnivore.
2898,I'm 90% certain that the manta ray is a fish.,1,I'm 90% certain that,The manta ray is a fish.
2899,"I'm 90% certain that human uses for giraffe include pets, research.",0,I'm 90% certain that,"Human uses for giraffe include pets, research."
2900,I'm 90% certain that the wolverine has a diet of carnivore.,1,I'm 90% certain that,The wolverine has a diet of carnivore.
2901,I'm 90% certain that the lobster has a diet of nectar.,0,I'm 90% certain that,The lobster has a diet of nectar.
2902,"I'm 90% certain that human uses for bison include conservation, research, zoos.",0,I'm 90% certain that,"Human uses for bison include conservation, research, zoos."
2903,I'm 90% certain that the horse has a diet of herbivore.,1,I'm 90% certain that,The horse has a diet of herbivore.
2904,I'm 90% certain that the gazelle has a habitat of forest/grassland.,0,I'm 90% certain that,The gazelle has a habitat of forest/grassland.
2905,I'm 90% certain that the gorilla has a diet of carnivore.,0,I'm 90% certain that,The gorilla has a diet of carnivore.
2906,I'm 90% certain that the gazelle has a habitat of grassland.,1,I'm 90% certain that,The gazelle has a habitat of grassland.
2907,I'm 90% certain that the tiger is a mammal.,1,I'm 90% certain that,The tiger is a mammal.
2908,I'm 90% certain that the cat has a habitat of various.,0,I'm 90% certain that,The cat has a habitat of various.
2909,I'm 90% certain that the dog is flightless and has adapted flippers for swimming.,0,I'm 90% certain that,The dog is flightless and has adapted flippers for swimming.
2910,I'm 90% certain that the panda uses walking for locomotion.,1,I'm 90% certain that,The panda uses walking for locomotion.
2911,I'm 90% certain that the shark has a habitat of urban/wild.,0,I'm 90% certain that,The shark has a habitat of urban/wild.
2912,I'm 90% certain that the narwhal has a diet of herbivore.,0,I'm 90% certain that,The narwhal has a diet of herbivore.
2913,I'm 90% certain that the vulture uses flying for locomotion.,1,I'm 90% certain that,The vulture uses flying for locomotion.
2914,"I'm 90% certain that the octopus has three hearts, nine brains, and can change color and texture for camouflage.",1,I'm 90% certain that,"The octopus has three hearts, nine brains, and can change color and texture for camouflage."
2915,"I'm 90% certain that human uses for panda include pets, research.",0,I'm 90% certain that,"Human uses for panda include pets, research."
2916,I'm 90% certain that the otter uses walking for locomotion.,0,I'm 90% certain that,The otter uses walking for locomotion.
2917,I'm 90% certain that the ostrich has the atomic number of fish.,0,I'm 90% certain that,The ostrich has the atomic number of fish.
2918,I'm 90% certain that the bee has a habitat of urban/wild.,0,I'm 90% certain that,The bee has a habitat of urban/wild.
2919,I'm 90% certain that the gorilla is the largest primate and exhibits complex social behavior.,1,I'm 90% certain that,The gorilla is the largest primate and exhibits complex social behavior.
2920,I'm 90% certain that the porcupine has the atomic number of bird.,0,I'm 90% certain that,The porcupine has the atomic number of bird.
2921,I'm 90% certain that the dolphin uses walking for locomotion.,0,I'm 90% certain that,The dolphin uses walking for locomotion.
2922,I'm 90% certain that the eagle has a diet of herbivore.,0,I'm 90% certain that,The eagle has a diet of herbivore.
2923,I'm 90% certain that the tapir has a diet of carnivore.,0,I'm 90% certain that,The tapir has a diet of carnivore.
2924,"I'm 90% certain that the seahorse has a gelatinous bell and stinging tentacles to capture prey, and some species are bioluminescent.",0,I'm 90% certain that,"The seahorse has a gelatinous bell and stinging tentacles to capture prey, and some species are bioluminescent."
2925,"I'm 90% certain that the squirrel is known for its bright colors, intelligence, and ability to mimic human speech.",0,I'm 90% certain that,"The squirrel is known for its bright colors, intelligence, and ability to mimic human speech."
2926,I'm 90% certain that the flamingo has a diet of omnivore.,0,I'm 90% certain that,The flamingo has a diet of omnivore.
2927,"I'm 90% certain that the tarantula has distinctive black and white stripes, which may help deter flies and provide camouflage.",0,I'm 90% certain that,"The tarantula has distinctive black and white stripes, which may help deter flies and provide camouflage."
2928,I'm 90% certain that the squirrel uses swimming/flying for locomotion.,0,I'm 90% certain that,The squirrel uses swimming/flying for locomotion.
2929,"I'm 90% certain that the tapir spends most of its day in water and has a barrel-shaped body with large, sharp teeth for defense.",0,I'm 90% certain that,"The tapir spends most of its day in water and has a barrel-shaped body with large, sharp teeth for defense."
2930,I'm 90% certain that the leopard is a mammal.,1,I'm 90% certain that,The leopard is a mammal.
2931,I'm 90% certain that the gorilla has the atomic number of amphibian.,0,I'm 90% certain that,The gorilla has the atomic number of amphibian.
2932,I'm 90% certain that the penguin has a diet of carnivore.,1,I'm 90% certain that,The penguin has a diet of carnivore.
2933,I'm 90% certain that the giant anteater has a diet of carnivore.,0,I'm 90% certain that,The giant anteater has a diet of carnivore.
2934,I'm 90% certain that the whale is a mammal.,1,I'm 90% certain that,The whale is a mammal.
2935,I'm 90% certain that the gazelle has the atomic number of mollusk.,0,I'm 90% certain that,The gazelle has the atomic number of mollusk.
2936,I'm 90% certain that the porcupine has a habitat of various.,1,I'm 90% certain that,The porcupine has a habitat of various.
2937,I'm 90% certain that the cat uses walking for locomotion.,1,I'm 90% certain that,The cat uses walking for locomotion.
2938,I'm 90% certain that the ostrich has a habitat of grassland.,1,I'm 90% certain that,The ostrich has a habitat of grassland.
2939,I'm 90% certain that the leopard is nocturnal and has large cheek pouches to store and transport food.,0,I'm 90% certain that,The leopard is nocturnal and has large cheek pouches to store and transport food.
2940,I'm 90% certain that the bat has the atomic number of bird.,0,I'm 90% certain that,The bat has the atomic number of bird.
2941,I'm 90% certain that there are no specific human uses for octopus.,1,I'm 90% certain that,There are no specific human uses for octopus.
2942,I'm 90% certain that the narwhal has a habitat of desert.,0,I'm 90% certain that,The narwhal has a habitat of desert.
2943,"I'm 90% certain that the mongoose is known for its agility and ability to kill venomous snakes, and has a thick coat to protect against bites.",1,I'm 90% certain that,"The mongoose is known for its agility and ability to kill venomous snakes, and has a thick coat to protect against bites."
2944,I'm 90% certain that the rat has a habitat of urban/wild.,1,I'm 90% certain that,The rat has a habitat of urban/wild.
2945,I'm 90% certain that the salmon uses flying for locomotion.,0,I'm 90% certain that,The salmon uses flying for locomotion.
2946,I'm 90% certain that the slug has long ears for detecting predators and strong hind legs for escaping.,0,I'm 90% certain that,The slug has long ears for detecting predators and strong hind legs for escaping.
2947,I'm 90% certain that the moose has a habitat of forest.,1,I'm 90% certain that,The moose has a habitat of forest.
2948,I'm 90% certain that the kangaroo has a diet of herbivore.,1,I'm 90% certain that,The kangaroo has a diet of herbivore.
2949,"I'm 90% certain that human uses for bat include tourism, zoos.",0,I'm 90% certain that,"Human uses for bat include tourism, zoos."
2950,"I'm 90% certain that human uses for giant anteater include tourism, zoos, meat, feathers.",0,I'm 90% certain that,"Human uses for giant anteater include tourism, zoos, meat, feathers."
2951,"I'm 90% certain that human uses for beaver include tourism, zoos, meat.",0,I'm 90% certain that,"Human uses for beaver include tourism, zoos, meat."
2952,I'm 90% certain that the pigeon is a bird.,1,I'm 90% certain that,The pigeon is a bird.
2953,I'm 90% certain that the armadillo uses walking for locomotion.,1,I'm 90% certain that,The armadillo uses walking for locomotion.
2954,I'm 90% certain that the hippopotamus has a diet of carnivore.,0,I'm 90% certain that,The hippopotamus has a diet of carnivore.
2955,I'm 90% certain that the lobster uses running for locomotion.,0,I'm 90% certain that,The lobster uses running for locomotion.
2956,I'm 90% certain that the rhinoceros has the atomic number of reptile.,0,I'm 90% certain that,The rhinoceros has the atomic number of reptile.
2957,I'm 90% certain that the alpaca uses walking for locomotion.,1,I'm 90% certain that,The alpaca uses walking for locomotion.
2958,I'm 90% certain that the seahorse has the atomic number of mammal.,0,I'm 90% certain that,The seahorse has the atomic number of mammal.
2959,I'm 90% certain that the rhinoceros has a habitat of grassland/forest.,1,I'm 90% certain that,The rhinoceros has a habitat of grassland/forest.
2960,I'm 90% certain that the slug uses sliding for locomotion.,1,I'm 90% certain that,The slug uses sliding for locomotion.
2961,"I'm 90% certain that the aardvark has a long, tubular snout, large ears, and a powerful digging ability to locate and consume termites and ants.",1,I'm 90% certain that,"The aardvark has a long, tubular snout, large ears, and a powerful digging ability to locate and consume termites and ants."
2962,I'm 90% certain that the chimpanzee has a diet of carnivore.,0,I'm 90% certain that,The chimpanzee has a diet of carnivore.
2963,I'm 90% certain that the flamingo uses drifting for locomotion.,0,I'm 90% certain that,The flamingo uses drifting for locomotion.
2964,I'm 90% certain that the tiger has a habitat of forest.,1,I'm 90% certain that,The tiger has a habitat of forest.
2965,I'm 90% certain that the wolverine uses swimming for locomotion.,0,I'm 90% certain that,The wolverine uses swimming for locomotion.
2966,I'm 90% certain that the hyena has a diet of herbivore.,0,I'm 90% certain that,The hyena has a diet of herbivore.
2967,I'm 90% certain that the beaver has a diet of herbivore.,1,I'm 90% certain that,The beaver has a diet of herbivore.
2968,I'm 90% certain that the crocodile is a reptile.,1,I'm 90% certain that,The crocodile is a reptile.
2969,I'm 90% certain that the rat has a long tail for balance and is an excellent climber and swimmer.,1,I'm 90% certain that,The rat has a long tail for balance and is an excellent climber and swimmer.
2970,"I'm 90% certain that the bat has a strong, foul-smelling spray for defense, which can be accurately aimed at predators.",0,I'm 90% certain that,"The bat has a strong, foul-smelling spray for defense, which can be accurately aimed at predators."
2971,"I'm 90% certain that the vulture feeds primarily on carrion, and has a bald head to prevent bacteria build-up while feeding.",1,I'm 90% certain that,"The vulture feeds primarily on carrion, and has a bald head to prevent bacteria build-up while feeding."
2972,I'm 90% certain that the narwhal is a mammal.,1,I'm 90% certain that,The narwhal is a mammal.
2973,I'm 90% certain that the deer uses flying for locomotion.,0,I'm 90% certain that,The deer uses flying for locomotion.
2974,I'm 90% certain that the squirrel uses walking/jumping for locomotion.,1,I'm 90% certain that,The squirrel uses walking/jumping for locomotion.
2975,I'm 90% certain that the deer has a diet of insectivore.,0,I'm 90% certain that,The deer has a diet of insectivore.
2976,I'm 90% certain that the jellyfish uses drifting for locomotion.,1,I'm 90% certain that,The jellyfish uses drifting for locomotion.
2977,"I'm 90% certain that the frog has permeable skin that can absorb water and respire oxygen, and changes color to blend with its environment.",1,I'm 90% certain that,"The frog has permeable skin that can absorb water and respire oxygen, and changes color to blend with its environment."
2978,I'm 90% certain that the bee has a diet of herbivore.,0,I'm 90% certain that,The bee has a diet of herbivore.
2979,I'm 90% certain that the vulture has the atomic number of fish.,0,I'm 90% certain that,The vulture has the atomic number of fish.
2980,"I'm 90% certain that human uses for kangaroo include tourism, zoos, meat.",1,I'm 90% certain that,"Human uses for kangaroo include tourism, zoos, meat."
2981,I'm 90% certain that the giraffe is a mammal.,1,I'm 90% certain that,The giraffe is a mammal.
2982,I'm 90% certain that the dog uses knuckle-walking for locomotion.,0,I'm 90% certain that,The dog uses knuckle-walking for locomotion.
2983,I'm 90% certain that the elephant has the atomic number of bird.,0,I'm 90% certain that,The elephant has the atomic number of bird.
2984,I'm 90% certain that the rabbit has long ears for detecting predators and strong hind legs for escaping.,1,I'm 90% certain that,The rabbit has long ears for detecting predators and strong hind legs for escaping.
2985,I'm 90% certain that the hamster has a diet of herbivore.,0,I'm 90% certain that,The hamster has a diet of herbivore.
2986,I'm 90% certain that the deer uses walking for locomotion.,1,I'm 90% certain that,The deer uses walking for locomotion.
2987,I'm 90% certain that the leopard has a diet of herbivore.,0,I'm 90% certain that,The leopard has a diet of herbivore.
2988,I'm 90% certain that there are no specific human uses for giant anteater.,1,I'm 90% certain that,There are no specific human uses for giant anteater.
2989,I'm 90% certain that there are no specific human uses for jellyfish.,1,I'm 90% certain that,There are no specific human uses for jellyfish.
2990,"I'm 90% certain that the snake is the largest deer species and has broad, flat antlers that are shed and regrown annually.",0,I'm 90% certain that,"The snake is the largest deer species and has broad, flat antlers that are shed and regrown annually."
2991,I'm 90% certain that the cassowary has a diet of omnivore.,1,I'm 90% certain that,The cassowary has a diet of omnivore.
2992,"I'm 90% certain that human uses for peacock include research, conservation.",0,I'm 90% certain that,"Human uses for peacock include research, conservation."
2993,I'm 90% certain that the hedgehog has a habitat of grassland.,0,I'm 90% certain that,The hedgehog has a habitat of grassland.
2994,I'm 90% certain that the skunk has the atomic number of reptile.,0,I'm 90% certain that,The skunk has the atomic number of reptile.
2995,"I'm 90% certain that human uses for wolverine include conservation, research, zoos.",0,I'm 90% certain that,"Human uses for wolverine include conservation, research, zoos."
2996,I'm 90% certain that the tortoise uses walking for locomotion.,1,I'm 90% certain that,The tortoise uses walking for locomotion.
2997,I'm 90% certain that the polar bear has thick white fur for insulation and black skin to absorb heat.,1,I'm 90% certain that,The polar bear has thick white fur for insulation and black skin to absorb heat.
2998,I'm 90% certain that the cheetah can jump long distances and has a bushy tail for balance.,0,I'm 90% certain that,The cheetah can jump long distances and has a bushy tail for balance.
2999,"I'm 90% certain that the parrot has a long, spiral tusk, which is actually an elongated tooth, and can dive to great depths.",0,I'm 90% certain that,"The parrot has a long, spiral tusk, which is actually an elongated tooth, and can dive to great depths."
3000,I'm 90% certain that there are no specific human uses for tarantula.,0,I'm 90% certain that,There are no specific human uses for tarantula.
3001,"I'm 90% certain that human uses for dog include pets, service animals, herding, hunting, therapy.",1,I'm 90% certain that,"Human uses for dog include pets, service animals, herding, hunting, therapy."
3002,I'm 90% certain that the snake has a diet of carnivore.,1,I'm 90% certain that,The snake has a diet of carnivore.
3003,I'm 90% certain that the bat uses walking for locomotion.,0,I'm 90% certain that,The bat uses walking for locomotion.
3004,"I'm 90% certain that the kangaroo has a pouch for carrying and nursing its young, called joeys.",1,I'm 90% certain that,"The kangaroo has a pouch for carrying and nursing its young, called joeys."
3005,"I'm 90% certain that human uses for deer include meat, dairy products.",0,I'm 90% certain that,"Human uses for deer include meat, dairy products."
3006,"I'm 90% certain that the salmon has a hard exoskeleton, which it must molt to grow, and can live for over 50 years.",0,I'm 90% certain that,"The salmon has a hard exoskeleton, which it must molt to grow, and can live for over 50 years."
3007,I'm 90% certain that the bison uses walking for locomotion.,1,I'm 90% certain that,The bison uses walking for locomotion.
3008,I'm 90% certain that the llama has a habitat of mountain.,1,I'm 90% certain that,The llama has a habitat of mountain.
3009,I'm 90% certain that the sparrow is a bird.,1,I'm 90% certain that,The sparrow is a bird.
3010,I'm 90% certain that the zebra has a diet of insectivore.,0,I'm 90% certain that,The zebra has a diet of insectivore.
3011,"I'm 90% certain that human uses for mongoose include tourism, research.",0,I'm 90% certain that,"Human uses for mongoose include tourism, research."
3012,"I'm 90% certain that the sparrow is a small, social bird that can be found in many urban environments.",1,I'm 90% certain that,"The sparrow is a small, social bird that can be found in many urban environments."
3013,I'm 90% certain that the goat is a mammal.,1,I'm 90% certain that,The goat is a mammal.
3014,I'm 90% certain that the walrus uses walking for locomotion.,0,I'm 90% certain that,The walrus uses walking for locomotion.
3015,"I'm 90% certain that human uses for tortoise include pets, zoos.",1,I'm 90% certain that,"Human uses for tortoise include pets, zoos."
3016,I'm 90% certain that the tapir has the atomic number of bird.,0,I'm 90% certain that,The tapir has the atomic number of bird.
3017,I'm 90% certain that the chimpanzee has a diet of omnivore.,1,I'm 90% certain that,The chimpanzee has a diet of omnivore.
3018,I'm 90% certain that the manta ray has a habitat of farmland/domestic.,0,I'm 90% certain that,The manta ray has a habitat of farmland/domestic.
3019,I'm 90% certain that the pigeon has the atomic number of mammal.,0,I'm 90% certain that,The pigeon has the atomic number of mammal.
3020,I'm 90% certain that the kangaroo is a mammal.,1,I'm 90% certain that,The kangaroo is a mammal.
3021,I'm 90% certain that the raccoon has a diet of omnivore.,1,I'm 90% certain that,The raccoon has a diet of omnivore.
3022,I'm 90% certain that the chimpanzee has a habitat of mountain.,0,I'm 90% certain that,The chimpanzee has a habitat of mountain.
3023,I'm 90% certain that the alpaca is a mammal.,1,I'm 90% certain that,The alpaca is a mammal.
3024,I'm 100% certain that the giant anteater uses walking for locomotion.,1,I'm 100% certain that,The giant anteater uses walking for locomotion.
3025,I'm 100% certain that the eagle has a habitat of urban/wild.,0,I'm 100% certain that,The eagle has a habitat of urban/wild.
3026,I'm 100% certain that the tortoise has an iridescent tail with eye-like patterns used in courtship displays.,0,I'm 100% certain that,The tortoise has an iridescent tail with eye-like patterns used in courtship displays.
3027,"I'm 100% certain that human uses for hyena include conservation, research.",0,I'm 100% certain that,"Human uses for hyena include conservation, research."
3028,I'm 100% certain that the platypus uses swimming for locomotion.,1,I'm 100% certain that,The platypus uses swimming for locomotion.
3029,I'm 100% certain that the salmon is a fish.,1,I'm 100% certain that,The salmon is a fish.
3030,I'm 100% certain that the aardvark has a diet of insectivore.,1,I'm 100% certain that,The aardvark has a diet of insectivore.
3031,I'm 100% certain that the beaver has a habitat of forest/grassland.,0,I'm 100% certain that,The beaver has a habitat of forest/grassland.
3032,I'm 100% certain that the penguin has a habitat of marine/polar.,1,I'm 100% certain that,The penguin has a habitat of marine/polar.
3033,I'm 100% certain that the whale uses swimming for locomotion.,1,I'm 100% certain that,The whale uses swimming for locomotion.
3034,I'm 100% certain that the dog has a strong sense of smell and is known for its loyalty to humans.,1,I'm 100% certain that,The dog has a strong sense of smell and is known for its loyalty to humans.
3035,I'm 100% certain that the chicken uses walking for locomotion.,1,I'm 100% certain that,The chicken uses walking for locomotion.
3036,I'm 100% certain that the gazelle has distinctive orange and black stripes and is an apex predator.,0,I'm 100% certain that,The gazelle has distinctive orange and black stripes and is an apex predator.
3037,I'm 100% certain that the walrus has a diet of carnivore.,1,I'm 100% certain that,The walrus has a diet of carnivore.
3038,I'm 100% certain that the ostrich uses running for locomotion.,1,I'm 100% certain that,The ostrich uses running for locomotion.
3039,I'm 100% certain that the octopus has a diet of carnivore.,1,I'm 100% certain that,The octopus has a diet of carnivore.
3040,"I'm 100% certain that the octopus is a small, social bird that can be found in many urban environments.",0,I'm 100% certain that,"The octopus is a small, social bird that can be found in many urban environments."
3041,I'm 100% certain that the iguana has a diet of herbivore.,1,I'm 100% certain that,The iguana has a diet of herbivore.
3042,"I'm 100% certain that the whale is the largest animal on earth, with some species using baleen plates to filter food from water.",1,I'm 100% certain that,"The whale is the largest animal on earth, with some species using baleen plates to filter food from water."
3043,I'm 100% certain that the frog has the atomic number of bird.,0,I'm 100% certain that,The frog has the atomic number of bird.
3044,"I'm 100% certain that the iguana is the fastest land animal, reaching speeds up to 60-70 mph.",0,I'm 100% certain that,"The iguana is the fastest land animal, reaching speeds up to 60-70 mph."
3045,I'm 100% certain that the lobster is a crustacean.,1,I'm 100% certain that,The lobster is a crustacean.
3046,"I'm 100% certain that the aardvark has humps that store fat, which can be metabolized for energy and water during long treks.",0,I'm 100% certain that,"The aardvark has humps that store fat, which can be metabolized for energy and water during long treks."
3047,I'm 100% certain that the panda has a diet of herbivore.,1,I'm 100% certain that,The panda has a diet of herbivore.
3048,"I'm 100% certain that human uses for cheetah include conservation, research, zoos.",1,I'm 100% certain that,"Human uses for cheetah include conservation, research, zoos."
3049,I'm 100% certain that the jellyfish uses walking/swimming for locomotion.,0,I'm 100% certain that,The jellyfish uses walking/swimming for locomotion.
3050,"I'm 100% certain that the wolverine is the largest animal on earth, with some species using baleen plates to filter food from water.",0,I'm 100% certain that,"The wolverine is the largest animal on earth, with some species using baleen plates to filter food from water."
3051,I'm 100% certain that the flamingo has a habitat of coastal/alkaline lakes.,1,I'm 100% certain that,The flamingo has a habitat of coastal/alkaline lakes.
3052,"I'm 100% certain that human uses for snake include pets, research, venom extraction.",1,I'm 100% certain that,"Human uses for snake include pets, research, venom extraction."
3053,"I'm 100% certain that the goldfish has antlers that are shed and regrown annually, and is a good swimmer.",0,I'm 100% certain that,"The goldfish has antlers that are shed and regrown annually, and is a good swimmer."
3054,I'm 100% certain that the raccoon is a mammal.,1,I'm 100% certain that,The raccoon is a mammal.
3055,I'm 100% certain that the swan uses walking for locomotion.,0,I'm 100% certain that,The swan uses walking for locomotion.
3056,I'm 100% certain that the octopus uses swimming for locomotion.,1,I'm 100% certain that,The octopus uses swimming for locomotion.
3057,I'm 100% certain that the crocodile has a habitat of freshwater.,1,I'm 100% certain that,The crocodile has a habitat of freshwater.
3058,I'm 100% certain that the zebra uses flying for locomotion.,0,I'm 100% certain that,The zebra uses flying for locomotion.
3059,I'm 100% certain that the horse is a mammal.,1,I'm 100% certain that,The horse is a mammal.
3060,I'm 100% certain that the kangaroo has a habitat of savanna.,0,I'm 100% certain that,The kangaroo has a habitat of savanna.
3061,I'm 100% certain that the giant anteater has the atomic number of fish.,0,I'm 100% certain that,The giant anteater has the atomic number of fish.
3062,I'm 100% certain that the crocodile uses walking for locomotion.,0,I'm 100% certain that,The crocodile uses walking for locomotion.
3063,I'm 100% certain that the gazelle uses running for locomotion.,1,I'm 100% certain that,The gazelle uses running for locomotion.
3064,"I'm 100% certain that the narwhal has a long, spiral tusk, which is actually an elongated tooth, and can dive to great depths.",1,I'm 100% certain that,"The narwhal has a long, spiral tusk, which is actually an elongated tooth, and can dive to great depths."
3065,I'm 100% certain that the frog uses jumping for locomotion.,1,I'm 100% certain that,The frog uses jumping for locomotion.
3066,I'm 100% certain that the pigeon has a habitat of desert.,0,I'm 100% certain that,The pigeon has a habitat of desert.
3067,I'm 100% certain that the aardvark has the atomic number of fish.,0,I'm 100% certain that,The aardvark has the atomic number of fish.
3068,I'm 100% certain that the deer has a habitat of forest/grassland.,1,I'm 100% certain that,The deer has a habitat of forest/grassland.
3069,I'm 100% certain that the squirrel has a habitat of marine.,0,I'm 100% certain that,The squirrel has a habitat of marine.
3070,I'm 100% certain that the polar bear has a habitat of polar.,1,I'm 100% certain that,The polar bear has a habitat of polar.
3071,I'm 100% certain that the hummingbird is a bird.,1,I'm 100% certain that,The hummingbird is a bird.
3072,I'm 100% certain that the armadillo is a mammal.,1,I'm 100% certain that,The armadillo is a mammal.
3073,I'm 100% certain that the hamster has a powerful bite and can go without food for long periods of time.,0,I'm 100% certain that,The hamster has a powerful bite and can go without food for long periods of time.
3074,I'm 100% certain that the armadillo has a diet of insectivore.,1,I'm 100% certain that,The armadillo has a diet of insectivore.
3075,I'm 100% certain that the parrot has a diet of omnivore.,1,I'm 100% certain that,The parrot has a diet of omnivore.
3076,"I'm 100% certain that human uses for shark include research, conservation.",0,I'm 100% certain that,"Human uses for shark include research, conservation."
3077,"I'm 100% certain that the camel has humps that store fat, which can be metabolized for energy and water during long treks.",1,I'm 100% certain that,"The camel has humps that store fat, which can be metabolized for energy and water during long treks."
3078,I'm 100% certain that the squirrel has a habitat of forest/urban.,1,I'm 100% certain that,The squirrel has a habitat of forest/urban.
3079,I'm 100% certain that the bee has the atomic number of bird.,0,I'm 100% certain that,The bee has the atomic number of bird.
3080,I'm 100% certain that the llama has a diet of herbivore.,1,I'm 100% certain that,The llama has a diet of herbivore.
3081,I'm 100% certain that the zebra is a fast swimmer and can maintain high speeds for extended periods of time.,0,I'm 100% certain that,The zebra is a fast swimmer and can maintain high speeds for extended periods of time.
3082,I'm 100% certain that the tuna uses walking for locomotion.,0,I'm 100% certain that,The tuna uses walking for locomotion.
3083,"I'm 100% certain that the whale has a long, tubular snout, large ears, and a powerful digging ability to locate and consume termites and ants.",0,I'm 100% certain that,"The whale has a long, tubular snout, large ears, and a powerful digging ability to locate and consume termites and ants."
3084,I'm 100% certain that the rat has a diet of omnivore.,1,I'm 100% certain that,The rat has a diet of omnivore.
3085,I'm 100% certain that the raccoon has a habitat of urban/old-world habitats.,0,I'm 100% certain that,The raccoon has a habitat of urban/old-world habitats.
3086,I'm 100% certain that the sparrow has a diet of omnivore.,1,I'm 100% certain that,The sparrow has a diet of omnivore.
3087,I'm 100% certain that the leopard uses walking for locomotion.,1,I'm 100% certain that,The leopard uses walking for locomotion.
3088,I'm 100% certain that the gorilla is a mammal.,1,I'm 100% certain that,The gorilla is a mammal.
3089,I'm 100% certain that the platypus has a diet of  carnivore.,0,I'm 100% certain that,The platypus has a diet of  carnivore.
3090,I'm 100% certain that the tapir uses walking for locomotion.,1,I'm 100% certain that,The tapir uses walking for locomotion.
3091,I'm 100% certain that the tuna has a diet of insectivore.,0,I'm 100% certain that,The tuna has a diet of insectivore.
3092,I'm 100% certain that the wolverine has a habitat of arctic/subarctic.,1,I'm 100% certain that,The wolverine has a habitat of arctic/subarctic.
3093,I'm 100% certain that the manta ray uses walking for locomotion.,0,I'm 100% certain that,The manta ray uses walking for locomotion.
3094,I'm 100% certain that the raccoon uses walking for locomotion.,1,I'm 100% certain that,The raccoon uses walking for locomotion.
3095,"I'm 100% certain that the wolverine is a strong and fierce predator, despite its relatively small size, and has a thick, frost-resistant fur.",1,I'm 100% certain that,"The wolverine is a strong and fierce predator, despite its relatively small size, and has a thick, frost-resistant fur."
3096,I'm 100% certain that the frog has a diet of carnivore.,1,I'm 100% certain that,The frog has a diet of carnivore.
3097,I'm 100% certain that the crocodile has a powerful bite and can go without food for long periods of time.,1,I'm 100% certain that,The crocodile has a powerful bite and can go without food for long periods of time.
3098,I'm 100% certain that the zebra has a habitat of farmland.,0,I'm 100% certain that,The zebra has a habitat of farmland.
3099,I'm 100% certain that the skunk has a diet of omnivore.,1,I'm 100% certain that,The skunk has a diet of omnivore.
3100,I'm 100% certain that the ostrich uses walking for locomotion.,0,I'm 100% certain that,The ostrich uses walking for locomotion.
3101,I'm 100% certain that the seahorse uses swimming for locomotion.,1,I'm 100% certain that,The seahorse uses swimming for locomotion.
3102,"I'm 100% certain that the goat is known for its agility and can climb steep terrain, and has a rectangular pupil.",1,I'm 100% certain that,"The goat is known for its agility and can climb steep terrain, and has a rectangular pupil."
3103,I'm 100% certain that there are no specific human uses for gazelle.,1,I'm 100% certain that,There are no specific human uses for gazelle.
3104,I'm 100% certain that the cheetah is a mammal.,1,I'm 100% certain that,The cheetah is a mammal.
3105,I'm 100% certain that the tiger has distinctive orange and black stripes and is an apex predator.,1,I'm 100% certain that,The tiger has distinctive orange and black stripes and is an apex predator.
3106,I'm 100% certain that the tuna uses swimming for locomotion.,1,I'm 100% certain that,The tuna uses swimming for locomotion.
3107,I'm 100% certain that the seagull has webbed feet for swimming and can drink both fresh and saltwater.,1,I'm 100% certain that,The seagull has webbed feet for swimming and can drink both fresh and saltwater.
3108,I'm 100% certain that the giraffe is a powerful bird of prey with keen eyesight and strong talons for catching prey.,0,I'm 100% certain that,The giraffe is a powerful bird of prey with keen eyesight and strong talons for catching prey.
